Date,growth_lowsize,growth_highsize,quality_lowsize,quality_highsize,value_lowsize,value_highsize,mom_lowsize,mom_highsize,growth_lowvalue,growth_highvalue,quality_lowvalue,quality_highvalue,size_lowvalue,size_highvalue,mom_lowvalue,mom_highvalue
1990-03-31,,,,,0.18289502529569782,0.23584163531406044,-0.006662357876235549,-0.04481842531052295,,,,,-0.049860811291985926,-0.03773874431870219,-0.06230059107655493,-0.056969272667409754
1990-04-30,,,,,0.030074326101411555,0.12096440499588237,-0.010555065246402203,-0.035413045647227526,,,,,0.1510766133115097,0.14577641204308622,-0.08611234056833895,-0.06670367732505221
1990-05-31,,,,,0.17763384011403305,0.24307046640255933,0.04756783310662003,0.07604902528893265,,,,,0.048401422310614346,0.045649396761007766,0.06509830770664565,0.09290352420122427
1990-06-30,,,,,0.20855259198678366,0.2140574606931579,-0.022230465600867878,0.08565978323470595,,,,,0.13447218146022466,0.1323094626290703,0.09904865138684282,0.10978015631753382
1990-07-31,,,,,-0.11460005292516005,-0.173181886048612,-0.04248676096937855,-0.08532254036688826,,,,,0.14665153991097274,0.13384999269713244,-0.13239134681083845,-0.08833755364061253
1990-08-31,,,,,0.06949730288472958,0.07354500716979055,-0.00597681382762957,0.11470248787831071,,,,,0.16657880693144408,0.1610020460238385,0.06619342831882079,0.12289150062579852
1990-09-30,,,,,0.0615042354310878,0.06400242464007432,-0.007774591555097939,0.3411982754125394,,,,,0.15468723934796172,0.12095007856623512,0.2848653073585777,0.3155671516811638
1990-10-31,0.10881581762420833,0.12376620436607244,,,0.10969334261307928,0.14559345527370793,0.010041557169250015,0.2550676454777748,0.13833771196148373,0.12225265536951968,,,0.14948737647669982,0.12362082418396657,0.2353250798130159,0.18483652221183527
1990-11-30,0.0886700643897846,0.09937937347899978,,,0.040888268330463426,0.003196011551094872,0.07256630831340727,-0.12522198150003377,0.1007315449301214,0.0905564585155519,,,-0.03095752935861936,-0.06261526381002623,-0.13392765740778936,-0.09232953249695647
1990-12-31,0.008416912322292901,0.04035254545051971,,,-0.10909853597123277,-0.15213559938742413,-0.012601613606624495,-0.1499909169014407,0.013341400174124987,0.0663546017912733,,,-0.06675022415649516,-0.08374289060201913,-0.15152137083934422,-0.088395455216905
1991-01-31,-0.09674420628646052,-0.04830702062555111,,,-0.09277367990038811,-0.03783665905194798,0.005733205458327471,-0.41171345315443814,-0.0864631481841144,0.01780249114671077,,,-0.1261717468460152,-0.16843214762721795,-0.4217068883145722,-0.2913665233840229
1991-02-28,0.03654179393617883,-0.032754659346969466,,,-0.07838196739971433,0.007912046486773436,-0.02407009163358895,-0.20308084596811826,0.03152880257410091,0.030673156475436864,,,-0.05214393469634089,-0.04013321005237413,-0.21226826125979767,-0.22483920061659698
1991-03-31,0.04556195310945779,0.04991628942188389,,,0.03488538048915651,0.2228585564323402,0.0387924580144205,0.31480697037094374,0.07764557226499809,0.14470959396951258,,,-0.027680520928199368,-0.07183251133447532,0.23262831604195733,0.2591363997877882
1991-04-30,0.02829627938905778,0.008262971382566625,,,-0.08101407002323466,-0.021476997103459995,0.0012245279042895948,0.006172187333479025,0.005182942096303265,-0.029084234098990892,,,-0.06052192741021899,-0.02651212498393317,0.05640508737931822,0.020453017025013166
1991-05-31,0.13963502335609407,0.04463687685030493,,,0.04192476619473946,-0.005214833423324575,0.006302494477593433,0.06502400895870449,0.06959261862037552,0.10150418133716672,,,-0.043845099492880714,-0.10003978123945367,0.07288223218161624,0.0884091357377338
1991-06-30,-0.00021332309157780476,0.04093035340348226,,,-0.09519047246823248,-0.02702575745380324,0.012323301538542799,-0.12214709342010951,0.027211602243594084,-0.01552074930973268,,,-0.013214042487691063,0.0008252936440620026,-0.055270423968093674,-0.023414018491159722
1991-07-31,0.06285384870353751,0.037487801904122875,-0.02716821506715951,-0.01694258613918696,0.0785652203029838,0.10327123699444603,0.015795097393732957,0.09772429170503359,0.030280711976356723,0.13266858503168374,-0.06781317499301093,0.016760568957593806,0.08258080707432207,0.0289313439945028,0.07406709643806329,0.0940063914664461
1991-08-31,-0.01677956931710343,-0.002973669266122249,0.09449632550248743,0.06679790518230343,0.009237869430618597,0.0015873092687894105,0.00227351491288992,0.1290229811321112,-0.002612530399368861,-0.07642704827307298,0.06968306449127831,0.11488509732986266,-0.0007648872139478554,-0.03659961090784894,0.09656362935865938,0.20317660964031747
1991-09-30,-0.050518328112659355,0.016968328128638334,0.047332262039625865,-0.1440585924370574,0.08278019417031812,0.0677424037741009,0.07863017759653185,0.08953198549818027,-0.06138762970779716,0.006880596990022847,-0.10778625574744168,-0.08840269543531945,0.007185524975066357,-0.010570847433163366,0.0924780216719761,0.23840691189485697
1991-10-31,0.10673353236280156,0.10826663238094465,0.03499715655336984,-0.05241009105452307,0.014268459223140661,-0.014525811602188155,-0.04535282692965545,0.11094509224088668,0.13629616212773324,0.13073881625856656,-0.05338710829362137,0.03156307469248698,0.02888920810143931,-0.04275667242299712,0.09628773465248609,0.09362138762826262
1991-11-30,0.16034496783086744,0.20864118078155866,-0.05400943626250848,-0.014553141280354185,-0.05115174665935451,-0.02702298973528627,0.020122356536311833,0.0463695839449092,0.17607278949470148,0.19750628023414207,-0.04371069686743543,-0.044479650566989506,0.09845991821390589,0.09092064217949959,-0.03223780249414102,0.06289105492581315
1991-12-31,0.11362762054127379,0.16788772131470717,-0.08285931459700571,-0.15929153489214368,-0.009748934342115503,-0.03124547305494014,0.02060014454680571,0.1129700776580719,0.15535235289255903,0.16016605047234297,-0.13648757866815953,-0.07946147860930856,0.10006706368283605,0.05221274269085277,0.062285472757414605,0.17563427289012443
1992-01-31,-0.0036592930664922254,0.010976069081654721,0.17131344079074895,0.010807494677471408,-0.10176730389882543,-0.12962487580940932,0.08547982551063155,-0.19417782877208845,-0.058734583115205755,-0.00913028080865589,-0.003249648065159018,0.015320597322011971,-0.2274548651103684,-0.21676405262745288,-0.2204309779665575,-0.12988914669944002
