Date,ABT,HON,AEP,BA,BMY,CPB,CAT,CVX,KO,CL,ED,GLW,DE,DTE,D,DWDP,ETN,XOM,F,GD,GE,HAL,HSY,IBM,IP,K,KMB,KR,SPGI,CVS,MRK,ETR,MMM,MSI,NSC,XEL,FE,PPG,SRE,PEP,PFE,EXC,MO,COP,PG,PEG,RTN,ROK,EIX,SO,TXN,UNP,UTX,WY,WHR,XRX,LCE,FBNIQ,3PNAA.,MROX.CM,SQD.1,NCR,USG,GWOW,PZSM.CM,RACM.CM,CUE.1,AMX.2,NL,FJCC,GEB.1,UAL,ACY.1,AVATQ,GCO,0141A,ML.3,CKL,SFX.2,ZE,CBS.1,SPP.3,FBO,CAL,PEL.1,TXU2,BNL.1,RYI,DI.,SPXC,C.3,AS.,AN.2,FL,ANV.1,UCC.2,SNT.1,AR.2,MOB.2,HON.Z,D2,FWLT,ARC.3,RLM.1,CBS.2,NC,CSR.1,WLA,MZIAQ,GTE.1,GAPTQ,OC,BFO.2,UCM.2,NI2,3ACKH,3BHMSQ,CCK,GRA,VO.3,PRDCQ,DOW2,OAT.,TKR,OKE,TX.2,ENRNQ,HM,FMC,SHLDQ,MEA.1,NMK,AL.1,INCLF,RDPL,UN,TRW.1,AAL,HBC1,PHA.1,WINN,CR,S.1,UCL,MAY.2,G.1,T.2,GP.1,DAN,MYG.1,NAV,PGL.1,PD.1,0033A,WWY,UIS,HPC,GM,IR,CBE,WYE,SGP,BRK3,KODK,ITT,CEG,GR,KHC,JCP,BEAM,MWV,AA.3,PBI,BHI,DD,PCG,GT,SHW,TWX.1,PAS,CMI,EMR,SLB,GWF.,MD.1,TMC,VAT,EFU.1,CCB.2,TEK.1,GQ.1,AMP.2,AVP,CSX,MCA.1,SMI.1,AMT.1,C2,DAL,HBJ,BNSSA,BGG,MDP,CLX,GIS,LLX.,SUN.1,NEM,4622B,MCD,HIA.1,HST,CHA.3,PCH,HLT,OMX,LLY,ACV.1,MDR,IK,BAX,BDX,HDLM,9975B,BC,RSHCQ,JNJ,AHM.1,BWY.1,GPC,ECH.1,UH,SKY.1,FLTWQ,HPQ,TNB,LPX,ABI.3,WMB,TKA.,CEM.2,MKG,BCR,BFI.,DEC.1,RAD,KRI,TGNA,IFF,BDK,AXP,CI
1990-01-31,,,,,,3.0485,,,,,,,1.7571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5913,,,,,,,,,,,,,,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,,,,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,,,#N/A Invalid Security,,#N/A Invalid Security,,0.962,#N/A Invalid Security,#N/A Invalid Security,,#N/A Invalid Security,,#N/A Invalid Security,#N/A Invalid Security,,1.1981,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,,,,#N/A Invalid Security,,#N/A Invalid Security,1.7952,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,,#N/A Invalid Security,,,#N/A Invalid Security,1.849,,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,,,#N/A Invalid Security,,#N/A Invalid Security,3.8046,,1.0493,#N/A Invalid Security,,,,,#N/A Invalid Security,,#N/A Invalid Security,,,,#N/A Invalid Security,,#N/A Invalid Security,#N/A Invalid Security,,,#N/A Invalid Security,,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,,#N/A Invalid Security,1.5685,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,,,,,,,,,#N/A Invalid Security,,,,,,1.8857,,,#N/A Invalid Security,,2.8075,1.5846,,0.9707,,#N/A Invalid Security,,,2.7057,,#N/A Invalid Security,#N/A Invalid Security,,1.6025,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,,,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,,,,1.5617,1.5504,2.6386,5.7256,,#N/A Invalid Security,,#N/A Invalid Security,,#N/A Invalid Security,,#N/A Invalid Security,,,,,#N/A Invalid Security,0.7817,,,1.9741,2.9524,#N/A Invalid Security,,1.7024,,#N/A Invalid Security,#N/A Invalid Security,,#N/A Invalid Security,,#N/A Invalid Security,1.2277,0.6691,,,#N/A Invalid Security,,,#N/A Invalid Security,1.5436,,#N/A Invalid Security,#N/A Invalid Security,1.9102,,,,,,
1990-02-28,,,,,,3.0325,,,,,,,1.8874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8488,,,,,,,,,1.2766,,,,,,,,,,1.8535,,,,,,,,,,,,,,,,,1.7184,,,,,,,,,,,,3.5098,,1.0136,,,,,,,,,,,,,,,,,,,,,,,,,,1.4167,,,,,,,,,,,,,,,,,,1.8575,,,,,3.0452,1.6421,,0.9101,,,,,2.741,,,,,1.8811,,,,,,,,,,,,,,,1.5684,1.5134,2.6131,5.5801,,,,,,,,,,,,,,0.8415,,,2.0517,2.8048,,,1.54,,,,,,,,1.2616,0.6485,,,,,,,1.5503,,,,1.9561,,,,,,
1990-03-30,2.3602,1.4782,1.336,2.5994,5.1267,3.2885,1.358,1.6932,8.177,5.551,1.346,2.1288,1.9475,1.5172,1.2955,,1.4209,1.886,0.606,0.6969,2.6669,2.1635,2.5027,1.5767,1.0228,4.6196,2.3233,,2.9588,2.6554,7.3759,1.0067,3.0921,,1.2777,1.5025,,1.9793,,3.8355,2.1112,,0.8568,2.0734,3.6759,1.3243,1.6739,,1.5296,0.7419,1.5119,1.2334,1.4393,1.26,1.484,0.7144,,,,,,,,0.9379,,,,,5.5377,3.0905,,,,,0.9997,,,1.5807,,,,,1.1205,1.2702,,,,,,0.442,,0.9536,,1.9623,,,,,,,,1.7538,,,,0.1126,,6.0179,2.0137,,1.8539,,,,,,,1.941,,,13.9809,,3.5094,0.6143,1.0008,,1.6765,2.1831,,,,0.9041,,2.0563,,,,,,,,2.4944,,3.1958,,,,,,,1.6697,,,,5.3561,0.9756,0.8577,,1.5978,1.7134,7.2731,4.4367,,,,1.2354,0.8758,,1.9315,,,,2.4373,2.7761,1.5827,1.2542,0.9673,2.2789,,0.7955,1.1777,2.7339,3.776,,,2.3128,1.7418,,,,,,9.5625,1.007,,,,,,,0.7908,1.5221,1.5135,2.6943,6.3835,2.8035,,,,3.3973,,,,1.1485,,1.126,4.3811,,0.8676,,0.9861,2.1668,2.731,,1.8326,1.5535,4.3616,,,2.9476,,0.8924,,1.3159,0.6879,2.7028,1.3841,,0.9789,,,1.627,2.6645,,,1.7966,2.9863,1.6443,2.9692,1.4843,1.7876,
1990-04-30,2.387,1.4032,1.281,2.527,5.4035,3.249,1.3636,1.6525,8.3411,5.2595,1.2295,2.1231,1.9278,1.487,1.212,,1.3925,1.8502,0.5659,0.6458,2.6565,2.0383,2.5421,1.6194,1.0051,4.6385,2.3233,,2.9238,2.6064,7.7739,0.9279,3.0161,,1.2133,1.3837,,2.0719,,4.0575,1.9762,,0.9081,1.9837,3.8318,1.2306,1.6251,,1.4731,0.6889,1.418,1.1569,1.3827,1.193,1.3629,0.6357,,,,,,,,0.8928,,,,,5.1584,3.2708,,,,,0.9427,,,1.3831,,,,,0.9587,1.2637,,,,,,0.4483,,0.7833,,1.8624,,,,,,,,1.6698,,,,0.1139,,6.0395,1.9997,,1.8495,,,,,,,2.0625,,,12.8792,,3.6783,0.6219,0.8725,,1.6179,1.986,,,,0.8444,,1.9382,,,,,,,,2.455,,2.8323,,,,,,,1.5103,,,,5.6394,0.935,0.8455,,1.5253,1.6038,6.8945,4.4711,,,,1.1733,0.8836,,1.777,,,,2.4503,2.5995,1.5363,1.2184,0.9572,2.2547,,0.7955,1.1745,2.6396,3.6052,,,2.0377,1.3954,,,,,,10.1208,0.9625,,,,,,,0.7711,1.5657,1.3597,2.5842,6.2966,2.8118,,,,3.2368,,,,1.0577,,1.0087,4.4828,,0.8719,,0.8438,2.122,2.0811,,1.7725,1.4653,4.4004,,,3.0843,,0.9915,,1.4326,0.6311,2.7028,1.2892,,0.9106,,,1.728,2.7914,,,1.9512,2.7605,1.5301,2.854,1.204,1.8831,
1990-05-31,2.6775,1.4582,1.2755,2.9934,5.8969,3.4491,1.4858,1.7559,9.8726,6.0292,1.2101,2.2654,1.9021,1.6077,1.2628,,1.5504,1.9575,0.5916,0.6597,2.8589,2.3542,2.7589,1.7828,1.0633,4.9313,2.5435,,3.0637,2.7816,8.7821,0.9703,3.1396,,1.3301,1.4818,,2.3034,,4.5245,2.294,,0.9108,2.1432,4.4761,1.3368,1.6381,,1.5655,0.7065,1.7517,1.21,1.4738,1.333,1.4416,0.6084,,,,,,,,0.9529,,,,,5.4998,3.3738,,,,,0.9427,,,1.4588,,,,,1.0126,1.3926,,,,,,0.4799,,0.7947,,2.0633,,,,,,,,2.015,,,,0.1341,,6.9946,2.1256,,1.972,,,,,,,2.119,,,12.8792,,3.7909,0.7255,0.9063,,1.7664,2.3499,,,,0.9467,,2.1743,,,,,,,,2.7438,,2.9576,,,,,,,1.6613,,,,6.1655,0.9431,0.9035,,1.6956,1.7582,7.6245,5.214,,,,1.194,0.9177,,1.8292,,,,2.711,2.9781,1.6445,1.3115,0.9673,2.4319,,0.8528,1.2724,2.8538,4.1985,,,2.287,1.7276,,,,,,9.8417,0.9996,,,,,,,0.8502,1.6655,1.4642,2.8808,6.6845,2.986,,,,3.7049,,,,1.1869,,1.0783,5.3047,,1.0665,,0.9556,2.4086,2.2669,,1.6673,1.7359,4.9638,,,3.2307,,0.8924,,1.4983,0.6908,2.9768,1.4118,,0.9714,,,1.7569,2.8548,,,1.9954,3.0154,1.7065,3.26,1.2871,2.0306,
1990-06-29,2.9134,1.4545,1.3225,3.0344,6.0314,3.6652,1.181,1.7177,8.9672,5.707,1.2345,1.9745,1.8828,1.5498,1.2856,,1.672,1.9152,0.5447,0.6693,2.8148,2.2628,2.8435,1.7017,1.0049,4.6489,2.5583,,3.0957,2.8579,8.7035,0.939,3.2124,,1.3688,1.4827,,2.1251,,4.4059,2.2667,,0.9472,1.9757,4.6289,1.2959,1.5563,,1.5392,0.7092,1.6647,1.1686,1.3846,1.2268,1.3454,0.6011,,,,,,,,0.9768,,,,,4.3284,3.0648,,,,,0.8642,,,1.2541,,,,,0.9382,1.4183,,,,,,0.5254,,0.7545,,2.0324,,,,,,,,1.9392,,,,0.1207,,7.0665,2.2678,,1.9123,,,,,,,2.0118,,,11.5852,,3.4099,0.621,0.8894,,1.7753,2.1312,8.8344,,,0.9516,,1.9748,,,,,,,,2.5929,,2.5795,,,,,,,1.6613,,,,5.5331,0.899,0.815,,1.6206,1.6616,7.2062,4.9786,,,,1.1774,0.8584,,1.6866,,,,2.4854,2.6512,1.5506,1.3507,0.8199,2.4323,,0.8357,1.2806,2.7127,4.0166,,,2.1235,1.6612,,,,,,8.8662,0.9901,,,,,,,0.8073,1.6275,1.782,2.8082,7.4514,2.8418,,,,3.5759,,,,1.1035,,1.0027,5.8143,,1.0821,,0.9643,2.3987,2.3598,,1.5072,1.6299,4.9619,,,3.0278,,0.968,,1.3143,0.6836,2.6682,1.1812,,0.918,,,1.636,2.5043,,,1.9659,2.9013,1.5261,3.1969,1.2749,1.9041,
1990-07-31,3.0911,1.3358,1.3281,2.9955,6.186,3.9032,1.0969,1.9374,9.1693,5.8426,1.3133,1.9745,1.8167,1.7055,1.3073,,1.6055,2.0752,0.5167,0.5595,2.9113,2.5802,2.919,1.6148,1.1136,4.8702,2.7458,,3.0406,2.8784,8.9418,0.9213,3.3514,,1.3928,1.4674,,2.3631,,4.3704,2.6776,,0.9752,2.2155,4.6089,1.2771,1.4565,,1.5546,0.7197,1.3444,1.2477,1.433,1.1607,1.2975,0.585,,,,,,,,0.834,,,,,3.9564,2.4183,,,,,0.7681,,,1.1975,,,,,0.9555,1.4632,,,,,,0.5097,,0.742,,1.8352,,,,,,,,1.8758,,,,0.1389,,7.3212,2.1125,,1.883,,,,,,,1.9953,,,10.3019,,3.3653,0.5987,0.9487,,1.7362,2.2626,10.0726,,,0.9684,,2.1559,,,,,,,,2.6305,,2.948,,,,,,,1.5025,,,,5.5706,0.7548,0.8119,,1.4826,1.6763,6.966,5.1498,,,,1.1876,0.871,,1.6346,,,,2.151,3.0647,1.6715,1.3217,0.7213,2.3561,,0.7517,1.2164,2.6879,4.5667,,,1.97,1.3732,,,,,,8.8059,1.001,,,,,,,0.7443,1.6028,1.651,2.9249,7.6483,2.9992,,,,3.1604,,,,1.1239,,0.8966,5.8231,,1.1813,,1.0296,2.4287,1.693,,1.4037,1.6873,5.1725,,,2.7993,,0.968,,1.264,0.6084,2.5159,1.0966,,0.8798,,,1.6813,2.3801,,,2.0379,2.7164,1.4463,3.37,1.285,1.8035,
1990-08-31,2.8424,1.2269,1.178,2.5027,5.7935,3.693,0.965,1.852,8.5378,5.467,1.1426,1.794,1.4172,1.6091,1.2132,,1.3596,2.0002,0.4342,0.5203,2.5201,2.492,2.8718,1.4754,0.9407,4.4629,2.6431,,2.6967,2.2849,8.1893,0.8681,2.9203,,1.2731,1.2262,,2.0311,,4.264,2.5097,,0.9192,2.1771,4.0909,1.1895,1.5127,,1.452,0.66,1.1658,1.1915,1.182,0.9863,1.1062,0.5273,,,,,,,,0.6913,,,,,3.0434,1.8197,,,,,0.5953,,,0.9021,,,,,0.8001,1.2791,,,,,,0.4352,,0.6665,,1.5546,,,,,,,,1.4952,,,,0.0911,,6.6776,1.7552,,1.6905,,,,,,,1.9125,,,8.5908,,3.0172,0.527,0.9095,,1.6111,2.3648,9.4702,,,0.8589,,1.949,,,,,,,,2.1294,,3.0431,,,,,,,1.2521,,,,4.5566,0.5767,0.7142,,1.2243,1.4655,6.314,4.8864,,,,1.0602,0.7296,,1.3539,,,,1.905,2.9674,1.45,1.2127,0.6192,2.013,,0.6449,0.9414,2.2661,4.4706,,,1.7653,1.0747,,,,,,7.087,0.8736,,,,,,,0.6244,1.2624,1.3965,2.4999,6.4563,3.1235,,,,2.8079,,,,0.9269,,0.8307,5.2547,,1.0009,,0.9492,2.2491,1.5458,,1.0934,1.2397,4.8063,,,2.7326,,0.6453,,1.0112,0.492,2.1869,0.9388,,0.7803,,,1.5038,2.2766,,,1.7703,2.3751,1.3665,3.0411,1.0017,1.4939,
1990-09-28,2.7891,1.0794,1.1729,2.0946,5.3754,3.3365,0.9347,1.7881,7.2545,4.4776,1.0664,1.715,1.1799,1.5404,1.2154,,1.1618,1.8957,0.3855,0.4942,2.1854,2.3762,2.6743,1.499,0.8391,4.126,2.3379,,2.301,2.051,7.4973,0.8696,2.765,,1.1568,1.2002,,1.886,,3.6108,2.327,,0.854,1.8763,3.5988,1.1464,1.6174,,1.4393,0.6652,1.1994,1.0803,0.9943,1.04,0.9301,0.4421,,,,,,,,0.6065,,,,,199.5458,1.3425,,,,,0.5377,,,0.7788,,,,,0.6343,1.2341,,,,,,0.2877,,0.6286,,1.4409,,,,,,,,1.5729,,,,0.07,,5.7935,1.5688,,1.5045,,,,,,,1.7648,,,7.8824,,3.1311,0.5247,1.0931,,1.7874,2.5275,3.7409,,,0.7805,,1.782,,,,,,,,2.0159,,2.8515,,,,,,,1.0518,,,,4.2395,0.3947,0.6664,,1.1075,1.3415,5.948,4.3691,,,,1.0565,0.6171,,1.1762,,,,1.4295,2.7988,1.346,1.2041,0.4721,1.9376,,0.6595,0.794,2.4089,4.0953,,,1.5787,1.015,,,,,,4.8056,0.7648,,,,,,,0.5658,1.2473,1.0954,2.2017,6.0481,3.3536,,24.4093,,2.4436,,,,0.7804,,0.7296,5.5079,,0.9976,,0.9337,2.0973,1.4538,,0.8075,1.146,4.4435,,,2.6945,,0.293,,0.9334,0.4726,2.047,0.7855,,0.822,,,1.4068,2.178,,,1.7561,2.3222,1.2474,2.8086,0.7391,1.2319,
1990-10-31,2.9227,0.9729,1.2393,2.2519,5.4802,3.6702,0.9015,1.6462,8.2187,5.0326,1.1807,1.7295,1.0122,1.6771,1.3437,,1.083,1.8957,0.3465,0.4853,2.0851,2.0698,2.554,1.4866,0.897,4.4951,2.5777,,2.4579,1.8901,7.5711,0.9374,2.8322,,1.141,1.2998,,1.6327,,3.7678,2.397,,0.8894,1.849,3.8827,1.3005,1.6353,,1.5542,0.7282,1.0234,1.0173,1.0553,0.9425,0.8435,0.3808,,,,,,,,0.5991,,,,,246.938,1.1876,,,,,0.4996,,,0.6776,,,,,0.7023,1.0799,,,,,,0.228,,0.526,,1.4988,,,,,,,,1.3166,,,,0.0438,,6.1292,0.9354,,1.3985,,,,,,,1.6275,,,5.5244,,3.2885,0.4124,1.0494,,1.906,2.1038,3.3936,,,0.8298,,1.5613,,,,,,,,2.028,,2.7135,,,,,,,0.9321,,,,4.7223,0.1776,0.6604,,0.8033,1.2796,6.2169,4.4324,,,,1.1063,0.6513,,1.1272,,,,1.6624,2.5575,1.3162,1.3529,0.4269,1.9014,,0.6169,0.7238,2.5116,3.7505,,,1.5193,0.8629,,,,,,5.0069,0.7648,,,,,,,0.5166,1.1578,1.0954,2.1286,6.1687,3.3289,,21.7464,,2.3731,,,,0.627,,0.6227,5.1902,,0.953,,0.9821,2.1451,1.2611,,0.9049,1.1581,4.5226,,,2.6756,,0.3996,,0.8453,0.3534,2.139,0.6215,,0.8892,,,1.5856,2.2176,,,1.8481,2.1299,1.2575,2.9502,0.7491,1.1007,
1990-11-30,3.1099,1.0745,1.2503,2.2267,6.1201,4.2263,0.9098,1.6885,8.4942,5.3148,1.168,1.7993,1.1324,1.6987,1.3366,,1.2209,1.9586,0.3418,0.4751,2.1954,2.197,2.591,1.6011,0.95,4.7412,2.7147,,2.5494,2.0443,8.4944,0.9995,2.9129,,1.2476,1.3198,,1.8213,,4.0229,2.6606,,0.9177,1.9947,4.0926,1.3067,1.6592,,1.5393,0.7528,1.3486,1.0884,1.0379,1.014,1.0746,0.4485,,,,,,,,0.5691,,,,,246.938,1.271,,,,,0.5189,,,0.7321,,,,,0.7363,1.263,,,,,,0.2789,,0.4234,,1.7277,,,,,,,,1.6083,,,,0.0464,,6.7011,0.8985,,1.2628,,,,,,,1.6667,,,6.3329,,3.411,0.449,1.0413,,1.8151,2.0161,3.7725,,,0.8544,,1.6185,,,,,,,,2.028,,2.633,,,,,,,0.8773,,,,5.0638,0.2269,0.7871,,0.9229,1.5508,6.5491,4.749,,,,1.1512,0.7513,,1.2326,,,,1.8136,2.654,1.4652,1.4096,0.4443,2.046,,0.6297,0.7346,2.6236,3.8178,,,1.7399,0.978,,,,,,5.5101,0.8505,,,,,,,0.4366,1.3369,1.1524,2.3317,6.5169,3.1064,,20.9328,,2.6433,,,,0.7471,,0.7296,5.6813,,0.8773,,1.0885,2.3365,1.3677,,0.8771,1.3764,4.9002,,,2.8179,,0.2664,,0.9808,0.4077,2.1941,0.7474,,0.8773,,,1.8589,2.6532,,,1.971,2.2866,1.409,3.2659,0.8889,1.1955,
1990-12-31,3.05,1.0243,1.2399,2.2357,6.1653,4.3375,1.0446,1.7172,8.2331,5.2206,1.1977,1.8713,1.1862,1.6035,1.3348,,1.2869,2.0071,0.3433,0.6968,2.2211,2.0667,2.7196,1.5075,1.0273,4.8138,2.7994,,2.6983,2.03,8.5851,1.0058,2.9689,,1.3224,1.3924,,1.9571,,3.8624,2.6185,,0.9286,1.895,4.7285,1.2905,1.61,,1.5038,0.7913,1.6917,1.1142,1.0856,1.1387,1.1469,0.427,,,,,,,,0.6211,,,,,8.7572,1.5534,,,,,0.5189,,,0.7729,,,,,0.8386,1.1348,,,,,,0.2372,,0.5372,,1.7867,,,,,,,,1.5437,,,,0.0554,,6.4665,1.2427,,1.4107,,,,,,,1.7219,,,5.635,,3.7618,0.4129,1.0325,,1.7064,2.3657,3.4543,,,0.9137,,1.5958,,,,,,,,1.8793,,2.414,,,,,,,0.9869,,,,5.0012,0.2121,0.8085,,0.9881,1.4735,6.1777,4.7349,,,,1.1259,0.7378,,1.2431,,,,1.9269,2.4297,1.4452,1.3996,0.5261,2.1225,,0.5926,0.9968,2.7179,3.7893,,,1.7925,0.9204,,,,,,4.4523,0.8835,,,,,,,0.5537,1.3199,1.1704,2.4451,6.7404,2.6556,,25.2505,,2.6261,,,,0.7781,,0.7752,5.6424,,0.8933,,1.0015,2.3348,1.8295,,1.0289,1.3203,4.8772,,,2.8086,,0.7067,,1.1292,0.4332,2.2914,0.8416,,0.7892,,,1.9966,2.6351,,,2.0546,2.5286,1.4261,3.1657,0.6275,1.1973,
1991-01-31,2.9484,1.1001,1.2178,2.4328,6.3493,4.2443,1.1057,1.6877,8.6315,4.9551,1.1913,2.1528,1.4194,1.6035,1.3028,,1.4095,2.0023,0.3611,0.7934,2.4776,2.0554,2.8828,1.6909,1.1305,4.9486,2.8035,,2.9034,2.2112,8.7403,1.0339,2.9386,,1.4491,1.3669,,2.056,,4.0852,2.9144,,0.9982,1.8497,4.3259,1.2722,1.722,,1.4938,0.738,1.6638,1.1734,1.0771,1.1973,1.2141,0.5863,,,,,,,,0.8104,,,,,8.9761,1.8641,,,,,0.627,,,0.8547,,,,,1.0154,1.2566,,,,,,0.2211,,0.4717,,1.7462,,,,,,,,1.7075,,,,0.0732,,6.718,1.4687,,1.5306,,,,,,,1.9343,,,6.1774,,3.6462,0.5034,0.9713,,1.6051,1.9049,3.7659,,,0.9572,,1.8081,,,,,,,,2.1611,,2.2761,,,,,,,1.3695,,,,5.4525,0.2121,0.8896,,1.1473,1.6571,5.9282,4.7616,,,,1.0606,0.8404,,1.3979,,,,2.1269,2.3586,1.4256,1.4066,0.5645,2.2573,,0.6708,1.0437,3.1049,3.7811,,,2.0689,1.0644,,,,,,5.1155,0.9914,,,,,,,0.6299,1.5084,1.2138,2.4532,6.4825,2.3571,,22.1617,,2.5698,,,,0.8854,,0.8051,6.0083,,0.8933,,1.0599,2.2016,1.8747,,1.3861,1.388,5.2001,,,2.7809,,1.5222,,1.2144,0.5165,2.4369,0.9262,,0.8007,,,2.2096,2.9839,,,2.2147,2.7359,1.6136,3.272,0.7111,1.3207,
1991-02-28,3.1432,1.1286,1.2621,2.3774,6.8784,4.9356,1.2141,1.7793,9.2733,5.2206,1.2167,2.3092,1.3415,1.6673,1.3455,,1.4772,2.138,0.4207,0.6899,2.6325,2.4235,2.8919,1.7176,1.1785,5.2897,2.866,,2.9098,2.3381,9.7552,1.0564,3.0641,,1.3937,1.3976,,2.207,,4.8651,3.4049,,1.1843,1.9857,4.4351,1.3517,1.7335,,1.5435,0.7842,1.8475,1.2168,1.1281,1.2038,1.2446,0.6825,,,,,,,,0.8256,,,,,10.1802,2.6201,,,,,0.665,,,0.9141,,,,,1.061,1.393,,,,,,0.2493,,0.5634,,1.8155,,,,,,,,2.2681,,,,0.079,,7.3287,1.5393,,1.6504,,,,,,,1.9381,,,6.3582,,3.9842,0.5107,0.9104,,1.761,1.997,4.0368,,,1.0007,,1.9574,,,,,,,,2.2199,,2.506,,,,,,,1.6672,,,,5.8795,0.3711,0.9587,,1.3794,1.8228,6.6912,5.2417,,,,1.131,0.7916,,1.456,,,,2.5268,2.8327,1.4796,1.4136,0.5749,2.4135,,0.7408,1.1172,3.1319,4.1575,,,1.9098,1.2523,,,,,,6.328,1.054,,,,,,,0.6575,1.5084,1.3562,2.5503,6.8344,2.6399,,22.4706,,2.8515,,,,0.8552,,0.7678,6.0853,,1.0066,,1.1228,2.2643,1.6448,,1.5433,1.3936,5.5824,,,3.0303,,1.196,,1.2923,0.6194,2.5581,0.9685,,0.9494,,,2.2828,3.4296,,,2.2983,2.7013,1.5248,3.5216,0.8282,1.3932,
1991-03-29,3.1386,1.0924,1.2791,2.2167,7.2223,5.5044,1.0705,1.7884,9.5006,5.5786,1.3079,2.5164,1.2668,1.6116,1.3571,,1.5205,2.2687,0.4567,0.9245,2.6655,2.1122,2.8975,1.6637,1.1438,5.8434,2.8972,,3.0522,2.608,9.519,1.1082,3.0084,,1.4023,1.4358,,2.0479,,4.986,3.4137,,1.2073,1.9805,4.6878,1.3086,1.8159,,1.5703,0.8154,1.8516,1.133,1.1079,1.2582,1.4321,0.6661,,,,,,,,0.691,,,,,2.1196,2.581,,,,,0.608,,,0.9446,,,,,1.1213,1.3609,,,,,,0.2558,,0.5377,,1.8571,,,,,,,,2.2196,,,,0.0822,,6.8285,1.5806,,1.6778,,,,,,,2.0471,,,6.0862,,4.0932,0.5182,0.8447,,1.6923,1.9714,3.6295,,,0.9768,,2.0969,,,,,,,,2.6919,,2.405,,,,,,,1.8458,,,,5.7425,0.4397,1.0305,,1.2483,1.8145,6.4246,5.3602,,,,1.1803,0.7799,,1.4662,,,,2.5177,2.5187,1.4325,1.4812,0.7215,2.4683,,1.7466,1.0211,3.1311,3.8102,,,1.8709,1.3775,,,,,,16.5021,1.0211,,,,,,,0.634,1.3354,1.3436,2.5162,7.3259,2.5578,,17.4918,,3.0914,,,,0.8184,,0.7792,4.8829,,0.9871,,1.1784,2.4303,1.7155,,1.7538,1.4613,6.4814,,,2.8472,,1.2707,,1.4027,0.6642,2.6706,0.9469,,0.945,,,2.8655,3.7817,,,2.3876,2.8099,1.5956,3.3835,0.8735,1.6171,
1991-04-30,3.3102,1.116,1.2736,2.1577,6.9454,5.7363,1.0649,1.7971,9.238,5.8069,1.2508,2.4128,1.2727,1.6046,1.3606,,1.5813,2.3075,0.4585,1.0086,2.7085,1.8952,2.8355,1.5048,1.179,5.6948,3.0045,,3.1109,2.3922,9.722,1.1252,3.0297,,1.4651,1.3549,,1.9903,,4.6402,3.4776,,1.1851,1.9277,4.6189,1.3026,1.7577,,1.5456,0.7869,1.869,1.2397,1.0508,1.3886,1.4686,0.6661,,,,,,,,0.6289,,,,,2.2875,2.6983,,,,,0.6381,,,0.8231,,,,,1.2509,1.2582,,,,,,0.2621,,0.4964,,1.8534,,,,,,,,2.0154,,,,0.0803,,6.6108,1.3527,,1.3884,,,,,,,2.2111,,,6.2376,,4.0582,0.4833,0.9432,,1.6885,1.7696,4.3092,,,0.9851,,2.1676,,,,,,,,2.5522,,2.4163,,,,,,,1.8579,,,,5.825,0.372,0.9071,,1.2113,1.8145,6.4932,5.3191,,,,1.1651,0.7326,,1.4374,,,,2.6182,2.671,1.6061,1.4954,0.6489,2.6034,,2.1444,1.0211,3.1046,4.0064,,,2.0479,1.3321,,,,,,16.781,1.1076,,,,,,,0.642,1.406,1.3129,2.4525,7.0881,2.5187,,17.4918,,2.9802,,,,0.9123,,0.7601,4.7893,,1.0221,,1.2183,2.3643,1.9056,,1.4761,1.5234,6.3884,,,2.8198,,0.6931,,1.464,0.6792,2.7007,1.1992,,1.0157,,,2.7754,3.9544,,,2.3407,3.0229,1.6744,3.5378,0.865,1.4001,
