Date,ABT,HON,AEP,BA,BMY,CPB,CAT,CVX,KO,CL,ED,GLW,DE,DTE,D,DWDP,ETN,XOM,F,GD,GE,HAL,HSY,IBM,IP,K,KMB,KR,SPGI,CVS,MRK,ETR,MMM,MSI,NSC,XEL,FE,PPG,SRE,PEP,PFE,EXC,MO,COP,PG,PEG,RTN,ROK,EIX,SO,TXN,UNP,UTX,WY,WHR,XRX,LCE,FBNIQ,3PNAA.,MROX.CM,SQD.1,NCR,USG,GWOW,PZSM.CM,RACM.CM,CUE.1,AMX.2,NL,FJCC,GEB.1,UAL,ACY.1,AVATQ,GCO,0141A,ML.3,CKL,SFX.2,ZE,CBS.1,SPP.3,FBO,CAL,PEL.1,TXU2,BNL.1,RYI,DI.,SPXC,C.3,AS.,AN.2,FL,ANV.1,UCC.2,SNT.1,AR.2,MOB.2,HON.Z,D2,FWLT,ARC.3,RLM.1,CBS.2,NC,CSR.1,WLA,MZIAQ,GTE.1,GAPTQ,OC,BFO.2,UCM.2,NI2,3ACKH,3BHMSQ,CCK,GRA,VO.3,PRDCQ,DOW2,OAT.,TKR,OKE,TX.2,ENRNQ,HM,FMC,SHLDQ,MEA.1,NMK,AL.1,INCLF,RDPL,UN,TRW.1,AAL,HBC1,PHA.1,WINN,CR,S.1,UCL,MAY.2,G.1,T.2,GP.1,DAN,MYG.1,NAV,PGL.1,PD.1,0033A,WWY,UIS,HPC,GM,IR,CBE,WYE,SGP,BRK3,KODK,ITT,CEG,GR,KHC,JCP,BEAM,MWV,AA.3,PBI,BHI,DD,PCG,GT,SHW,TWX.1,PAS,CMI,EMR,SLB,GWF.,MD.1,TMC,VAT,EFU.1,CCB.2,TEK.1,GQ.1,AMP.2,AVP,CSX,MCA.1,SMI.1,AMT.1,C2,DAL,HBJ,BNSSA,BGG,MDP,CLX,GIS,LLX.,SUN.1,NEM,4622B,MCD,HIA.1,HST,CHA.3,PCH,HLT,OMX,LLY,ACV.1,MDR,IK,BAX,BDX,HDLM,9975B,BC,RSHCQ,JNJ,AHM.1,BWY.1,GPC,ECH.1,UH,SKY.1,FLTWQ,HPQ,TNB,LPX,ABI.3,WMB,TKA.,CEM.2,MKG,BCR,BFI.,DEC.1,RAD,KRI,TGNA,IFF,BDK,AXP,CI
1996-03-29,3.1362,4.3122,1.7649,2.9612,6.9017,5.3226,3.6206,2.4959,18.6642,8.806,1.3403,3.164,3.3871,1.4074,1.4572,,1.9879,2.4939,1.0879,2.3088,4.2446,3.6591,5.1814,2.7838,1.245,10.7242,4.9786,,4.2288,2.1159,6.1767,1.0292,3.7335,,2.2766,1.6161,,3.6965,,6.2472,7.3103,,1.184,2.0708,5.9126,1.2164,2.8216,,1.184,1.1112,2.2784,1.4782,3.3565,2.0233,2.1654,2.3066,2.2229,1.4069,,,,,25.9569,0.81,,,,,42.9738,2.9674,,,,,4.2207,,,3.1289,,,,,2.2949,1.045,,,,,,0.3967,,4.7983,,1.6916,,,,,,,,2.8115,,,,0.098,,5.939,3.2933,,1.44,,,,,,,1.7509,,,3.1552,,4.143,1.2241,1.3497,,2.8844,3.7685,1.848,,,0.3677,,2.2999,,,,,,,,2.9839,,3.3134,,,,,,,1.2165,,,,8.2115,4.3587,6.4769,,1.9256,2.3601,5.8123,11.2425,,,0.7661,1.4318,2.2682,,2.1102,,,,3.3989,2.6645,4.9526,1.0716,2.3016,3.1123,,2.5282,1.338,3.5529,3.4049,,,3.5604,2.1139,,,,,,39.445,2.2063,,,,,,,1.0198,2.5896,4.3472,4.8364,26.4571,3.9853,,5.7212,,4.3952,,,,1.0757,,1.4958,6.1438,,0.7935,93.75,1.5913,4.0683,0.56,,2.0864,1.9199,6.2545,,,3.2719,,0.8763,,1.7594,1.3891,2.4703,1.6079,,1.2678,,,2.4195,3.5313,,,2.346,2.97,2.2083,4.7,2.5437,2.6575,1.2737
1996-04-30,3.1265,4.2301,1.7174,2.8074,6.6321,5.4227,3.4143,2.5793,18.3823,8.6647,1.2352,3.1414,3.0336,1.2975,1.4203,,1.9962,2.601,1.1354,2.4914,4.2106,3.6912,5.277,2.6962,1.2568,10.1048,4.8615,,4.3019,2.2697,6.003,0.9695,3.7985,,2.2465,1.5457,,3.8288,,6.2719,7.487,,1.216,2.1757,5.8952,1.1609,2.7872,,1.1063,1.024,2.5304,1.4674,3.3042,2.1713,2.3564,2.6925,2.6675,1.502,,,,,25.9569,0.7918,,,,,42.9738,2.9103,,,,,4.9966,,,3.1289,,,,,2.2949,1.2386,,,,,,0.507,,4.7983,,1.9893,,,,,,,,2.9303,,,,0.1088,,6.4351,3.3089,,1.62,,,,,,,1.6925,,,3.1552,,4.2672,1.0516,1.4622,,3.1484,3.8893,1.7065,,,0.4093,,2.4544,,,,,,,,3.067,,3.1893,,,,,,,1.3817,,,,7.3711,4.3587,6.3202,,1.8311,2.5719,5.6581,11.0975,,,0.8262,1.367,2.2682,,2.0144,,,,3.3815,2.9047,4.7885,1.0896,2.3523,3.2788,,2.6325,1.5493,3.6794,3.7975,,,3.8543,2.0377,,,,,,40.8825,2.4783,,,,,,,0.9943,2.7247,4.7819,4.6399,25.1541,4.6264,,5.8475,,4.3837,,,,1.0725,,1.6561,5.5885,,0.8656,131.25,1.5561,4.0062,0.7339,,1.9957,2.1534,6.2715,,,3.2174,,0.8465,,1.8456,1.4749,2.5938,1.6491,,1.2867,,,2.5321,3.618,,,2.251,3.1553,2.2453,4.8105,2.7032,2.6104,1.264
1996-05-31,3.3189,3.9931,1.6963,2.9142,6.8841,5.5963,3.4942,2.6571,20.7506,8.905,1.1721,3.4578,3.2482,1.2243,1.3972,,1.9096,2.5933,1.1551,2.4322,4.5104,3.5787,5.0597,2.6712,1.2568,10.2995,4.8782,,4.57,2.3795,6.4123,0.9649,3.943,,2.3067,1.5581,,3.9139,,6.5682,7.6908,,1.3408,2.1757,6.1306,1.1775,2.9317,,1.1408,1.0763,2.5192,1.5105,3.2706,1.9904,2.2291,2.8924,2.4638,1.6541,,,,,25.9569,0.8373,,,,,42.9738,2.7328,,,,,6.2203,,,3.1289,,,,,2.2949,1.336,,,,,,0.5896,,4.7983,,2.1324,,,,,,,,2.8194,,,,0.0965,,6.4423,3.011,,1.591,,,,,,,1.679,,,3.1552,,4.3603,1.0449,1.5182,,3.1288,3.9859,1.6543,,,0.4232,,2.3726,,,,,,,,3.1132,,3.2265,,,,,,,1.1946,,,,7.336,5.9024,5.9284,,1.9906,2.5795,5.7385,11.3392,,,0.8224,1.4188,2.261,,2.111,,,,3.4422,2.8703,4.7587,1.1135,2.279,3.1473,,2.6194,1.4085,3.7674,3.5877,,,3.9447,2.3485,,,,,,42.55,2.3937,,,,,,,1.0453,2.5821,4.8346,4.7803,29.6478,4.605,,6.0874,,4.4066,,,,1.0379,,1.4958,6.0729,,0.8965,150,1.5561,4.2235,0.8837,,2.0297,2.2416,6.602,,,3.3083,,0.8763,,2.1181,1.4836,2.5362,1.6244,,1.2646,,,2.4195,3.2587,,,2.1972,3.2589,2.2904,4.7737,2.7619,2.4623,1.2807
1996-06-28,3.2779,3.997,1.7986,2.9092,7.0843,6.1169,3.4517,2.534,20.5857,8.708,1.2423,3.4721,3.1214,1.291,1.4731,,1.8762,2.6073,0.9746,2.3941,4.7002,3.482,5.1299,2.4546,1.1639,11.4556,5.1029,,4.5645,2.4518,6.5241,1.0119,4.5664,,2.2088,1.6386,,3.6651,,6.8884,7.6624,,1.3885,2.1096,6.3164,1.2214,2.8131,,1.2018,1.1306,2.2097,1.4699,3.3547,1.8491,1.9292,2.8569,1.6809,1.6294,,,,,25.9569,0.8555,,,,,42.9738,2.7328,,,,,6.3222,,,3.1289,,,,,2.2949,1.3655,,,,,,0.5305,,4.7983,,2.3404,,,,,,,,2.7567,,,,0.0925,,6.0135,2.3429,,1.4899,,,,,,,1.5943,,,3.2713,,4.0846,0.9999,1.3929,,3.0349,3.2902,1.4688,,,0.4231,,2.2801,,,,,,,,2.8754,,3.1102,,,,,,,1.137,,,,6.8213,6.7425,5.8991,,1.9794,2.4267,6.2401,11.079,,,0.7087,1.4754,1.9837,,2.1365,,,,3.2532,2.926,4.3847,1.1269,2.0886,3.0829,,2.4739,1.3063,3.8886,3.5302,,,4.1179,2.3007,,,,,,37.5486,2.2378,,,,,,,1.0167,2.3768,4.3015,4.87,28.2268,4.5996,,4.929,,4.1071,,,,0.9778,,1.3192,6.0318,,0.8966,108.3333,1.6405,3.9859,0.8388,,1.7193,1.9999,6.4447,,,3.2825,,0.8156,,2.1796,1.3878,2.4175,1.4495,,1.2261,,,2.3615,3.3313,,,2.2252,3.2007,2.2183,4.7524,2.5816,2.3403,1.3124
1996-07-31,3.3062,4.1107,1.7511,2.9551,6.8187,5.8517,3.3562,2.4857,19.6929,8.0658,1.1467,3.3364,2.7191,1.2021,1.3856,,1.7841,2.4685,0.9746,2.4713,4.4563,3.2703,5.7329,2.6654,1.1954,11.6902,5.0204,,3.891,2.3685,6.4862,0.9094,4.4702,,2.1078,1.4851,,3.7026,,6.1607,7.5014,,1.3969,1.99,6.2206,1.1548,2.6429,,1.0484,1.0388,1.9162,1.4409,3.2818,1.8111,1.9146,2.69,1.5309,1.685,,,,,25.9569,0.7764,,,,,42.9738,2.2054,,,,,4.6852,,,3.1289,,,,,2.2949,1.0904,,,,,,0.5387,,4.7983,,2.1324,,,,,,,,2.6566,,,,0.0858,,5.9589,1.928,,1.252,,,,,,,1.5766,,,3.0293,,3.8585,0.9451,1.4695,,2.9236,3.1461,1.4519,,,0.3958,,2.174,,,,,,,,2.5598,,3.0177,,,,,,,1.113,,,,6.9564,5.5596,5.3399,,1.9285,2.3024,5.8898,9.7107,,,0.6487,1.3389,1.924,,2.0338,,,,3.3043,2.6145,4.4748,0.9572,1.9255,2.9917,,2.2945,1.2093,3.6304,3.3521,,,3.9168,2.2469,,,,,,36.6125,2.2378,,,,,,,1.0167,2.1746,4.1856,4.9936,27.9684,4.2903,,4.8042,,4.0741,,,,0.9372,,1.1707,5.1967,,0.7785,108.3333,1.4452,3.7065,0.5714,,1.6334,1.7835,6.2169,,,3.0403,,0.7245,,2.4677,1.2299,2.353,1.343,,1.1332,,,2.2704,2.9774,,,2.2252,2.8917,2.0576,4.266,2.4563,2.2944,1.1857
1996-08-30,3.3909,4.3206,1.7511,3.0219,6.9072,5.6146,3.509,2.5287,21.0058,8.3483,1.1095,3.3703,3.0233,1.1917,1.3764,,1.7721,2.446,1.0085,2.4761,4.5038,3.3016,6.0912,2.8358,1.2625,10.5563,5.169,,4.0906,2.5577,6.625,0.9049,4.7281,,2.173,1.5141,,3.712,,5.5786,7.6222,,1.1983,2.0404,6.1944,1.2048,2.8063,,1.1847,1.0331,2.0713,1.533,3.2891,1.9416,1.9049,2.9303,1.6247,1.7776,,,,,25.9569,0.6951,,,,,42.9738,1.5709,,,,,5.8096,,,3.1289,,,,,2.2949,1.4834,,,,,,0.6036,,4.7983,,2.354,,,,,,,,2.6566,,,,0.081,,6.5056,1.928,,1.2123,,,,,,,1.6563,,,3.0383,,3.9641,0.9805,1.5758,,2.9793,3.1701,1.4407,,,0.4504,,2.2801,,,,,,,,2.8052,,3.1681,,,,,,,1.0851,,,,7.3109,5.5596,5.2999,,1.9342,2.3682,6.1492,9.8652,,,0.6452,1.3519,1.9903,,2.167,,,,3.2872,2.6924,4.551,1.0966,1.9853,2.9005,,2.2945,1.2174,3.6035,3.5354,,,4.1061,2.4023,,,,,,39.8369,2.3479,,,,,,,1.2612,2.5141,4.4303,5.1447,38.2418,4.5398,,5.2784,,4.0741,,,,0.9403,,1.2157,5.3127,,0.8912,104.1667,1.5537,4.0604,0.7258,,1.8161,1.8627,6.4122,,,3.0762,,0.7369,,2.2545,1.2229,2.3691,1.4249,,1.2353,,,2.4602,3.0262,,,2.3428,2.98,2.1007,4.2909,2.6401,2.2944,1.2929
1996-09-30,3.6363,4.4041,1.6921,3.2318,7.2352,6.7246,3.627,2.6367,20.3089,8.407,1.1372,3.6277,3.1944,1.1809,1.3854,,1.8954,2.4929,0.9299,2.6081,4.8008,3.4207,6.7123,3.0516,1.3359,10.6763,5.4401,,3.9204,2.5993,7.0389,0.9374,4.6315,,2.3545,1.5294,,3.8909,,5.6514,7.7682,,1.1784,2.0909,6.5613,1.1895,2.9515,,1.1931,1.0046,2.5448,1.502,3.3966,1.9937,1.9757,2.7898,1.38,2.2295,,,,,25.9569,0.7312,,,,,42.9738,1.6044,,,,,7.0278,,,3.1289,,,,,2.2949,1.8152,,,,,,0.6355,,4.7983,,2.2847,,,,,,,,2.6219,,,,0.0785,,7.1617,1.8426,,1.1558,,,,,,,1.6121,,,3.0093,,3.9908,0.9908,1.583,,3.0006,2.808,1.4244,,,0.4405,,1.2701,,,,,,,,3.1514,,3.2219,,,,,,,0.946,,,,7.7765,6.2619,6.1885,,2.0762,2.5305,6.2372,10.119,,,0.6552,1.3208,2.2666,,2.2234,,,,3.5199,2.6101,4.8309,1.0509,1.9309,2.9102,,2.3446,1.2433,3.7663,3.4346,,,4.472,2.3186,,,,,,46.0358,2.2751,,,,,,,1.318,2.6337,4.9736,5.0709,41.9791,4.0542,,4.6092,,4.0328,,,,0.9644,,1.2457,5.9056,,0.9689,85,2.3894,4.2992,0.7104,,2.01,1.7242,6.3962,,,3.1075,,0.6518,,2.4982,1.3626,2.5815,1.7082,,1.257,,,2.4928,3.0185,,,2.6643,3.1379,1.9046,4.3769,2.6544,2.3256,1.286
1996-10-31,3.7471,4.379,1.7338,3.2617,7.9391,10.8611,3.3022,2.7682,20.1592,8.915,1.1987,3.6045,3.0285,1.2705,1.3854,,1.8758,2.6539,0.9299,2.5986,5.1041,3.7521,6.4618,3.1619,1.3398,9.8431,5.7565,,4.3112,2.5367,7.389,0.9721,5.0714,,2.2965,1.5417,,4.0788,,5.9264,8.1241,,1.2129,1.9931,6.6622,1.1951,2.6133,,1.3099,0.9878,2.2216,1.7078,3.633,1.9829,1.844,2.4126,1.5786,2.0389,,,,,25.9569,0.7129,,,,,42.9738,1.6044,,,,,5.5764,,,3.1289,,,,,2.2949,1.6102,,,,,,0.6036,,4.7983,,2.1931,,,,,,,,2.4571,,,,0.076,,6.904,1.798,,1.34,,,,,,,1.6776,,,2.7785,,3.8948,1.1265,1.5471,,3.424,2.736,1.5451,,,0.4681,,1.3114,,,,,,,,3.3023,,3.2667,,,,,,,1.0282,,,,7.7765,6.3897,5.3831,,1.8194,2.3477,5.9926,10.5518,,,0.6315,1.3777,2.1285,,2.008,,,,3.7284,3.0504,5.0844,1.1294,1.9204,3.1455,,2.4455,1.3182,3.7193,4.0291,,,4.6479,2.3186,,,,,,50.3263,1.9429,,,,,,,1.1608,2.374,5.0617,5.7585,39.7193,4.3817,,4.5117,,3.788,,,,1.0639,,1.1358,6.455,,0.7907,67.5,2.2996,4.2264,0.7833,,1.9681,1.6068,6.1466,,,3.1075,,0.6918,,2.8644,1.1798,2.6681,1.5674,,1.2878,,,2.6051,2.7397,,,2.499,3.1697,2.05,4.1511,2.3906,2.3633,1.4
1996-11-29,4.107,4.8972,1.7286,3.3985,8.5397,11.2175,3.8074,2.8209,20.4087,8.9634,1.1884,3.7672,3.2274,1.3496,1.3991,,2.1701,2.826,0.9745,2.7927,5.4866,3.9923,6.6622,3.9064,1.3359,10.5213,6.042,,4.1848,2.8006,8.3016,0.9417,5.5611,,2.319,1.5458,,4.3829,,6.0515,8.7991,,1.3557,2.2071,7.3183,1.2729,2.7128,,1.3266,0.9934,2.9429,1.7724,3.9575,1.9883,1.9513,2.5492,1.5894,1.8865,,,,,25.9569,0.6124,,,,,42.9738,1.5731,,,,,6.2735,,,3.1289,,,,,2.2949,1.4196,,,,,,0.6754,,4.7983,,2.5064,,,,,,,,2.1649,,,,0.0785,,7.7585,1.9508,,1.4415,,,,,,,1.8524,,,2.9152,,4.3199,1.1517,1.5662,,3.3779,2.904,1.6211,,,0.4818,,1.4405,,,,,,,,3.32,,3.647,,,,,,,1.0419,,,,7.5345,7.7955,5.482,,2.0325,2.4281,6.2983,11.7471,,,0.6348,1.4093,2.2541,,2.0558,,,,3.9369,3.1471,5.1666,1.1656,2.0303,3.5612,,2.3194,1.4288,4.1007,4.2374,,,5.2634,2.3186,,,,,,51.7179,2.1062,,,,,,,1.3906,2.4556,5.1877,5.5139,41.1457,4.6031,,4.6702,,3.9796,,,,1.1013,,1.1358,7.0043,,0.7907,75,2.348,4.0806,0.9942,,2.1356,1.8043,6.6458,,,3.1963,,0.7917,,2.5885,1.4405,2.8491,1.6988,,1.3833,,,2.635,2.7155,,,2.8594,3.5619,2.1245,4.565,2.4226,2.6273,1.5166
1996-12-31,3.6492,4.3156,1.7031,2.7399,7.9007,10.8951,3.4801,2.7183,21.2089,8.2692,1.195,9.2446,2.9291,1.3642,1.4195,,2.1603,2.8154,0.9385,2.6116,5.0218,3.5259,5.7632,3.6004,1.2849,10.7284,5.6398,,3.3729,3.1439,7.5963,0.9691,5.5056,,2.2119,1.4752,,4.1372,,6.3053,7.6984,,1.4909,2.0879,7.0069,1.2204,2.4727,0.6042,1.3189,1.0122,2.9604,1.8031,3.6614,2.0431,1.8156,2.5691,1.6865,2.0494,,,,1.1633,25.9569,0.6635,,,,,42.9738,1.7099,,,,,5.7313,,,3.1289,,,,,2.2949,1.3542,,,,,,1.3602,,4.7983,,2.2975,,,,,,,,2.1899,,,,0.084,,7.8808,1.9778,,1.403,,,,,,,2.2966,,,2.9621,,4.2187,1.1124,1.7086,,3.078,2.7195,1.4206,,,0.5514,,1.3124,,,,,,,,2.7267,,4.4796,,,,,,,1.0008,,,,7.2689,6.3504,4.9603,,1.8599,2.4078,5.3891,11.4848,,,0.6013,1.3825,2.2083,,1.8645,,,,3.535,2.9114,4.8302,1.0132,2.4449,3.4336,,2.2965,1.3814,3.9405,3.9165,,,5.217,2.3186,,,,,,31.3916,1.8345,,,,,,,1.3126,2.5651,4.6268,5.1965,41.2267,3.8691,,4.4669,,3.7699,,,,1.08,,1.164,6.6156,,0.7441,15.2174,2.3171,4.1552,1.0393,,1.9731,2.1618,6.1177,,,3.0839,,0.8032,,2.3339,1.3436,2.7238,1.6186,,0.9124,,,2.5694,2.6527,,,2.8685,3.1553,1.8494,4.5969,1.7393,2.7425,1.4064
1997-01-31,3.9188,4.533,1.7135,2.756,9.1873,10.9433,3.5899,2.7758,23.3248,8.6726,1.2719,8.4772,3.0536,1.3221,1.461,,2.168,2.977,0.9348,2.6069,5.2567,4.2355,5.5821,3.7282,1.2968,11.3824,5.773,,3.638,3.2864,8.6457,0.9559,5.6549,,2.2276,1.4832,,3.9437,,7.5178,8.5796,,1.5684,2.082,7.5278,1.226,2.3571,0.6525,1.4185,0.9787,3.6395,1.7993,3.8548,1.9622,1.9811,2.862,1.6579,2.086,,,,1.3104,25.9569,0.7238,,,,,42.9738,1.7099,,,,,4.2639,,,3.1289,,,,,2.2949,1.2509,,,,,,1.426,,4.7983,,2.0474,,,,,,,,2.2784,,,,0.0823,,8.5113,2.0795,,1.3755,,,,,,,2.4286,,,2.9962,,4.2325,1.2522,1.6872,,2.9442,2.6956,1.4206,,,0.5653,,1.3947,,,,,,,,3.1028,,4.6307,,,,,,,1.087,,,,7.5112,6.468,5.0607,,1.9069,2.4649,5.8257,13.4137,,,0.6197,1.4213,2.2356,,1.9204,,,,3.7207,3.2912,5.6256,1.1036,2.5936,3.403,,2.3091,1.5804,4.0066,4.3576,,,4.9548,2.3186,,,,,,34.4826,2.1059,,,,,,,1.1837,2.6307,4.5062,6.1413,43.8995,4.0585,,3.9803,,3.7803,,,,1.0675,,1.2649,7.8957,,0.8102,17.3913,2.5997,4.7181,0.9423,,2.0656,2.2232,7.1014,,,3.0579,,0.7916,,2.2277,1.3426,2.8773,1.5899,,0.9732,,,2.3875,2.6764,,,2.8865,3.1657,1.8926,4.5331,1.9342,3.0156,1.5608
1997-02-28,4.0447,4.6537,1.729,2.6177,9.4591,11.8828,3.6188,2.6974,24.5842,9.2777,1.2668,8.9531,3.0446,1.2747,1.484,,2.2222,2.88,0.9566,2.4824,5.225,3.7819,6.0102,3.4162,1.3206,11.1984,6.2763,,3.7934,3.5143,8.7888,0.9252,6.1026,,2.2904,1.5314,,4.128,,7.1136,8.4984,,1.7844,1.9522,7.8207,1.2652,2.4213,0.6426,1.4268,0.9731,3.5815,1.8068,4.1588,1.9945,1.9665,3.0512,1.9838,2.1592,,,,1.1417,25.9569,0.6434,,,,,42.9738,1.7441,,,,,4.6294,,,3.1289,,,,,2.2949,1.2319,,,,,,1.6103,,4.7983,,2.0976,,,,,,,,2.3005,,,,0.0852,,8.8265,1.9439,,1.2784,,,,,,,2.3441,,,2.877,,3.9697,1.2735,1.4971,,2.846,3.1489,1.3927,,,0.5723,,1.4462,,,,,,,,3.0675,,4.246,,,,,,,1.0463,,,,7.7373,6.2328,5.3331,,1.9853,2.5292,5.8832,13.5467,,,0.6382,1.4213,2.2152,,1.9964,,,,4.0112,2.9958,5.5037,1.1097,2.5103,3.4413,,2.3593,1.5203,4.027,3.9459,,,5.4005,2.3186,,,,,,32.0785,2.0028,,,,,,,1.2306,2.5432,4.2978,6.1866,16.2673,3.4452,,4.7414,,3.5934,,,,1.0863,,1.2145,7.9184,,0.9811,13.0435,2.5997,4.7181,1.0306,,2.3533,2.475,7.0707,,,3.2398,,0.8379,,2.1652,1.4319,2.7392,1.6282,,1.0675,,,2.4748,2.5935,,,2.0788,3.2791,1.9698,4.7374,1.8259,3.1855,1.5737
1997-03-31,3.9989,4.5816,1.6832,3.0617,8.3047,12.2289,3.4721,2.8184,21.0039,9.0358,1.2226,10.2359,3.1071,1.1338,1.3351,,2.1602,3.0833,0.8976,2.4395,5.1147,3.8113,6.4237,3.46,1.2418,11.5465,5.9328,,3.8086,4.8703,7.7578,0.86,5.6486,1.5675,2.1199,1.5166,,3.9685,,7.0921,7.5941,,1.5432,1.8712,7.4315,1.1751,2.2601,0.747,1.5029,0.9462,3.38,1.7003,4.2332,1.9494,1.8548,2.8125,1.5737,2.1233,,,,1.2855,25.9569,0.6029,,,,,42.9738,1.6073,,,,,5.4821,,,3.1289,,,,,2.2949,1.2604,,,,,,1.6322,,4.7983,,2.3488,,,,,,,,2.1259,,,,0.0784,,9.1668,1.7518,,1.0904,,,,,,,2.2177,,,2.8004,,57.8226,1.2692,1.3658,,2.5752,2.7632,1.2312,,,0.4585,,1.3342,,,,,,,,2.8919,,4.0846,,,,,,,1.0191,,,,7.3515,7.6844,4.6466,,1.7852,2.4634,5.3231,11.5897,,,0.5237,1.381,1.7003,,1.9305,,,,3.9157,3.1799,5.1491,1.1261,2.4242,1.6597,,2.5402,1.5444,3.6984,4.0871,,,6.7069,2.3186,,,,,,32.8188,1.9741,,,,,,,1.2586,2.4299,3.8952,5.6663,15.4882,3.2787,,3.7313,,3.9462,,,,1.0405,,1.1441,6.9535,,1.3962,14.4231,2.6757,4.3399,0.8687,,2.1379,2.5692,6.3042,,,3.1756,,0.765,,2.082,1.3618,2.6101,1.5436,,1.5808,,,2.4279,2.7321,,,2.0726,2.9442,2.0575,4.6461,1.8858,2.9445,1.5179
1997-04-30,4.3462,4.6459,1.6526,3.0617,9.2196,14.5562,3.8506,2.7729,23.9709,10.0675,1.1309,11.1298,3.135,1.1285,1.2617,,2.2902,3.2407,0.9942,2.5703,5.7202,3.973,6.9697,4.0461,1.3453,11.9543,6.1116,,3.79,5.2399,8.3218,0.8205,5.8071,1.4801,2.2349,1.4566,,3.996,,7.6397,8.6661,,1.5973,1.8025,8.1439,1.08,2.1912,0.7657,1.4027,0.9126,4.029,1.91,4.2262,1.9986,1.8207,3.0412,1.6042,2.0879,,,,1.0567,25.9569,0.6336,,,,,42.9738,1.6073,,,,,5.6649,,,3.1289,,,,,2.2949,1.2604,,,,,,1.6322,,4.7983,,2.2364,,,,,,,,2.3212,,,,0.0737,,10.3855,1.7518,,1.0689,,,,,,,2.3519,,,3.4168,,63.3673,1.379,1.5628,,2.5414,2.4408,1.3493,,,0.4585,,1.3087,,,,,,,,3.4449,,4.0712,,,,,,,1.1615,,,,7.3358,7.3771,4.3304,,2.0103,2.6125,5.8665,12.7049,,,0.5909,1.3165,1.8511,,1.7518,,,,4.2656,2.8588,5.1551,1.15,2.4358,1.8595,,2.3976,1.6913,4.1709,4.2205,,,6.7837,2.3186,,,,,,38.6012,1.9794,,,,,,,1.2461,2.66,3.9584,6.4227,15.457,3.4603,,3.3341,,4.4682,,,,1.0374,,1.2472,7.429,,1.2002,14.9038,2.9704,4.4364,0.7362,,2.2573,2.6909,7.2878,,,3.3075,,0.7424,,2.1278,1.2774,2.7704,1.3855,,1.5586,,,2.1474,3.0436,,,2.27,2.8703,2.0904,4.4735,1.9665,3.2334,1.5634
1997-05-30,4.4887,4.9352,1.6577,3.2713,10.3281,13.097,4.2238,2.8336,25.8075,11.2466,1.187,11.6199,3.4842,1.1232,1.2709,,2.4393,3.3909,1.0729,2.701,6.2226,4.3527,7.2106,4.3612,1.5244,12.6625,5.9924,,4.0786,5.0287,8.2758,0.9258,6.1325,1.7197,2.4152,1.5686,,4.2716,,8.0505,9.298,,1.7849,1.9455,8.9291,1.108,2.3916,0.7427,1.5614,0.9462,4.0515,2.0298,4.4916,2.1788,1.9424,3.3502,1.6143,2.2117,,,,1.1894,25.9569,0.6131,,,,,42.9738,1.7441,,,,,5.4332,,,3.1289,,,,,2.2949,1.3953,,,,,,1.6322,,4.7983,,2.5094,,,,,,,,2.3287,,,,0.081,,10.7034,1.7518,,1.1871,,,,,,,2.5023,,,3.593,,65.3475,1.6281,1.5662,,2.7525,2.5559,1.4473,,,0.472,,1.3496,,,,,,,,3.779,,4.5667,,,,,,,1.6976,,,,7.4617,8.4529,5.1552,,2.2354,2.8964,6.7426,14.4572,,,0.5792,1.3552,1.9962,,1.8893,,,,4.6822,3.1074,5.2766,1.1081,2.7019,1.8441,,2.5013,1.9248,4.438,4.5397,,,6.8911,2.3186,,,,,,39.8514,2.2501,,,,,,,1.4206,2.7954,4.3584,6.366,20.4482,3.5641,,3.7674,,4.1967,,,,1.0848,,1.4254,7.8623,,1.8126,14.9038,3.2729,4.7498,0.7795,,2.4362,2.7678,7.1537,,,3.4225,,0.7952,,2.1782,1.2531,3.1062,1.4506,,1.5631,,,2.2065,3.0676,,,2.2551,3.1842,2.2162,4.7124,2.0399,3.4178,1.8064
