Date,0033A,0141A,3ACKH,3BHMSQ,3PNAA.,4622B,9975B,AA.3,AAL,ABI.3,ABT,ACV.1,ACY.1,AEP,AHM.1,AL.1,AMP.2,AMT.1,AMX.2,AN.2,ANV.1,AR.2,ARC.3,AS.,AVATQ,AVP,AXP,BA,BAX,BC,BCR,BDK,BDX,BEAM,BFI.,BFO.2,BGG,BHI,BMY,BNL.1,BNSSA,BRK3,BWY.1,C.3,C2,CAL,CAT,CBE,CBS.1,CBS.2,CCB.2,CCK,CEG,CEM.2,CHA.3,CI,CKL,CL,CLX,CMI,COP,CPB,CR,CSR.1,CSX,CUE.1,CVS,CVX,D,D2,DAL,DAN,DD,DE,DEC.1,DI.,DOW2,DTE,DWDP,ECH.1,ED,EFU.1,EIX,EMR,ENRNQ,ETN,ETR,EXC,F,FBNIQ,FBO,FE,FJCC,FL,FLTWQ,FMC,FWLT,G.1,GAPTQ,GCO,GD,GE,GEB.1,GIS,GLW,GM,GP.1,GPC,GQ.1,GR,GRA,GT,GTE.1,GWF.,GWOW,HAL,HBC1,HBJ,HDLM,HIA.1,HLT,HM,HON,HON.Z,HPC,HPQ,HST,HSY,IBM,IFF,IK,INCLF,IP,IR,ITT,JCP,JNJ,K,KHC,KMB,KO,KODK,KR,KRI,LCE,LLX.,LLY,LPX,MAY.2,MCA.1,MCD,MD.1,MDP,MDR,MEA.1,MKG,ML.3,MMM,MO,MOB.2,MRK,MROX.CM,MSI,MWV,MYG.1,MZIAQ,NAV,NC,NCR,NEM,NI2,NL,NMK,NSC,OAT.,OC,OKE,OMX,PAS,PBI,PCG,PCH,PD.1,PEG,PEL.1,PEP,PFE,PG,PGL.1,PHA.1,PPG,PRDCQ,PZSM.CM,RACM.CM,RAD,RDPL,RLM.1,ROK,RSHCQ,RTN,RYI,S.1,SFX.2,SGP,SHLDQ,SHW,SKY.1,SLB,SMI.1,SNT.1,SO,SPGI,SPP.3,SPXC,SQD.1,SRE,SUN.1,T.2,TEK.1,TGNA,TKA.,TKR,TMC,TNB,TRW.1,TWX.1,TX.2,TXN,TXU2,UAL,UCC.2,UCL,UCM.2,UH,UIS,UN,UNP,USG,UTX,VAT,VO.3,WHR,WINN,WLA,WMB,WWY,WY,WYE,XEL,XOM,XRX,ZE
1997-11-28,,,,,,,,,,,11.2316,,,14.8677,,,,,,,,,,11.3032,,22.9415,17.2177,60.0282,11.6354,15.8472,16.4492,16.3333,21.3952,,,,23.2386,26.5032,29.121,,17.6724,,,,,20.2344,11.5096,22.1567,,,,21.0399,21.3108,,,10.8323,,34.4394,31.6819,13.2732,10.2002,31.3426,17.1511,,12.8217,,34.2784,16.8461,13.5453,,,,20.4014,14.6495,,,,12.9694,,,13.2964,,16.2205,22.0,18.3353,14.1039,11.2554,,5.3062,17.4665,,,9.0993,14.7109,15.5841,7.778,20.8193,,16.1649,13.2376,22.5974,29.9631,,24.5847,25.8765,,,17.1123,,18.8818,,13.824000000000002,,,172.9166,32.7888,,,25.7212,,,325.0,18.3125,,16.862000000000002,7.3413,,28.1537,18.6542,23.6213,17.5926,105.9028,47.7836,13.4818,4.9195,21.7061,26.5559,27.1278,,20.1888,44.0141,,21.3898,21.6056,11.0669,,42.2819,298.2143,,,21.3656,,27.4606,54.1971,,11.2121,,25.1128,3.5536,,25.2109,,,,,11.1351,13.4146,1.3731,,31.5789,,5.4138,7.7304,16.8916,30.1136,,15.434000000000001,106.25,14.1323,23.9871,15.0747,24.7579,,11.2693,,35.4567,44.1444,32.2828,,,14.9709,18.8053,,,29.4843,,,5.7466,29.1385,17.1063,,,,33.6397,,17.7407,,32.1673,,,9.68,23.9292,,2.1469,,,,,,12.4967,,9.9486,29.6875,16.5,,,,30.0758,,,,26.3659,,10.3701,47.9167,,17.255,8.7664,18.3221,,,22.3724,,48.3997,21.8894,34.5524,30.8845,21.7484,14.7513,19.0031,13.6087,
1997-12-31,,,,,,,,,,,10.9584,,,15.729000000000001,,,,,,,,,,9.4952,,25.5729,18.78,77.6786,11.2925,14.1647,17.2997,16.6934,20.2429,,,,23.8051,26.2801,28.6821,,19.1038,,,,,16.6406,11.0984,21.6814,,,,21.1498,15.033,,,11.7823,,36.5672,31.6235,10.7778,10.8069,32.5319,16.9017,,13.3005,,30.6519,15.6187,14.0008,,,,20.9768,15.5682,,,,12.0443,,,13.8775,,15.625,21.9601,19.2419,12.2342,13.3056,,5.5924,16.2698,,14.5949,9.0993,13.8605,18.5317,7.6553,25.0579,,15.5432,12.982999999999999,21.4198,28.7885,,23.7957,21.5843,,,17.8618,,16.4925,,14.3623,,,172.9166,28.9804,,,26.6827,,,325.0,13.3875,,16.913,7.4915,,27.5278,17.2934,25.8794,17.8241,850.0001,41.2766,12.9307,6.5021,20.3758,27.334,29.029,,18.8127,45.9914,,21.4912,22.7074,10.9762,,44.6314,298.2143,,,20.943,,26.2408,63.0149,,15.0198,,21.1501,3.6241,,26.8966,,15.4364,,,11.1351,15.1296,1.0304,220.7873,27.1991,,23.1458,5.6543,15.1741,28.5135,,16.6729,106.25,13.1021,24.7936,17.3214,28.7799,,11.8703,,32.9545,45.3819,32.71,,,14.1749,22.0305,,,26.3453,,,5.7466,20.7325,14.3875,,,,31.8835,,17.0245,,27.392,,,9.9739,25.3425,,1.8643,,,,,,12.7161,,9.2166,30.9045,16.4634,,,,22.113000000000003,,,,19.0257,,11.1823,34.6875,,17.6408,8.6879,17.2951,,,17.9739,,39.9317,32.3698,33.7129,28.0357,23.1818,16.4548,18.7692,12.0739,
1998-01-30,,,,,,,,,,,11.8472,,,15.0244,,,,,,,,,,9.0144,,25.0,17.6095,75.5952,12.4679,14.0771,17.1271,20.5128,25.5567,,,,21.5993,23.1928,30.2166,,19.4575,,,,,21.9697,10.984000000000002,23.479,,,,20.8861,13.3811,,,11.5901,,36.4428,30.5279,9.7628,9.779,28.4462,16.8286,,13.0542,,31.3696,15.1623,13.1373,,,,19.7763,13.6249,,,,12.4566,,,13.9832,,15.4454,23.5409,19.184,12.3027,12.7222,,5.8731,20.4861,,14.5949,9.0993,14.1234,16.7843,7.6481,22.2222,,14.9215,11.1875,21.3889,30.4069,,24.7301,19.8765,,,17.4671,,16.6916,,14.1366,,,172.9166,25.1047,,,21.875,,,325.0,13.4307,,15.9417,7.2458,,28.3056,16.3223,21.2312,17.8241,887.5001,43.7292,12.7311,6.4243,21.5946,27.7749,27.1278,,19.9095,44.6552,,22.8801,24.0448,11.4928,,43.3494,298.2143,,,20.6689,,28.8143,54.8423,,14.0069,,21.5206,3.3237,,29.783,,16.0775,,,11.1351,13.7755,0.9655,238.6488,26.3889,,30.2594,5.8226,15.7027,29.0541,,14.1178,106.25,13.3,25.2932,17.0357,29.7839,,11.5672,,32.8409,49.7565,32.1209,,,14.237,18.5803,,,27.9989,,,5.7466,20.8333,14.8504,,,,37.144,,17.5613,,25.0739,,,9.3716,23.9084,,1.9724,,,,,,12.446,,8.6468,28.9573,17.2038,,,,26.8428,,,,16.8505,,10.8084,41.25,,16.9014,9.3307,19.2993,,,18.893,,48.3923,32.3698,31.3294,28.4643,28.9205,15.1483,18.194000000000003,13.1362,
1998-02-27,,,,,,,,,,,12.5165,,,14.6245,,,,,,,,,,10.2163,,29.349,18.951,86.1111,12.6778,14.8364,19.268,21.5278,25.7591,,,,21.7218,24.6611,30.3682,,18.8679,,,,,22.2538,12.4857,24.8341,,,,22.7848,13.9042,,,13.0554,,40.3918,34.9602,10.5611,10.8903,30.8721,19.0935,,13.7777,,35.4366,16.4047,13.1168,,,,21.4134,14.4966,,,,12.7604,,,14.3852,,15.8764,24.8298,21.7593,13.168,12.8611,,6.5137,21.7262,,14.5634,9.0993,15.4221,18.9012,8.231,24.7685,,18.3358,12.6869,21.5432,30.505,,23.509,23.6192,,,19.4737,,19.7264,,15.6321,,,172.9166,26.0126,,,24.1071,,,325.0,14.681,,16.3007,8.0743,,29.6389,17.2624,23.1156,17.8241,884.3751,44.6266,15.2055,7.0979,22.6562,31.2759,24.9342,,21.2448,47.3276,,24.7076,24.5633,12.4483,,42.1875,298.2143,,,23.9309,,31.5717,67.7464,,15.3409,,21.9878,3.4839,,32.368,,15.0147,,,11.1351,15.4974,1.2503,248.0756,26.8519,,25.2692,6.8996,17.1331,29.1216,,14.1856,106.25,14.25,25.8446,17.2143,28.9891,,12.0336,,33.1818,53.8649,34.7848,,,16.0825,20.7296,,,27.6709,,,5.7466,23.9247,16.7557,,,,39.0364,,20.5138,,25.7332,,,9.5162,25.899,,2.0180000000000002,,,,,,13.2818,,8.6468,30.9359,19.7517,,,,28.5012,,,,18.4743,,12.4822,44.6875,,14.4014,9.6853,21.2144,,,21.8342,,47.0659,37.2679,32.3623,28.5357,28.4091,15.5191,19.5552,14.5254,
1998-03-31,,,,,,,,,,,12.2342,,,15.9222,,,,,,,,,,9.4758,,31.3253,19.1352,121.2209,12.1844,15.8523,20.4167,22.1094,26.9022,,,,24.2394,22.6124,30.4453,,21.2054,,,,,21.7803,12.2634,25.2926,,,,21.9262,14.4635,,,13.0241,,36.9149,32.3073,10.2463,12.1237,31.5278,19.421,,15.9946,,34.4749,18.7646,14.7747,,,,25.736,15.9979,,,,12.6407,,,15.609000000000002,,16.5028,24.6922,23.1875,12.7855,15.0253,,7.2542,22.9911,,15.1192,9.0993,16.2338,18.7752,8.5322,33.5852,,18.2229,16.839000000000002,20.7831,32.8761,,24.8366,27.1472,,,19.6711,,18.0156,,16.796,,,172.9166,25.9715,,,28.5714,,,325.0,14.3312,,16.5134,7.6375,,30.8728,17.458,23.6809,17.8241,943.7501,39.4973,14.3847,7.1709,24.2588,29.8526,24.7135,,19.7628,52.3226,,34.9905,23.5759,13.0033,,36.5798,298.2143,,,25.8621,,30.0893,71.08,,16.8085,,23.3933,3.2598,,31.4392,,18.6036,,,11.1351,17.8571,0.9588,71.5811,29.386999999999997,,6.5127,8.2961,18.4113,28.3416,,16.5161,106.25,15.5512,27.2098,19.5266,25.7115,,14.1386,,37.4452,62.6965,33.75,,,16.1756,26.0355,,,29.2735,,,5.7466,23.9796,17.1691,,,,39.955999999999996,,23.5927,,24.2976,,,10.2322,25.5243,,4.1595,,,,,,11.4696,,8.6141,30.1786,22.2997,,,,31.5598,,,,24.0295,,10.7794,31.6667,,20.04,9.3588,21.6696,,,20.2618,,50.0919,38.6899,33.9212,28.8265,28.1342,17.5074,21.4003,17.0157,
1998-04-30,,,,,,,,,,,11.8789,,,15.1301,,,,,,,,,,11.0887,,33.007,21.2975,116.4244,12.2535,14.7727,19.8958,21.5104,27.5198,,,,23.9418,22.7528,30.9014,,24.441999999999997,,,,,24.1477,12.681,28.4574,,,,21.3371,13.9381,,,13.1472,,38.1649,31.5555,10.1069,12.0326,28.5069,19.7187,,14.1129,,33.6758,19.3195,13.9797,,,,27.5574,14.3173,,,,12.6005,,,15.1082,,16.7486,24.1241,24.5938,12.4077,12.5631,,7.7212,20.9821,,14.8432,9.0993,14.9351,17.0434,8.4303,30.4258,,18.75,15.6856,20.5723,32.4947,,22.0792,24.5399,,,19.6711,,18.9859,,15.5211,,,172.9166,28.3679,,,37.9464,,,325.0,14.9497,,15.9908,9.4035,,31.5733,19.4748,24.5917,17.8241,943.7501,43.9736,13.822000000000001,6.8647,22.7764,29.065,23.639,,20.0092,51.2669,,31.7235,24.6044,15.4728,,42.6764,298.2143,,,26.6703,,30.7143,71.1875,,13.7234,,24.2609,2.903,,29.5538,,17.0725,,,11.1351,11.7618,1.2034,79.4293,30.9495,,8.4268,7.8175,16.4717,25.7426,,16.4148,106.25,15.4035,26.0238,19.1568,28.2864,,12.5702,,34.8136,71.5802,32.875,,,16.8304,26.0355,,,27.4573,,,5.7466,25.3827,16.6728,,,,39.2534,,23.5927,,26.6231,,,9.7933,25.9857,,3.9449,,,,,,10.8612,,10.1745,29.1369,19.7881,,,,37.3907,,,,25.427,,9.75,37.1875,,19.484,8.8731,23.1074,,,21.2389,,55.6985,38.4632,36.8517,29.4005,27.4705,16.7285,23.121,18.1448,
1998-05-29,,,,,,,,,,,12.0515,,,14.3775,,,,,,,,,,8.7702,,32.8564,21.3887,111.0465,12.6403,14.2898,19.2708,24.3229,27.9644,,,,24.0079,20.2247,31.3757,,23.6607,,,,,22.7057,12.2355,27.3936,,,,21.2602,13.4679,,,13.0559,,37.0213,31.438000000000002,9.6887,12.1085,29.6196,19.3065,,12.835999999999999,,32.0491,18.6624,14.0239,,,,29.2132,12.7095,,,,12.7211,,,14.2944,,16.5028,23.0114,25.0625,12.0635,13.2891,,8.7429,21.0714,,14.5672,9.0993,14.8496,14.7601,8.308,27.8846,,19.2771,11.5223,21.4157,31.8033,,21.1957,24.1948,,,19.6711,,18.0818,,15.9368,,,172.9166,24.6114,,,35.0,,,325.0,14.5871,,14.7366,7.7738,,29.7953,19.7479,24.1206,17.8241,943.7501,38.76,13.522,6.9471,22.233,28.0742,23.6748,,19.541,52.9561,,32.5284,24.0506,14.0801,,37.6534,298.2143,,,28.2866,,28.3929,65.7033,,13.1117,,23.8111,2.9226,,28.6954,,16.2303,,,11.1351,11.8848,1.0483,73.4755,23.9784,,7.4698,7.8973,15.4865,28.5582,,15.6153,106.25,17.0768,25.4816,18.6391,26.1593,,12.4064,,35.8004,65.9198,33.55,,,17.3512,24.0015,,,25.5804,,,5.7466,22.5765,16.0846,,,,40.8724,,22.0199,,25.0393,,,9.8164,26.2374,,3.7678,,,,,,10.6119,,9.6172,30.4762,18.1144,,,,29.9927,,,,22.0497,,9.5147,40.9375,,17.2153,9.1753,22.0657,,,20.1512,,56.3051,39.2189,39.9378,25.9247,28.5029,16.8769,22.3101,16.4462,
1998-06-30,,,,,,,,,,,12.8766,,,14.4764,,,,,,,,,,9.1071,,29.5563,22.8374,297.0833,11.6465,11.25,22.0014,24.4,29.7414,,,,12.9542,19.6378,32.6454,,18.75,,,,,25.1582,11.6022,23.083000000000002,,,,19.3878,13.0515,,,13.4067,,36.214,33.4353,9.526,12.5373,28.8723,16.7633,,13.7462,,33.7121,21.2025,13.8605,,,,31.5334,12.9468,,,,12.5779,,,14.9734,,16.0666,22.2786,26.7636,10.5577,13.0682,,10.0674,17.7611,,17.1121,9.0993,14.3797,14.8063,6.9119,18.3226,,21.3141,14.4852,17.5803,33.4689,,21.1957,23.1667,,,19.6711,,14.7525,,14.0082,,,172.9166,21.3642,,,32.8571,,,325.0,14.8228,,13.5726,7.4697,,29.7414,19.0718,22.3905,17.8241,943.7501,34.4647,11.9221,6.6628,22.3878,29.4821,22.433000000000003,,18.2398,57.3825,,37.2826,22.025,14.1659,,38.7427,298.2143,,,28.9916,,32.149,13.9964,,17.1604,,21.403000000000002,3.0078,,31.6551,,16.2112,,,11.1351,11.3681,0.8136,34.3998,25.9615,,5.4572,10.0252,14.7587,25.7923,,15.9401,106.25,17.5095,25.6638,18.3503,24.898000000000003,,12.2553,,34.0393,64.3121,35.5713,,,16.484,37.0443,,,26.8304,,,6.9932,25.2679,18.081,,,,42.4977,,21.5097,,21.2272,,,9.7698,26.2903,,3.4787,,19.0627,,,,10.9973,,8.1589,27.5768,16.6949,,,,44.5134,,,,24.1554,,9.2905,37.1711,,35.4839,9.0208,20.9751,,,18.9394,,56.5557,40.8057,39.6761,25.1019,29.8271,17.0896,23.5561,11.2119,
1998-07-31,,,,,,,,,,,13.0729,,,13.6987,,,,,,,,,,7.9464,,33.0153,22.1598,258.75,12.9315,8.8352,23.4104,22.75,31.6571,,,,11.6782,14.2045,32.3614,,15.625,,,,,21.5981,10.636,22.0326,,,,16.7857,12.7101,,,12.835999999999999,,37.963,35.9266,10.3508,11.5129,28.5714,17.087,,12.2168,,35.4978,20.9177,13.8605,,,,26.1767,9.3861,,,,12.5,,,13.7544,,15.0815,21.9327,26.2067,8.8603,12.4432,,9.7261,17.8797,,15.3383,9.0993,12.3411,11.8563,6.4747,13.4081,,19.2708,9.3667,17.982,32.9394,,19.2352,20.4583,,,19.6711,,12.0584,,13.2473,,,172.9166,17.4279,,,21.2798,,,325.0,14.5306,,11.448,7.0734,,27.2091,22.01,21.6495,17.8241,943.7501,35.7672,11.9728,6.2171,18.3398,30.7769,19.7917,,17.867,54.0268,,41.1413,21.1,13.3732,,39.3275,298.2143,,,28.0725,,28.6387,10.5417,,16.0043,,19.5638,3.3468,,29.244,,16.2112,,,11.1351,9.2665,0.7259,35.8552,20.7418,,5.6618,10.193,14.7896,24.8826,,13.6415,106.25,16.1737,26.9304,17.6962,22.6379,,11.6326,,32.1798,64.9778,31.0059,,,15.0178,34.375,,,28.2143,,,5.9279,27.0536,16.9151,,,,44.8748,,20.6981,,18.819000000000003,,,8.9979,26.4315,,3.0701,,17.2635,,,,9.8947,,6.2014,26.4803,13.8047,,,,45.3244,,,,22.1284,,8.4319,36.102,,33.871,8.5625,21.7404,,,16.6667,,61.446999999999996,38.841,36.3107,22.8261,29.683000000000003,15.709000000000001,23.1848,11.6463,
1998-08-31,,,,,,,,,,,12.0914,,,14.4365,,,,,,,,,,5.7143,,23.9981,15.6599,206.25,11.4977,6.7898,18.9306,16.8,25.5268,,,,12.7379,10.3693,27.7992,,15.625,,,,,21.5981,9.2105,17.8834,,,,13.3673,12.9464,,,11.3059,,29.6811,33.7194,7.5627,10.6185,26.6534,13.8939,,11.3293,,31.4935,18.75,14.1794,,,,24.4351,7.7074,,,,13.1231,,,15.3798,,15.4552,21.0332,20.9468,7.9522,13.0966,,7.6145,14.1614,,16.0687,9.0993,7.6801,11.1088,5.2457,10.5235,,15.2644,4.4479,17.982,29.4636,,19.7101,16.4167,,,19.6711,,8.0451,,10.6522,,,172.9166,12.7704,,,15.3274,,,325.0,11.4616,,8.4365,6.1892,,30.1724,18.7085,19.9742,17.8241,943.7501,29.6557,10.7553,5.3703,15.4883,27.49,18.1548,,15.1335,43.7081,,39.1304,19.05,11.0524,,38.4503,298.2143,,,23.686999999999998,,22.988000000000003,8.154,,13.2225,,17.8385,3.1749,,27.4393,,16.2112,,,11.1351,7.2917,0.5996,27.9829,15.0412,,5.4231,10.4027,13.9542,24.9413,,15.213,106.25,11.8321,26.4637,18.6773,19.4886,,12.9893,,23.0372,55.0296,29.8828,,,12.0853,29.2969,,,24.9569,,,5.2814,25.9821,13.9526,,,,39.8887,,15.5032,,13.6141,,,9.9241,24.5968,,2.6884,,17.4349,,,,9.1306,,4.8032,25.2193,11.4689,,,,36.1641,,,,21.1571,,6.3767,23.7664,,32.1069,7.1667,16.4541,,,13.8774,,53.1929,27.8084,31.3765,20.4144,28.8905,15.8209,21.5965,9.687999999999999,
1998-09-30,,,,,,,,,,,13.2696,,,15.8041,,,,,,,,,,7.3529,,20.7103,15.0663,30.6362,12.6544,5.9091,21.8195,16.0096,30.1282,,,,12.9324,14.1892,28.5657,,11.194,,,,,21.5981,9.9553,16.9792,,,,11.1224,14.2021,,,12.8232,,27.3904,27.592,6.5819,15.2211,26.5542,12.1022,,16.0544,,36.3589,23.0308,15.075999999999999,,,,23.749000000000002,7.0651,,,,14.0771,,,16.9094,,14.7629,22.4729,25.7212,9.3783,14.1705,,8.1796,10.9551,,16.4007,9.0993,7.3623,10.0291,5.0404,8.8141,,16.2752,4.5525,18.1081,28.3258,,21.0843,19.7567,,,19.6711,,10.3621,,11.1714,,,172.9166,14.2327,,,20.2381,,,325.0,11.4939,,10.1563,6.7468,,29.4989,20.625999999999998,17.4603,91.6667,943.7501,42.1701,10.0269,5.506,14.043,30.5664,21.8129,,15.77,38.6745,,43.4783,16.6667,10.7464,,42.5611,226.3889,,,24.2632,,21.1921,6.5278,,28.2118,,19.494,3.4421,,29.5554,,16.2112,,,11.1351,7.8559,0.5926,17.3339,36.194,,4.1646,11.0612,15.4588,26.3393,,17.2055,1265.625,26.127,27.2847,19.3182,20.9405,,14.0905,,23.9329,60.4286,27.0437,,,12.9911,30.3241,,,24.4828,,,5.2578,24.7685,16.5962,,,,45.9608,,14.0323,,16.088,,,10.2098,23.5863,,1.7937,,18.484,,,,8.0697,,4.5686,22.1354,12.8157,,,,58.8889,,,,32.3661,,6.5278,25.8523,,112.1711,6.9422,16.7995,,,12.2715,,56.7669,36.5279,30.4,22.6815,29.6479,15.3347,24.5226,9.1061,
1998-10-30,,,,,,,,,,,14.3579,,,15.8446,,,,,,,,,,6.9853,,29.3358,17.0982,33.5379,12.7074,8.8352,25.2589,19.8798,30.8608,,,,14.7799,14.9071,30.4391,,11.7537,,,,,21.5981,10.0531,18.3854,,,,11.1224,13.3511,,,14.1443,,35.2092,36.5385,7.5498,14.5887,27.6231,14.8381,,14.9809,,37.9149,22.3288,15.5828,,,,24.3823,8.5637,,,,13.3178,,,16.2997,,15.158,23.8267,25.3606,10.1263,13.2488,,9.4414,12.0787,,15.8397,9.0993,16.226,10.4708,4.9915,10.1763,,15.7718,5.7103,21.4414,31.1517,,22.1386,24.245,,,19.6711,,11.3687,,11.6866,,,172.9166,17.8218,,,19.875,,,325.0,12.6514,,11.2542,7.7625,,28.3734,23.8363,19.8082,87.5,943.7501,42.0005,13.3637,5.8108,15.6766,31.8359,21.8543,,18.7877,45.343999999999994,,48.6842,19.0777,12.6686,,44.0217,197.2222,,,27.2612,,24.5033,7.1033,,39.5833,,21.0648,3.8049,,30.8101,,16.2112,,,11.1351,5.006,0.5452,20.2731,31.7164,,3.0496,10.5216,17.5199,26.3672,,17.332,1400.0,35.1434,28.5825,18.447,22.439,,13.6201,,27.439,61.3214,33.7215,,,13.630999999999998,32.7932,,,27.3707,,,5.9558,22.9456,17.9423,,,,45.6006,,16.25,,16.6019,,,9.7763,26.7671,,2.3635,,18.4397,,,,9.3221,,5.3804,23.099,15.2517,,,,71.0417,,,,30.3013,,7.0278,30.2557,,125.3289,7.6545,20.9341,,,13.3812,,58.9286,34.7809,32.375,25.168000000000003,27.5704,14.7541,24.8698,10.4828,
1998-11-30,,,,,,,,,,,14.6634,,,15.0149,,,,,,,,,,5.7904,,29.9815,19.4212,36.2723,13.4759,10.0,27.108,20.8413,31.1355,,,,15.8608,12.3733,33.5501,,9.8881,,,,,21.5981,11.0598,20.4688,,,,11.1224,13.0585,,,15.0897,,34.1135,37.1446,8.2135,14.167,29.5984,16.6405,,15.9113,,40.9751,22.910999999999998,15.6039,,,,24.8573,8.3984,,,,13.5903,,,16.5232,,15.8046,23.4657,25.2404,10.2198,13.5081,,9.5828,14.2907,,16.3347,9.0993,15.1442,10.9375,5.6819,10.9776,,18.3305,5.3571,20.991,32.1752,,22.076,26.9295,,,19.6711,,11.9806,,12.3102,,,172.9166,14.5421,,,24.0,,,325.0,14.2963,,11.1064,8.0605,,28.1381,26.5048,22.1561,114.5834,943.7501,39.2871,12.3891,5.8514,18.1518,31.7383,24.255,,20.4912,47.0218,,46.5461,19.265,13.6129,,48.7432,188.8889,,,28.4807,,25.7036,6.4975,,44.8785,,21.2963,4.1631,,35.3866,,16.2112,,,11.1351,6.205,0.5159,22.4587,29.6642,,2.8615,11.0612,16.1569,27.3996,,20.8745,1584.375,37.0902,29.0691,18.75,23.2459,,13.9785,,31.4533,63.9643,33.3175,,,14.5685,26.5432,,,52.2472,,,7.1071,20.8623,17.0385,,,,47.3183,,18.3065,,14.1314,,,10.2315,26.6369,,2.5182,,17.6418,,,,9.727,,5.8146,24.4271,14.7824,,,,84.8611,,,,30.2455,,7.0833,32.3864,,127.9605,7.9354,23.5577,,,14.6214,,56.7669,36.6073,35.25,26.9489,30.0704,14.8566,26.0417,11.5505,
1998-12-31,,,,,,,,,,,14.6196,,,16.7482,,,,,,,,,,6.162000000000001,,29.8986,19.3787,25.4883,13.1518,11.1486,28.7791,20.1664,30.3826,,,,13.0563,15.194,35.5654,,9.6386,,,,,21.5981,11.2195,19.1516,,,,11.1224,14.0341,,,15.7139,,35.5843,37.2014,9.8338,21.808000000000003,28.4974,15.4626,,20.75,,43.5531,26.081,17.2573,,,,22.9124,7.9026,,,,14.1189,,,17.3702,,15.1495,21.4539,28.1096,11.3374,10.3405,,10.4021,14.4947,,16.7333,9.0993,12.5,11.2825,4.9267,7.2859,,19.75,5.3571,20.2749,35.016999999999996,,22.7339,29.2208,,,19.6711,,10.5995,11.2415,11.8956,,,12.2727,17.9545,,,27.75,,,325.0,18.1054,,10.7283,8.8013,,26.4628,27.7256,23.2566,13.7255,943.7501,51.9747,12.447000000000001,5.3146,15.4703,32.135999999999996,25.2778,,21.134,47.8571,,50.4167,18.3244,12.7821,,45.8119,52.3214,,,30.4812,,23.9715,3.3271,,20.8193,,18.9667,3.9063,,32.4732,,16.2112,,,11.1351,6.8345,0.5343,16.9964,42.4419,,4.3438,39.3293,19.2045,25.6466,,21.6615,387.5,40.9274,32.5605,16.7553,23.9093,,15.7368,,35.2371,65.445,33.8194,,,13.9538,22.6852,,,55.8989,,,6.7139,17.9076,25.9629,,,,46.9015,,18.7102,,16.6674,,,10.3147,29.788,,3.4932,,20.1389,,,,9.3863,,6.4344,20.6642,14.987,,,,88.2732,,,,42.3007,,8.0314,32.7976,,116.9408,7.7061,23.2372,,,13.6392,,51.8534,44.958999999999996,34.8492,29.8897,31.6713,14.2674,25.8392,12.2202,
1999-01-29,,,,,,,,,,,13.8551,,,15.5916,,,,,,,,,,6.9542,,24.9578,19.4496,27.0996,14.5066,11.1205,29.4331,19.0647,25.4448,,,,14.2343,14.5474,34.086999999999996,,9.3373,,,,,21.5981,10.564,16.6416,,,,11.1224,12.3864,,,16.7429,,30.819000000000003,39.8487,10.5263,19.7615,26.2221,13.925999999999998,,20.125,,43.3551,23.4277,16.519000000000002,,,,22.1028,9.1468,,,,13.2992,,,16.241,,15.1155,20.6339,32.5123,11.167,9.7799,,10.8895,12.5665,,15.9625,9.0993,8.8942,11.9355,4.7563,7.0787,,22.25,5.8993,20.0601,36.004,,24.5431,31.6558,,,19.6711,,10.027000000000001,9.8084,11.5566,,,12.6136,17.9924,,,19.9795,,,325.0,15.9348,,10.6053,10.1346,,23.9362,27.5564,22.9605,13.1127,943.7501,45.8856,12.5458,5.3564,16.317999999999998,32.6149,30.0926,,19.3163,46.6518,,52.9167,17.1147,12.7604,,48.2925,57.3214,,,31.2748,,23.5759,2.7880000000000003,,23.6064,,20.7,3.4226,,32.3081,,16.2112,,,11.1351,7.3095,0.4918,19.846,41.1337,,3.7889,37.3476,16.7045,23.9763,,17.5391,375.7813,31.4516,33.9159,16.988,22.4099,,15.5646,,33.6207,67.3429,33.6574,,,12.8897,22.6852,,,55.1966,,,7.3308,23.4783,27.2733,,,,46.2649,,16.3217,,17.1167,,,9.5605,31.6155,,3.6887,,18.254,,,,9.5773,,7.3931,20.3183,15.2898,,,,101.93299999999999,,,,41.3043,,8.5749,31.5476,,116.9408,8.5571,25.5208,,,11.0683,,49.9138,47.5718,36.43,31.8382,32.9705,13.8496,24.8233,12.8416,
