Date,eps,sps,prof_mar,lgro,roic,ninc,gmar,cfo,cf,sg,fpe,fpb,pe,pb,mom,cfni,art,ar,goodwill,leve,tar,rc,inv_turn,spread,quick,a_turn
6/30/1994,0.0251153,-0.040639694,0.111985784,,-0.098770062,0.094239285,,,0.126887697,-0.05799,0.012868083,,-0.006286238,-0.039325643,-0.305017424,0.064601118,-0.02506898,-0.02506898,0.076672593,-0.000230395,-0.032266625,-0.032266625,-0.080691525,,-0.015396036,-0.079722778
7/31/1994,-0.017905419,-0.024181776,0.010675262,,-0.13397322,-0.011401624,,-0.085013521,0.037435264,0.065977988,0.00097448,,-0.071108015,-0.150804727,0.035845523,-0.017288432,-0.125846619,-0.125846619,-0.087731629,0.103617174,-0.125791627,-0.125791627,-0.087401035,,0.026231486,-0.018492327
8/31/1994,0.089396854,0.090996808,0.112740657,,0.256612953,0.136535415,,-0.057690591,0.002168609,0.098381597,-0.001961985,,-0.023377385,0.176064429,0.084210412,0.082553174,0.048096424,0.048096424,-0.053130656,-0.056809026,0.120349302,0.120349302,0.028424806,,0.091457743,0.16521163
9/30/1994,-0.069621756,-0.071416188,0.040499157,,0.057590428,0.006696038,,-0.04193392,0.031251486,-0.079089437,0.088795581,,0.111014046,0.099284016,-0.02467538,0.119354542,-0.057594044,-0.057594044,-0.054001107,-0.153601027,0.110967272,0.110967272,-0.067277726,,0.041713154,-0.107979908
10/31/1994,0.179070613,0.166587455,0.085907888,,0.137275508,0.183004993,,0.101385864,0.074097198,0.07947749,0.004729192,,0.150911315,0.09826724,-0.122624355,-0.042211348,-0.034772713,-0.034772713,0.047836698,-0.074442182,0.071905947,0.071905947,-0.00597316,,0.122701995,0.081251197
11/30/1994,0.114016692,0.128317747,0.127506678,,0.122734772,-0.091485969,,0.117737827,0.046167422,-0.106315518,-0.009228154,,-0.163797632,-0.047085663,-0.03554767,-0.014473073,0.025603775,0.025603775,0.004659072,-0.190001973,0.099292198,0.099292198,-0.139423343,,-0.073938919,-0.022421234
12/31/1994,0.08198064,-0.030861283,0.086143374,,0.0388944,0.060470155,,-0.046881138,-0.002523222,0.140036889,-0.079122399,,-0.200315636,-0.005920993,0.01318019,-0.063452694,-0.03981177,-0.03981177,-0.020501538,-0.017992453,0.068924973,0.068924973,0.144260348,,0.021120562,0.027020877
1/31/1995,0.01159683,-0.074777646,0.114194809,,0.011718052,0.008887493,,-0.00406944,-0.002495463,-0.160725911,-0.072268626,,-0.125975254,-0.087272974,0.078343531,-0.070921988,0.01049518,0.01049518,0.060244662,0.008595183,-0.060137235,-0.060137235,0.100369646,,-0.169633776,-0.165544329
2/28/1995,0.019029279,0.083374788,0.048689041,,0.072975066,0.061364091,,0.036263029,0.055434718,0.064790547,-0.026944641,,-0.0298052,-0.062571997,0.021600162,-0.091603378,-0.06058896,-0.06058896,0.073262872,0.157744098,,-0.019894695,-0.048793782,,0.192251461,0.028223675
3/31/1995,0.082199505,0.16339694,0.035479118,,0.17681953,-0.025563595,,0.084122392,0.072892994,0.22599922,0.038153961,,0.021208508,0.102881043,-0.02110379,0.030419852,-0.056948459,-0.056948459,-0.032145814,-0.031664056,,0.080202619,0.064925382,,0.27215367,0.136534434
4/30/1995,0.047065284,-0.050015147,0.021758482,,-0.082354617,0.009565898,,-0.017693092,0.024164354,0.072116055,-0.22266347,,-0.01961987,0.133183807,0.040892781,-0.069375934,-0.143121963,-0.143121963,-0.031430365,0.135465968,,0.025942085,-0.03644307,,0.001631969,-0.08881121
5/31/1995,0.033577391,0.125088841,0.237625799,,0.082783615,0.043991181,,0.069189377,-0.019828138,0.088415841,0.063965786,,-0.121527624,0.060424636,-0.06552681,-0.054135735,0.044432696,0.044432696,0.000561605,0.090540243,,0.059948101,-0.031028741,,-0.050474527,-0.069890541
6/30/1995,0.249614172,0.260514766,0.045790659,,0.214717291,0.081316328,,0.19389916,-0.003029963,0.204880629,-0.007263291,,-0.048494474,-0.003077191,0.010720621,-0.066326416,-0.003185292,-0.003185292,0.019329776,-0.049282146,,0.117660629,0.03905483,,0.136048488,0.102264555
7/31/1995,0.125437612,0.111279463,-0.003140454,,0.019054219,0.044544974,,0.039607817,-0.061381656,0.157209735,-0.018458223,,0.033016857,-0.026247648,-0.090133674,0.072058304,-0.043408792,-0.043408792,0.009125188,0.046871308,,0.062844066,-0.033571061,,-0.019030369,0.132719875
8/31/1995,0.130104036,0.10443042,0.163268698,,0.047162495,0.052514812,,0.136933295,0.146282333,0.07461912,-0.024473751,,-0.094402395,0.016005696,-0.012720838,0.027602174,-0.057469017,-0.057469017,0.17134352,-0.057439185,,0.15340291,-0.010080347,,0.095580085,-0.108050752
9/30/1995,0.03633435,0.086213231,0.225859952,,0.126045026,-0.08463794,,0.053120626,0.064790285,0.033595978,-0.037834595,,-0.111498888,0.147393514,0.040354721,0.023536632,0.08312994,0.08312994,0.049837182,-0.054620601,,0.028968368,-0.045047661,,-0.101598089,-0.125392229
10/31/1995,0.077334588,0.154579529,-0.01561391,,0.119923192,0.034450242,,0.020042842,0.057191576,0.038431197,0.045877602,,-0.142606611,0.091262316,-0.037275558,-0.028602045,0.00617611,0.00617611,-0.017439607,-0.066329636,,0.09550942,0.035798959,,-0.057764418,-0.062166238
11/30/1995,-0.090268533,-0.030134486,-0.05545783,,0.002161147,-0.005624788,,0.116242926,0.066363855,-0.012501123,0.091946942,,0.126758075,0.018576774,-0.048717003,-0.060124533,0.048275869,0.048275869,0.05317961,0.10961827,,0.035548826,0.094685598,,0.016864592,0.038365744
12/31/1995,-0.152598402,-0.188920675,0.119663592,,-0.145233571,-0.053188292,,-0.035012915,-0.014640232,-0.109023172,0.027703573,,-0.085574638,0.048584469,0.000709492,0.109674698,-0.015375441,-0.015375441,-0.050823278,0.092971832,,-0.089033533,0.035071155,,-0.108735483,-0.083105545
1/31/1996,-0.001650865,0.094293627,0.134305429,,0.068801393,-0.005496346,,0.128685365,0.066021483,0.027229394,0.012947988,,-0.056634561,0.113851729,-0.046475481,-0.026843573,-0.064712574,-0.064712574,0.00794266,0.074535526,,0.057387595,-0.068973772,,0.135064394,-0.078023212
2/29/1996,0.017292077,0.019884843,0.049463305,,0.117172235,0.061145299,,0.031631747,0.024615155,-0.006063467,-0.035360311,,-0.183218504,0.055517607,0.068246481,0.08269358,0.032806133,0.032806133,-0.070381424,-0.054000612,0.070036212,0.082372498,0.022698117,,0.066562216,0.152791446
3/31/1996,-0.111064555,-0.130113051,-0.045338978,,-0.111939084,-0.070367504,,-0.068143454,-0.032065807,-0.141687279,0.082078973,,0.041963132,0.010404347,0.089262448,0.025016912,0.149988645,0.149988645,-0.004727932,0.110276864,0.012518567,-0.008247185,0.126325923,,-0.055405003,0.073405756
4/30/1996,0.105811802,0.115019735,-0.067129533,,0.045912276,0.029738669,,0.030551094,-0.079265512,0.015918706,0.124110363,,0.125996203,-0.121245719,-0.03677974,0.023572941,0.056974391,0.056974391,-0.018634825,-0.003639001,0.146537672,0.142648061,0.086584289,,0.249817568,0.180572079
5/31/1996,-0.160785179,0.033889706,0.034049848,,0.017109116,-0.024306104,,-0.050061747,0.159331356,0.037543063,0.045529125,,-0.028074725,0.155521031,-0.124509045,-0.040029969,0.055585391,0.055585391,-0.028185964,0.063073649,-0.033514041,-0.038466206,-0.011976628,,0.060488294,0.06889999
