Date,ETN,IKN,FHN,FTI,BSET,ADP,AMZN,JCI,E.2,OI,TSG.2,VAT,CSCO,AZA.1,TUP,OK.2,NE,CF,ANRZQ,HBOC.1,BRL,FRO.1,BA,USG,VREX,EW,KHC,BAX,3BHMSQ,RML.1,WFC,HPC,WAI.1,WDC,BCR,DF,TRV,ULTA,GWOW,BMS,STI,CHIR.1,BRK3,BKNG,RLGY,ADCT,PNU.1,HUM,BF.B,CTCO.1,ABC,F,LINB,SNDK,ARNC,MMM,PKG,ENRNQ,QLGC,ATI,FTV,BBI.2,H.2,COF,FOSL,PCLB.1,IMNX,FFIV,HIG,ESY.1,MOLX,CA,ISRG,CAL,GDW,CFL.1,SPLS,COV,UCL,PHB.1,MROX.CM,CEM.2,CCEP,TIC.1,PDG,USB.1,PHL.1,CUE.1,STZ,MA,PBCT,ALLE,RJF,IT,IPGP,LUV,DG,MCA.1,INFO,WMX,IPG,FRT,ADBE,CMCSA,COTY,NAV,MMI.3,AET,PCG,GFS.A,DWDP,BHI,IBM,C2,AMBC,MUR,MCO,PZE.1,DNB,ETS,MMC,ASIX,ALTR.1,ARG,MNR.1,CBS.1,LI.3,CVS,DIGI.1,GAS.2,SCI,CHRS.1,SWY,DTE,7448B,5952B,LYB,AVB,BRNO20,DELL,3MRNKQ,AVGO,BHGE,VFC,MYL,CIT,HON,MDP,R,TSCO,FCPT,WINMQ,D,DLR,FTR,APH,IDXX,ARE,CB.1,BR.2,FJ,EMR,FCN.1,APOL,WANG,ZE,CIC.3,DUK6,CSE.3,HCBK,TOS.1,IVZ,PSX,CPGX,GR,SK.1,LDOS,SBL.2,KODK,CME,AWE.2,AGN,CRM,BIIB,WELL,WLTW,FITB,HRL,ANSS,DNR,LOW,GOLD,RATL,XEL,TIF,FNB.,L,HSY,X,WOR,CHRW,MTW,TXT,C.3,MEL.3,BLK,CELG,SWKS,KATE,CNO,GEB.1,TER,FDC,SEE,NEU,MAY.2,ADS,ASO.1,CERN,DTV.2,UHS,PTV,OMC,DISH,MCAWA,MTG,BIVV,AW,ECH.1,I.1,UDR,ARC.3,SXCL,RAI,PT.1,SITC,TNB,WAT,AMT.1,AN.2,ETFC,OXY,CHTR,PVT.,USB,BRK.B,XYL,GRMN,HON.Z,MCIC.,MHK,SYF,CPN,FE,CFC.3,MRK,BR,COST,RCL,MPC,TCOMA,HII,FWLT,HBC2,HD,PDCO,HOG,AMH.1,ZBH,CNW,CBL.1,LO,USHC,MEA.1,ASC.1,RDPL,NUE,TRCO,LLY,VRSN,TE,DLPH,AABA,PEP,MEE,MAC,OKE,BT.2,PLD,ADSK,HAS,ITT.1,QRVO,GHC.1,DISCA,PM,DVN,RLM.1,EXPD,IHRTQ,JBGS,LIT.1,LEHMQ,NYX,KR,SMS.2,GTE.1,VZ,ALK,PRDCQ,AMGN,HAR,6583B,THY,ICE,IP,ABI.3,MXIM,ABBV,AGN.2,CE.2,TEX,NDAQ,ATI.1,HPQ,RSHCQ,YNR.1,MBI,NSI.1,AOS,ORX,CNXT.1,WRK,CLX,WEC,CNP2,APTV,RBK,FBF,ACN,ANTM,PFE,ACS,UAA,LRCX,MSFT,EFX,SSP,SWN,SRCL,CVN.3,HSP,PNR,PETM,HPE,ODP,CPRT,IRM,UST.1,AAP,GDT,NTAP,ATO,SYMC,ZION,FL,SNI,SHLDQ,GOOGL,PD.1,EP2,K,ATVI,KMX,MXS,3FTLAQ,BMC,3614B,GNW,AMP,QCOM,XEC,ATUS,MCK,SEG.2,D2,VMC,MAA,MAT,SHW,NCLH,CNP,SO,GEN.3,CMI,MWW,EVHC,AT.2,EXPE,MDT,PCS.1,CTSH,WLA,MLM,CDNS,GE,S.1,SPXC,IMS,GD,MJN,VTR,FJCC,UPR.1,MET,GOSHA,MNK,ILMN,FBO,TAP,EQIX,S,A,PCP,CTXS,AMG,PDQ.2,GLD.2,MERQ,VRTX,MTL.3,AYE,KEY,STD2,TMC,CTX.2,NKTR,ALB,FDX,MON,IQV,SNC.1,TEK.1,PTC,VO.3,UMG.Z,FLR,BBBY,SYN.1,PBG,HOLX,DHR,AMD,PCI.3,CVGYQ,CIN2,GILD,DYN,SUNEQ,PRSP,WCG,CCK,SPW.2,BWY.1,HCR,FG.1,AM.1,GT,DXC,CRR.3,ROK,CHD,TIE,RMD,COL,AWK,BHF,BEAM,AGC.1,CBRE,STJ,CEPH,CHK,PGL.1,TEN,BLS,BOAT.,GIDL,SGP,FB,ORLY,FDO,ABT,MOS,HCA,SYY,GRA,GIC.3,AVATQ,FTNT,PLL.1,RIG,REGN,3CNCEQ1,MWI,GQ.1,HIA.1,O,AMP.2,EDS.,NOV,WWY,SIVB,FRC,FANG,TMO,BFO.2,EBAY,GIS,LEG,EME,DRE,HFC,FMY.1,FCX,PEG,WEN.2,RYC.,SFS.1,KDP,COP,SCG,AJG,FBNIQ,BAC,G.1,CAR,NBR,SNV,TWC,VLO,WFT,GLW,MHC.1,ALL,SRE,BEN,RACM.CM,WYND,GS,RE,NRG,CHA.3,EMN,CBB.1,TWX,PNW,HBJ,COO,MU,SAPE,VRTS.1,SKLNQ,MTD,BMG.1,NXTL,AIV,MIL.2,JP.1,KMI,ZRN,UNM,NLSN,CMX.1,STO.3,EMC,APD,NCE.1,NFX,C,DRI,TRIP,DPS,LOTS.,CBH.1,NEM,JWN,CMA,PSA,NGH.2,BC,BEV,WM,DOV,RRC,LH,TPR,XOM,RYAN,STR,JOSEA,0141A,WLL.1,SWK,NWSA,WY,TXU2,XL,CAH,EOG,BWA,FFB,HRS,CIEN,USS.2,BVSN,CFN,BXP,SQD.1,DJ,FSH.2,JEF,HAL,TSN,XTO,CTLE.,GTW,KLAC,FLIR,COC1,TEL,GAPTQ,BV.2,MKC,MTB,IAC,NI,GENZ,JNY,SPC.2,JBHT,ACY.1,BTU,CCI,PWR,DDS,PSFT.,AA,MO,CBE,CCL,PEL.1,CIT.1,CB,LMT,PNC,PFG,MDLZ,PKI,ESRX,JEC,KRFT,ABS.1,CPWR.1,GWF.,AEE,RL,WAB,TRW.1,ECL,MII.3,CNX,LKQ,KIM,BKB.2,LUB,KSS,PYPL,SFX.2,APCC.,USH.1,WINN,OC,LB,AA.3,TTWO,DOW2,BRCM,FRX,UH,AIZ,CVG,ACAS,XRX,AIG,URI,FLTWQ,UNP,LNT,IFF,TFCFA,VTSS,AIT.1,AME,ATGE,ANV.1,PHA.1,MEDI,YUMC,NYN,AR.2,EP,KWP,UPS,XLNX,NVLS.1,FMCC,MIR.1,SCHW,LVLT,5933B,SVU,HRB,AEP,Q.2,JH,BIG,HMA,JKHY,CTL,CI,PMCS,WHR,VNO,COG,XRAY,TXN,ETR,HTMXQ,3UAIRQ,VC,LU,AVY,AFS,LIFE.3,CF.6,LPX,KMB,EVRG,MYG.1,INGR.,RBD,MSI,ASND.1,NFB,PALM,NEE,GRN.1,DD,LNC,CVH,MI.1,BLY,GME,EFU.1,WYNN,SPP.3,KMG.1,INTU,MHS,AHM.1,NGVT,UN,EHC,PRU,EXR,SPG,GGP,VSM,NL,NI2,GPS,NRT.3,SKY.1,DAL,T,SIAL,MOB.2,ASH,SUB.2,EOP,HES,IGT.1,CYR.1,NSC,HLT,LEN,SPGI,NKE,PPL,THC,DWD,3ACKH,RAL.,AMT,BDK,HSIC,NMK,GCO,MGI,DLX,CYM.1,TX.2,DUK,NAVI,TIN,AAPL,WFM,EXC,TLAB,ROH,SYK,KG,SLB,EL,LM,3PNAA.,WFC.Z,REG,HBI,LW,MNST,LIN,AKAM,ANF,CSX,MST.,PVH,AYI,ASN,HSH,TYC,MAI.1,HOT,4622B,BGEN,BX1,CAG,RHT,JNS,CLF,ADI,SNT.1,BBT,ANET,PVN.2,ROST,TDG,9975B,KBH,WAMUQ,LSI.1,WLP.1,AON,ITW,APC,FSLR,KEYS,PGN3,JCP,3SHOY,BUD.2,AAL,IK,PH,SLR,DEC.1,VRSK,POM,CEG,VIAB,CMB.1,FNMA,TT.2,GHC,TFX,JNJ,PAS,EIX,PVN,ROL,RSG,QCP,CAT,CTB,FLT,CKL,BGG,NEC,M,EA,CSRA,MCIP,TMK,ALXN,TDC,NCR,FIS,LLX.,AZO,HM,AL.1,GP.1,CINF,KSU,MSCI,TJX,TWX.1,MS,BBY,BAC.Z.,UIS,BMY,GLBC,DO,JPM.Z,ABMD,FAST,NLC.2,AS.,TGNA,GLK.1,OAT.,GPC,ROP,DE,SMI.1,FMC,GWW,SGICQ,CXO,NWL,VIAV,EQT,SAI.1,WEC3,ZTS,TDM.,STX,HDLM,AAL.1,SJM,OMX,SE.7,LCE,URBN,PGR,SIG,GM,SANM,AMAT,EQ.2,WMT,DFS,ES,PPG,BK,NOC,AES,BAC2,TROW,AMCC,JNPR,CZR,CARS,SO7,YUM,UCM.2,NOVL,ADM,PRGO,NBL,FLS,SFA.1,ADT.4,LOR.2,FISV,CBOE,CPQ.2,HP,PMI.2,BSX,DVA,BAY.3,AVP,NVT,NCC,WLBAQ,NC,CPB,IR,WBA,EC.2,DGX,FII,DIS,CPRI,SNPS,MRO,CCTYQ,CMS,TGT,GNN,GPN,NRTLQ,5938B,DAN,INTC,RAD,WU,TKA.,TWTR,AMX.2,NYT,CE,HCP,MCD,DLTR,AN,MD.1,CL,CTAS,YRCW,NVDA,JHF,DUK8,BNL.1,LDG,SUN.1,WPX,SLG,BXLT,KSE,PCAR,FBHS,DI.,WB.3,BJS.1,ALGN,CBS.2,UAL,AFL,0573B,RRD,MKG,ESV,NFLX,UCC.2,T.2,BLL,APA,AKS,TKR,CVET,CNC,INCLF,PZSM.CM,HST,UPC.,PWJ.,BFI.,LLTC,SII,CR,HFS.,CSR.1,CCB.2,CAM,ENDP,JOY,COMS,CMVT,RYI,1231B,ANDW,KRI,PAC.2,FLMIQ,WYE,STT,LLL,ML.3,RDC,BNSSA,MCHP,TSS,QEP,SNA,CFG,JPM,JBL,ESS,ONE.1,GPU.,SEBL,PHM,PCH,CNA,WB.1,ITT,PAYX,SBUX,RHI,BBVA1,DNA,UTX,ED,SAF,PBY,BSC.1,RTN,LXK,CVX,MDR,SRR,ACV.1,0033A,WMB,SOTR,MAR,MAS,EQR,ADNT,BDX,PCS,MWV,RF,KO,JAVA,PWER,FTI.1,MEC2,USBC.,0139A,INCY,DHI,HBC1,APY,PG,ECO.2,NSM.2,ORCL,MZIAQ,AXP,ANDV,MFE,CMG,TA.1,SBAC,KRB,HBAN,DGN.,CBS,PCL,VAR,PBI,MGM,BCO,NTRS,UNH,CNDT,PXD,WETT,V
1990-01-31,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1990-02-28,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1990-03-30,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
