Date,eps,sps,prof_mar,roic,ninc,cfo,cf,sg,mom,cfni,art,goodwill,leve,inv_turn,quick,a_turn,pe,pb
1990-03-31,,,,,,,,,,,,,,,,,-1.0,
1990-04-30,-1.0,-1.0,0.2071191710015675,,-0.27320135576586213,,,-0.8408209126275362,-0.004400593512123972,-0.0324147762395329,,,-0.02654543109743299,,-0.10381540066806423,,1.0,0.66640179151039
1990-05-31,-0.9999999999999998,-0.9999999999999999,0.44397622591295,,0.9623974059277196,,,0.9017582301737124,0.2964492731872365,0.3519768908485446,,,-0.5595401957145363,,0.40791292934343304,,1.0,0.40730944205500363
1990-06-30,0.9999999999999998,1.0,0.4140047112134246,,0.5003070409565091,,,0.9477259159592101,-0.0660928418884391,-0.02343869797784509,,,-0.2367975903311772,,0.5478274957294619,,-1.0,-0.614385757345497
1990-07-31,-1.0,-1.0,0.31797065938370295,,0.4969756854765079,,,0.5288951026062095,-0.08583674334019449,-0.2753660780855469,,,0.1617109207695244,,-0.016675460371986153,,1.0,0.08187225072547591
1990-08-31,-0.9999999999999999,-1.0,0.15468262341256067,,-0.5901080983564346,,,0.01934241538289949,0.2055861472331147,-0.290481555193625,,,-0.07235416689539183,,0.10819913341912787,,0.9999999999999998,0.40616545395999654
1990-09-30,-1.0,-1.0,0.05922179374273387,,0.08447697134020668,,,-0.79487067976866,0.5113081382613375,-0.5522953430514834,,,-0.08257067378610401,,-0.10689572392312563,,1.0,0.6219007938828325
1990-10-31,-1.0,-0.9999999999999998,0.6954525277987171,0.26914254153507583,0.5061344723154174,,0.9668540466450968,-0.10202311850959356,0.6604447901366549,-0.8293294809620415,0.7185178480712722,,-0.26361965706522145,1.0,0.14206675863147933,-0.7937059520858973,-0.05332917912981592,0.7155367709154467
1990-11-30,1.0,1.0,-0.509196256342247,-0.2829528649803842,-0.05113543421621391,,-0.9704228905630615,0.6485640484274523,-0.7320217481971376,0.36052557883553527,-0.7284369453254108,,-0.05396932322739198,-1.0,0.3267745120730286,0.8023642735549877,0.9060593918086497,-0.6326658783983696
1990-12-31,1.0,0.9999999999999998,0.11874897145148212,0.7647347330842302,-0.2921173052090018,,-0.16866537407798365,0.28521559266323365,0.11816829540792283,-0.3482505068233999,0.3348661943854497,,-0.41185347555310947,-1.0,0.16999006436350458,-0.2243294074828332,0.9256128382217066,0.45615293612348395
1991-01-31,1.0,1.0,-0.45319729730710734,-0.9111133448136959,-0.08604221758876682,,-0.4862712116190503,-0.26187494202473877,-0.28589138209234793,-0.3573000266981878,-0.5742223650808354,,-0.05646114381104729,0.19125665332241495,-0.09068566793853554,0.6365327383969729,-0.8153877311187655,-0.22964828321898176
