Date,pe,pe,pb,pb,mom,mom,cfni,cfni,art,art,leve,leve,quick,quick,a_turn,a_turn
1992/1/31,-0.132288146,0.069112429,-0.176890822,-0.12864702,-0.084214347,-0.363744337,0.028871455,-0.004339614,0.12833905,-0.104972953,0.056109056,0.123120714,-0.063338288,-0.112630878,-0.002925348,-0.036639869
1992/2/28,-0.116263023,0.05539127,-0.181691169,-0.079305963,0.027474999,-0.039829375,0.002800838,-0.085040941,-0.049013684,-0.229895088,-0.052526029,-0.062108392,0.178853311,0.010032959,-0.001525714,-0.141514261
1992/3/31,-0.131565722,0.022292194,-0.165763788,-0.36786618,0.103910561,-0.142884712,-0.066722233,0.042669194,0.158651435,-0.014876903,-0.111015475,0.04166317,-0.161569829,0.042689177,0.129518761,-0.099464639
1992/4/30,0.124705669,0.12182138,0.071980134,-0.354631807,-0.496206177,-0.007333079,0.072708087,-0.009856065,-0.059258473,0.002644833,-0.040883984,-0.000936513,-0.033538004,-0.060690997,-0.109511951,-0.154244392
1992/5/29,0.012758701,0.102897693,-0.031373039,0.143631513,-0.244180538,-0.4219062,-0.087366598,0.048284524,-0.038550615,0.164567803,-0.128680037,0.131923436,-0.173997094,-0.073979983,-0.079540064,0.046407996
1992/6/30,-0.100480402,-0.269236965,0.12070993,0.109577126,-0.060833438,-0.076925928,-0.015931005,0.21446325,0.070547328,0.129631261,-0.1777823,0.08580333,0.028393904,-0.071411441,-0.160836365,-0.024054936
1992/7/31,-0.118429318,0.198756234,-0.071858847,-0.216011378,-0.00428992,-0.076356924,0.007338628,0.090084331,0.027663507,-0.162318774,0.009558786,-0.01070801,0.048266378,-0.184687042,-0.142910828,0.067860891
1992/8/31,-0.115217406,0.261539364,0.055637851,0.053556598,-0.172608134,-0.322688894,0.13838168,0.271188661,-0.087626815,0.043953301,-0.264649272,-0.173704812,0.07884929,-0.044949585,-0.112156765,0.054049926
1992/9/30,0.168143671,-0.158036601,-0.195479335,0.156248424,-0.087570161,-0.10663317,0.067843994,-0.082909736,-0.072804946,0.116694256,0.013849627,-0.103387591,-0.001964633,0.245967633,-0.006778406,0.082571649
1992/10/30,-0.271539617,-0.04198272,-0.228702266,0.027241921,-0.001290933,-0.300702439,-0.063306276,-0.165563329,0.07764067,-0.101692302,-0.208277081,0.00579857,-0.103409133,0.061789069,0.13857331,0.088372973
1992/11/30,-0.195331164,-0.110504236,-0.04347294,-0.111411448,0.207008492,-0.238269747,-0.20271599,0.001693346,0.032502543,0.304547646,-0.040757131,0.184084218,0.062423204,-0.122291699,0.252458337,0.058666272
1992/12/31,-0.031189187,0.013308156,0.109545611,-0.029089562,0.092516551,-0.077379044,-0.076492866,-0.096747505,-0.275802205,0.164947876,0.03362846,0.002542527,0.081900164,0.214032432,-0.104832975,-0.170262376
1993/1/29,-0.011630619,0.063894609,-0.08886677,-0.037747137,0.053996417,0.057282445,0.015889774,0.086925653,-0.015648038,-0.029777582,0.123382206,0.251262313,0.080321642,0.059434108,0.051701658,-0.03233469
1993/2/26,0.224528265,0.103681469,0.104950944,0.014567906,0.018612498,-0.25740364,0.244915508,-0.043957307,-0.128955619,-0.085008324,0.04592544,0.013684321,-0.055404313,-0.116899604,-0.272092654,-0.188644445
1993/3/31,0.056733063,-0.116855886,0.059064349,0.06613784,-0.036280692,0.142781197,0.071347688,0.014400444,-0.066934222,0.099073306,0.128465153,-0.046380863,-0.011679784,-0.032456666,0.120481999,0.074868825
1993/4/30,0.153288758,0.128734695,-0.074073082,-0.222314732,-0.179599009,-0.08499489,0.050641332,0.012190324,-0.002617161,0.087422422,0.155637324,-0.079739051,-0.128482631,-0.046910452,-0.085524939,-0.142710317
1993/5/31,0.108150975,-0.091982306,0.027753349,0.098279715,-0.013217925,0.138497493,0.051894071,0.081181112,-0.0566362,-0.034172827,-0.11204443,-0.070530484,0.033902369,-0.030271782,-0.190157039,0.283374224
1993/6/30,0.010174971,-0.071249125,-0.035636039,-0.064626754,-0.048980743,0.120991165,0.198424201,-0.013098272,-0.03671976,-0.208760379,0.217740707,0.158499057,0.098823752,-0.167995384,-0.273889402,-0.166772253
1993/7/30,-0.031473724,-0.068007535,-0.203053397,0.390620283,-0.111678399,0.069736491,-0.149449107,0.094800992,0.038107268,-0.059861967,0.058374724,0.28750012,0.068294562,-0.180050389,-0.089652848,-0.094886264
1993/8/31,-0.059554895,-0.121400089,-0.112823169,0.052508994,0.257922436,0.030686437,0.163604734,-0.155611214,-0.109463394,-0.109896328,-0.044194608,-0.054232219,-0.190839382,-0.0109175,-0.006577446,0.091811502
1993/9/30,-0.164927815,-0.161346275,0.005559816,-0.133856605,-0.007515636,0.022568254,0.086716452,-0.030757907,-0.028858735,0.014578034,0.162136674,-0.115093338,-0.17790527,0.003240414,-0.17121174,-0.076968102
1993/10/29,-0.053067137,0.434659239,-0.031526145,0.124117324,-0.070344644,-0.024585403,-0.268106816,-0.12394281,0.062205267,0.169007649,-0.019492721,-0.076210948,-0.014078798,0.114226786,0.166804769,0.050178865
1993/11/30,-0.104434032,0.032721082,0.161390558,-0.13364418,-0.313153172,0.018043505,-0.011815936,-0.096760994,-0.061707597,0.200719311,-0.049834357,-0.079528401,0.033307455,-0.12043907,0.124660069,0.128975377
1993/12/31,-0.065522064,0.086055962,-0.16383083,-0.04221339,-0.040763209,0.075736225,0.132863723,0.158190078,0.284416394,-0.192280373,-0.148561105,-0.106825175,-0.124019101,-0.045828645,0.182366686,-0.333316038
1994/1/31,-0.007579129,-0.205684893,0.008117385,0.09921427,0.081316963,0.040874385,0.178511209,0.209051155,-0.124209959,0.040219145,0.121825382,-0.060785102,0.056519661,0.007319421,-0.050836709,-0.011964958
1994/2/28,0.060205332,-0.013454052,-0.056957548,0.090874342,0.206464537,-0.10135664,-0.025666296,-0.148045243,0.118843515,0.191484135,-0.025538197,-0.198645498,-0.061557581,0.057958917,0.307039311,0.361071686
1994/3/31,0.046262546,0.044247489,0.045290049,0.013580021,0.140152907,0.073599268,0.030924034,0.04342474,-0.054617445,0.15123327,-0.094367056,-0.035364252,0.005777025,0.136221948,0.036104792,0.046791555
1994/4/29,0.139598945,-0.131301425,-0.088808918,-0.096881517,-0.071780897,-0.013010451,0.064317482,-0.051306859,0.062362111,-0.038428686,0.089093788,0.349677284,-0.367639088,-0.104837238,-0.122872532,-0.173317221
1994/5/31,0.151065909,0.204427372,0.161224668,0.154527444,-0.126274139,-0.23513666,-0.191789615,0.156145913,-0.286878231,-0.046165491,-0.026570196,0.000637584,0.091416784,0.158493915,-0.226032285,-0.012992392
1994/6/30,-0.045163454,0.014449775,0.075416969,-0.053394678,0.054561597,-0.463467749,0.10386368,0.165780058,-0.035848844,0.022211657,-0.074810014,0.210550108,0.327628501,-0.122217437,-0.080311133,-0.019928208
1994/7/29,-0.103565124,0.006598178,-0.08821666,-0.222427328,0.111203318,0.054848196,-0.071962801,0.069972311,-0.069415786,-0.326044261,0.088271945,0.116918089,-0.084132281,0.054751995,-0.146150062,0.019843811
1994/8/31,0.216787748,-0.067406153,0.033409788,0.095035131,-0.237767828,0.130412913,0.103891306,0.128666158,-0.001385783,0.091944592,-0.13836209,-0.179723436,0.050949837,-0.158977144,0.131775029,0.030336419
1994/9/30,0.033482927,-0.047029495,0.071129108,0.028968266,-0.019483771,0.013829026,0.074929221,0.25485528,-0.25453778,0.113169119,-0.026679327,-0.16694162,0.089741156,-0.022360675,0.022550853,-0.083299338
1994/10/31,-0.164414768,0.11179662,0.105424311,0.125539833,-0.192217602,-0.069238009,-0.07700618,0.041397847,0.002901133,-0.272157615,-0.096108864,-0.143117994,-0.003980187,0.275803421,0.113314846,0.017704887
1994/11/30,-0.095876046,-0.202258114,-0.11917826,0.030383458,-0.053624128,-0.151102073,-0.047877057,-0.05808867,0.106749259,-0.102806571,-0.127855146,-0.155028717,-0.013484231,0.074771686,0.050188119,0.108574167
1994/12/30,-0.012524775,-0.167267072,-0.041926596,0.002564306,0.026988311,0.060581326,-0.061765043,-0.055407688,-0.100750544,-0.152578462,-0.017892161,-0.135875731,-0.092427857,0.094259998,-0.026980876,0.047729606
1995/1/31,0.065306838,-0.068443069,-0.013078216,-0.070776114,0.147896963,-0.299802122,-0.089921011,-0.035371941,0.148187911,0.157045937,0.027449935,0.191579027,-0.259108582,-0.12184481,-0.049210519,-0.362932812
1995/2/28,0.005942295,0.014328609,0.119679585,-0.084731974,0.025243967,-0.025273449,0.007122985,-0.224739419,-0.275701844,-0.118263445,0.192886712,0.082058952,0.143970863,0.220866504,-0.112739168,0.02942614
1995/3/31,0.03207165,0.044186297,0.057138092,0.133676805,-0.03284963,-0.054898836,-0.087357053,0.117751935,-0.073756113,0.066689102,-0.12094641,-0.05337126,0.161974118,0.247140029,-0.057386178,0.254572894
1995/4/28,0.041483853,-0.189877785,-0.216931676,-0.005871024,0.064680267,0.187887,-0.095780419,-0.063845823,-0.199308195,-0.087035617,0.166878558,0.208473602,-0.067939291,0.024569497,-0.19501099,-0.100912734
1995/5/31,-0.139131412,-0.023903878,-0.181839835,-0.033439271,-0.117221771,0.112555723,-0.044580277,-0.129907125,0.091353242,0.02784315,-0.023522343,0.040711081,-0.081641636,0.003842472,-0.117509454,-0.232107016
1995/6/30,0.125188815,0.025265834,0.05267619,0.068622647,0.026419882,0.234433649,0.019981112,-0.101470007,0.274067602,-0.00466314,-0.145241989,-0.046278511,0.023796733,0.054199118,0.188912831,0.028075355
1995/7/31,-0.200069835,-0.090399859,0.070059447,0.109691728,-0.151449122,0.094805532,0.044012933,0.090084161,-0.122190531,0.146492274,-0.072397615,0.007866355,-0.118542185,-0.084797164,0.014409507,0.270478902
1995/8/31,0.107078458,0.23931986,-0.009505119,0.150396232,-0.025872855,0.373951919,0.284344397,-0.071719671,-0.07070555,-0.274399691,-0.034210695,-0.05233346,0.238100334,0.196167667,-0.294081518,-0.229490358
1995/9/29,-0.214388372,-0.069849852,0.205871523,-0.04473425,0.065438409,-0.019309171,-0.017038913,0.161715418,0.162180341,0.129447201,-0.208297264,-0.076242895,-0.033602058,-0.169501966,-0.158730448,-0.020747235
1995/10/31,-0.008771918,-0.278513306,0.108965455,0.061203006,-0.059407061,0.079554747,-0.11528904,-0.157970777,0.166927511,-0.031154582,-0.0990645,-0.075924256,0.169643189,-0.064127613,0.025158702,-0.016237267
1995/11/30,0.02513417,0.161111285,0.015110048,-0.107022423,-0.089088919,-0.279099086,-0.363386302,0.106513916,0.163352418,-0.12917412,0.150199409,0.103238905,-0.141976743,-0.028007482,-0.106778347,-0.144543319
1995/12/29,0.01705165,0.035116174,0.066983848,-0.1693385,0.000307128,-0.025006485,-0.028957441,0.235241768,0.007948435,-0.092826816,0.100890484,0.264498214,-0.051041486,-0.246549499,-0.166637954,-0.168592628
1996/1/31,0.08516248,-0.032734249,0.171583943,0.111088894,-0.077358326,0.149588405,-0.055753633,-0.055875711,-0.146990803,0.079546115,0.062643216,0.006519789,0.243172955,0.045582296,-0.137119552,-0.206381607
1996/2/29,-0.121233208,-0.102247319,0.048139886,0.036958164,0.111176601,0.136922635,0.080487973,0.151461429,-0.015172957,0.208991622,0.045984274,-0.132013705,0.022525433,-0.020685192,0.126954186,0.218927503
1996/3/29,0.11450607,0.076087919,-0.036494911,-0.123886853,0.160268931,0.028665,0.083759284,-0.156925522,0.129451009,0.162287586,0.224269176,0.079070248,0.014249865,-0.106681544,0.051231474,-0.218629759
1996/4/30,0.137598013,0.036640681,-0.130371725,-0.046253386,-0.069887865,-0.114041167,0.053977131,0.005768454,-0.046765995,0.099992538,-0.101576153,-0.004471161,0.250865427,0.112634315,0.125718641,0.046286022
1996/5/31,0.020194105,-0.144597441,0.118968893,0.043943055,-0.202655344,0.242025526,-0.021020208,-0.163505386,-0.08844844,0.278211749,0.107305924,0.092879807,-0.210074611,0.089865547,-0.02543769,0.048127969
1996/6/28,-0.127839258,-0.062428671,0.029002087,0.107077722,0.213584994,-0.113338624,-0.117862968,0.017669731,0.101908437,-0.037547016,0.178234773,0.03231357,-0.204853707,-0.189709904,-0.100336874,0.035693956
1996/7/31,-0.008592575,-0.165929166,0.095941931,0.065737701,-0.081389334,0.033164214,0.144729462,0.03499697,0.089770315,0.110982283,0.043862767,0.131731696,-0.169507952,-0.116387689,-0.010592851,-0.230179617
1996/8/30,0.046881377,-0.000793525,-0.016246173,-0.153085646,-0.045415717,0.137001394,0.049320625,0.081055225,-0.046532907,-0.135281144,0.056200487,-0.067434035,-0.073391769,0.135499111,0.046786747,-0.047298956
1996/9/30,-0.015111737,-0.080292885,0.258195387,-0.082438745,-0.01636225,-0.147778444,0.095377516,-0.129312109,-0.102258784,-0.439749514,-0.24461538,-0.179041715,0.054495405,0.289676295,-0.002134585,-0.013056907
1996/10/31,-0.015047662,-0.278495804,-0.061025492,-0.026903468,0.056651098,0.413025958,-0.080035142,0.13030205,-0.170843426,-0.048280054,-0.071181188,-0.029153924,-0.068526828,0.164065156,-0.036531315,-0.11611208
1996/11/29,-0.023807492,0.12856734,-0.039516858,0.06762453,-0.125434521,-0.206855376,-0.077838403,-0.111197541,-0.057644228,0.033923467,-0.17293432,-0.090223309,0.160435573,0.221216228,-0.130240902,0.039402531
1996/12/31,-0.002938601,-0.078028305,-0.064527842,0.002890181,0.067121997,-0.099882343,0.062667128,0.160218899,0.178287316,-0.020976354,0.174563776,0.181712756,-0.163688035,-0.133155067,0.073056226,-0.029448938
1997/1/31,-0.074155414,0.15535546,-0.004906578,0.033935781,0.059448238,0.052788589,-0.106768482,0.14565061,-0.289475198,-0.21866592,-0.090705024,-0.050340887,0.190063123,0.348147278,-0.072970644,-0.177441602
1997/2/28,0.024908578,-0.057888825,0.006970916,-0.048287427,-0.099780048,-0.389956676,0.081904136,-0.042853479,0.229196589,0.16696262,-0.062615372,0.182775236,-0.237218337,-0.452927393,0.107389961,-0.129055333
1997/3/31,-0.05187396,0.018609411,-0.171232666,-0.239413812,-0.12827971,0.207310614,0.083712148,0.029629748,0.104996662,0.120694989,-0.118903198,-0.057237458,0.002603729,0.055082866,0.176520386,0.197553772
1997/4/30,-0.289528453,-0.15816104,0.11118108,-0.019907487,0.171318011,0.270025048,-0.084119273,-0.107697087,0.0028401,-0.003021724,0.062418741,0.067086659,0.006011817,-0.026494179,-0.045472376,-0.029738661
1997/5/30,0.005097214,-0.098265012,-0.078008983,0.074635238,0.093164312,-0.171756195,0.041904019,0.004632249,-0.184181582,-0.108127472,-0.137877448,-0.140367337,-0.004088956,0.345910597,-0.041819131,0.029074644
1997/6/30,-0.234323042,0.021212901,-0.121432676,0.146966937,0.083212932,0.092009193,-0.06454832,0.132542734,0.021908011,-0.007855026,0.162201937,0.130331778,-0.194890957,-0.249699672,0.026407184,0.025929891
1997/7/31,-0.000256694,0.037138383,0.004336733,-0.035690945,-0.000284817,0.101456363,0.032873953,-0.085588275,0.096603545,-0.052980767,-0.044268512,-0.257354167,0.133979728,0.269759951,-0.085543977,-0.134947826
1997/8/29,-0.024084766,0.074392146,-0.01109473,-0.262779309,-0.24632222,0.008125862,0.299664513,-0.071546588,-0.035685014,0.031897974,0.205642845,0.002810139,-0.078425107,0.26615141,0.008042107,0.164933905
1997/9/30,0.087047664,-0.006388183,-0.203345534,-0.099966379,0.064964528,-0.003109481,0.020480901,0.0110821,0.153405223,0.120980865,-0.10852641,0.192416895,-0.061362502,-0.105686188,-0.00204449,-0.118071415
1997/10/31,-0.32019967,-0.225460066,0.212016293,0.008417887,-0.192065368,-0.125488938,-0.153034511,0.063867167,0.151343823,0.133460594,0.022051557,0.135757294,-0.29040074,-0.148755397,-0.04470201,0.141491196
1997/11/28,-0.235132069,-0.127124673,0.044562859,0.112004287,-0.078014518,-0.110710747,0.006261462,-0.105753435,-0.000108928,0.184862067,0.046904797,0.087325714,-0.305734687,-0.162295572,0.045460239,0.108922456
1997/12/31,-0.028446537,-0.30515979,-0.080884126,-0.163685605,0.201811017,0.034285806,0.073174713,-0.300032299,0.04511014,0.043796797,0.079352172,0.117761678,-0.170446427,-0.212949757,-0.194479564,-0.122600171
1998/1/30,0.057686796,0.065206571,0.142448912,0.227556113,-0.079987406,-0.130064538,-0.151981713,0.068704164,0.120072641,-0.126977474,0.201705858,0.138294584,-0.067592613,0.124515399,0.172992911,0.08174815
1998/2/27,-0.117204293,-0.008486246,0.120329585,-0.120925772,0.024165252,-0.149475362,-0.123932197,0.026021288,0.035030644,-0.08853279,-0.259695083,-0.156033661,0.320833881,0.283458022,0.099515625,0.070108946
1998/3/31,0.006621262,-0.083787406,0.059894981,0.059685191,0.28372401,-0.115838864,-0.017035856,0.118060597,0.146609284,-0.03218474,0.180041763,0.072247108,-0.107473029,-0.076674484,-0.052384888,-0.011679623
1998/4/30,-0.050575078,0.036825129,0.066141062,0.037192975,-0.032035654,0.031054587,0.019440757,-0.055533358,-0.106259478,0.073559761,-0.129929742,-0.260934065,-0.021241427,0.236272156,0.008385764,0.091194721
1998/5/29,-0.231862063,-0.024190866,-0.001654806,0.15010278,0.233258074,0.291846979,0.008583638,-0.035188745,0.159274622,0.172939936,0.102321059,0.064410667,-0.09024579,-0.226266753,0.006915985,0.042933897
1998/6/30,-0.027820329,0.155008006,0.112800963,0.242605131,0.381491454,0.578544403,0.115766412,-0.054134181,0.190448585,0.128656408,0.113497336,-0.133736982,0.075672622,0.045917587,0.023866249,0.029859257
1998/7/31,-0.176463076,0.09450072,0.099883335,0.054441416,0.162995814,0.290387048,0.059156116,-0.027146741,-0.009564518,0.06025467,-0.02869022,0.058164618,0.153423157,-0.112707823,-0.076934732,0.075907728
1998/8/31,-0.091761091,-0.035734355,0.105998048,-0.105289136,-0.103154868,0.028849362,-0.157630861,-0.083297375,-0.060447555,0.058138282,-0.056223753,0.04434852,-0.127272492,-0.35697773,0.008320232,0.162251964
1998/9/30,0.112044355,0.231279856,-0.09371966,0.020948693,-0.189518049,-0.07303594,-0.162531336,0.031729033,-0.045711477,-0.048815561,0.064465587,-0.226696117,0.131285703,0.254817274,-0.11126809,-0.096842213
1998/10/30,-0.05850047,-0.075947636,-0.046123369,-0.072163309,-0.382327633,-0.429080436,-0.147293212,-0.024671538,-0.06299579,6.66E-05,-0.072908082,0.027810474,0.29178182,0.069760815,-0.090807731,0.065181731
1998/11/30,0.088479556,-0.003665406,0.086149404,0.004345689,0.119448961,-0.059907609,-0.218093992,-0.210175519,0.138643226,0.217387253,-0.032289907,-0.127658914,0.035636862,-0.062816451,0.096046214,0.009069951
1998/12/31,-0.182804427,-0.07224528,0.151776704,0.289818228,0.541553947,0.454156651,0.062532538,-0.025672787,0.208970693,0.275401414,-0.11445742,-0.066308054,0.037550363,0.06234784,0.171451641,0.104871669
1999/1/29,0.074301524,0.052333135,0.195833549,0.103230234,0.074545938,0.240599058,-0.148507674,0.125592555,0.048012674,0.065727592,0.039801954,-0.189764228,0.199581399,0.237905161,0.206070201,0.085831915
1999/2/26,-0.078486621,0.188247279,-0.017575556,0.028715728,-0.196440151,-0.356055536,-0.035266069,0.113512669,0.242048003,0.10156406,-0.001779983,0.116331538,-0.090781241,-0.298557726,0.031724999,-0.046265854
1999/3/31,0.190608121,0.079404637,0.049541486,0.239635826,-0.167766809,0.051493075,0.385395493,0.107987554,0.054096452,-0.015341407,0.106015867,0.034403942,0.137768681,0.103754928,-0.169285241,-0.178078026
1999/4/30,-0.055974437,0.147728723,-0.335991264,-0.043824857,-0.26409989,-0.31224395,0.024891455,0.216523007,-0.088733784,-0.121647227,0.120943736,0.051524164,0.003307397,-0.147117008,-0.331813083,-0.171044336
1999/5/31,0.157903785,-0.279696567,-0.069309755,-0.15213316,-0.310088889,-0.235274078,0.048832937,-0.283512868,-0.088277548,-0.05883465,-0.051777681,-0.033339599,0.105080133,0.136042802,0.012928215,0.189691687
1999/6/30,0.027083974,0.284635567,0.282164531,0.080011482,0.38854593,0.150239298,-0.039721601,0.211192823,0.15541373,-0.240830891,-0.254786564,-0.088671746,0.13114302,0.376246934,0.205395854,-0.014754701
1999/7/30,0.095204465,-0.01233114,0.044653624,0.095555656,0.188864569,0.012362063,0.018156364,-0.009343824,0.026240648,-0.457345221,-0.151355565,-0.146065394,-0.019089722,0.278841105,0.129846,0.062596169
1999/8/31,0.183419237,0.217964139,0.020507156,0.167008401,-0.031576551,0.229936492,0.140346448,0.131032358,-0.254377079,-0.031602369,-0.032614803,-0.28748219,0.17607854,0.279757406,-0.222549458,0.112076918
1999/9/30,0.112761795,0.103882933,0.162466861,-0.353596258,-0.006847901,0.087101941,0.282388344,0.152277721,0.105992123,0.13573782,0.073362636,-0.098453252,0.120058401,0.141927872,-0.007288756,-0.070137478
1999/10/29,-0.070889272,0.009886725,0.193586644,0.132634306,0.099272577,-0.144965973,-0.107756467,0.065752531,-0.012196683,0.146056727,-0.103844352,-0.127191826,0.145248483,0.079383785,-0.181740157,-0.190388196
1999/11/30,0.018995498,0.1317226,0.138457882,0.224070334,0.42233513,0.214119176,-0.034726363,0.090751675,-0.038023518,-0.020607335,-0.228706575,-0.240453409,0.369346412,0.368786092,0.1142226,0.259769767
1999/12/31,0.222865262,0.118727315,0.034950137,0.06263459,0.311969805,0.400232324,0.12475076,0.112538398,-0.116214852,0.054330075,-0.255723998,-0.18062828,0.386606248,0.30825889,-0.059575849,0.050393957
2000/1/31,-0.108415074,0.106282402,0.000477729,-0.036729138,-0.050433193,0.102343216,0.054965814,-0.116998426,-0.205278371,0.001594249,0.033870369,-0.028609345,0.133217889,0.108249928,-0.153543833,-0.003839859
2000/2/29,0.090591051,0.464428793,0.268272032,0.427280255,0.471808038,0.658162655,-0.120371157,0.011814135,-0.077809663,0.029726509,-0.082523352,-0.36371152,0.362232947,0.523103136,0.112560096,0.081414683
2000/3/31,-0.336928061,-0.175057357,-0.367955949,-0.294967659,-0.331619154,-0.279669675,-0.032368451,-0.007673402,-0.057671213,0.087856142,0.084889561,-0.018296327,-0.208704982,-0.321578242,-0.195760085,0.074374537
2000/4/28,-0.122538497,-0.185557565,-0.219372278,-0.16152394,-0.319367089,-0.190614599,-0.017167964,0.086264855,-0.050538632,0.039570801,0.183892752,0.200117627,-0.332706104,-0.296235799,0.198895695,-0.063392833
2000/5/31,-0.052845894,-0.098865759,-0.250699673,-0.074652742,-0.24623557,-0.275291834,0.100673425,0.048464713,-0.177459889,0.009455762,-0.020724176,0.150528989,-0.16434205,-0.176294867,-0.350493759,-0.135510891
2000/6/30,0.037272391,0.286362942,0.08456881,0.390012725,0.235095268,0.266972092,-0.032808951,0.031426633,-0.088256111,-0.024832464,-0.056418906,-0.204549729,0.258397483,0.27836231,0.049869214,0.113355942
2000/7/31,0.057136387,-0.10330803,-0.104839073,-0.105430483,-0.071767859,-0.095717492,-0.069430691,-0.173478488,0.093343886,-0.044036858,0.09082862,0.19261201,-0.063579842,-0.192179124,-0.101786825,0.03296109
2000/8/31,-0.041326438,0.172855828,-0.177405716,0.210640798,-0.01586582,0.149385212,-0.164274462,0.005652701,-0.373135365,0.001619908,0.073992664,-0.226835589,0.258625426,0.295959002,-0.253657934,-0.175778818
2000/9/29,-0.144138608,0.094115544,-0.084621342,0.033547932,0.368508745,0.036972501,-0.102879189,0.028680557,0.049157166,0.175663135,0.253941221,0.156839458,-0.353440408,-0.141954509,0.053534659,0.051095221
