Date,eps,sps,prof_mar,lgro,roic,ninc,gmar,cfo,cf,sg,fpe,fpb,pe,pb,mom,cfni,art,ar,goodwill,leve,tar,rc,inv_turn,spread,quick,a_turn
1990-04-30,0.08775322252179349,0.052389396352394556,0.03671381995053412,,,0.05483077308516047,,,,0.017793796631564187,,,0.0871899870892489,0.05764025184956513,-0.05942509753361367,0.02156840612404014,0.031631034693768156,0.031631034693768156,,-0.11931189752785343,,,,,-0.00279958503018296,0.03163103469376809
1990-05-31,-0.023434163495970994,0.01947244775034819,0.204551136438769,,,0.06214409591826929,,,,0.09288754596300412,,,0.09397171505153017,0.2502433451978911,0.037914250725137724,0.0015701397862215836,-0.016450207115566703,-0.016450207115566703,,-0.10598514318938593,,,,,0.279643968211619,-0.016450207115566808
1990-06-30,-0.006115377567573554,-0.010431603261690398,0.12770525309398606,,,0.05804792292678731,,,,0.04083200217727852,,,-0.024125578425050743,0.1614581775373472,0.06881079446670371,-0.05700210610930952,0.07681698795089305,0.07681698795089305,,-0.14909125198134765,,,,,0.006344742940249504,0.07681698795089298
1990-07-31,-0.09736321679300732,-0.20830042001057847,0.10481857415334156,,-0.10835491902161706,-0.013562589889228425,,,-0.0936154830146185,-0.06653172022552063,,,-0.03340392612812385,0.06727608045572113,-0.07081720328716816,-0.03692489908859759,-0.0031633855328775293,-0.0031633855328775293,,0.03495018137214006,,,-0.03594727400526645,,-0.05377066377191684,-0.07698889492993141
1990-08-31,-0.08161633518895808,-0.0185320238299731,0.06259598577944762,,-0.044462479894872405,0.19764936897491914,,,-0.024550308817209314,-0.041618907282520455,,,0.029553402237935927,-0.01520460174563228,0.11306068853660681,-0.13885381547501827,0.024668421768242837,0.024668421768242837,,-0.3314461688258002,,,-0.0534726480682702,,-0.06522738653223517,-0.053409592201786114
1990-09-30,-0.08408129567600692,-0.08921508040134009,0.12026926243685725,,-0.04002128786126014,0.007753245911266821,,,-0.07529735518661902,-0.01339142460468216,,,-0.00298534433889558,0.07257914635538211,0.33941429046100774,-0.292938119318297,-0.0030393192423670565,-0.0030393192423670565,,-0.14177309966942103,,,0.034793807584230514,,0.041924737943509455,0.03306819024309581
1990-10-31,0.12781153072645,0.06148892362118149,0.12360676288050881,,0.022642316392935798,0.08377260888529336,,,0.04381372638254648,0.018823835996359537,,,0.07111744128155303,0.1583340995386209,0.2770537000960116,-0.11014593341586917,0.010292167961723291,0.010292167961723291,,-0.07769077205688829,,,0.014479546160730794,,-0.02237167331160148,0.006468042465974351
1990-11-30,-0.015551776776165368,0.015225461232232104,0.08803761346087761,,0.17281618745098387,0.02935062484484418,,,-0.019049788288867477,0.2056136489779958,,,0.14728129680284235,-0.02750111687319336,-0.15779062246797418,0.004122159571934426,0.10801266877137676,0.10801266877137676,,-0.18098875839483544,,,0.03442508629077719,,0.13759030307048853,0.07071597894737217
1990-12-31,0.09164344228340282,0.051443666549140336,0.022997000566870814,,0.08450909422531307,-0.00790379796115205,,,0.01544038148204585,0.0627353698880844,,,0.07976004774455872,-0.2587302371016802,-0.16360971836428043,-0.00048474713011477995,0.011138021995780963,0.011138021995780963,,0.04839450686560472,,,0.04244049220680289,,-0.006311402852861742,0.05372782984971683
1991-01-31,0.1834080874671941,0.017662033829496014,-0.2646826062250629,,0.02544580144884787,-0.05201140276417614,,,0.010255165353318236,0.0032089597103460332,,,-0.03296566216897585,-0.16659449793359607,-0.45215168442958764,0.09524157773037238,-0.010553599841662414,-0.010553599841662414,,0.3216952663054103,,,-0.04617039742988993,,0.03821842773751075,-0.009954815832070375
1991-02-28,-0.07103993849936202,-0.015338540681506698,0.014753641653775282,,0.0052279303889994876,0.030875892910750585,,,-0.057387481630473434,0.04486329550229848,,,0.043240915497245826,0.07614054076115104,-0.24859660365551772,0.10374498124434542,0.0515008333347074,0.0515008333347074,,0.06357756119862792,,,0.0501791638710993,,0.1078275942020577,0.006477719929472838
1991-03-31,0.04094493476769022,-0.019493918471366802,0.010256363573961386,,0.14132321626785135,-0.06589187589941631,,,0.04473725560860581,0.060968097107108,,,-0.10531340102318275,0.07549597661381498,0.28044717575846895,0.012686461551088416,-0.029671757512965906,-0.029671757512965906,,0.04726254746605624,,,-0.035435608130839374,,-0.001844795430368845,0.09628121308780264
1991-04-30,0.046532267518337014,-0.018107371324506464,0.09835110445136759,,-0.0401864233532397,0.11174203346333779,,,-0.007548432334215981,0.022164823124622354,,,0.04012122246808275,0.05485936531056752,0.01938152411716374,0.07858241987676254,0.029105952672073162,0.029105952672073162,,-0.09256332152039458,,,-0.0075347335596775405,,-0.08451266957562456,-0.09738687983447722
1991-05-31,0.03247959103972632,0.14234313053286532,-0.06199951400254442,,-0.012474550260250598,-0.0014410805801692243,,,0.06363609427370306,-0.12713643878892586,,,0.21626637334085905,-0.0864798270849729,0.10572044732258166,-0.04776842564425579,0.0015670239818894142,0.0015670239818894142,,0.14842284880099513,,,0.03468638714863665,,0.08104971983508982,0.08700338809463705
1991-06-30,-0.0020482766743976305,0.04249504323006657,0.013645534443025641,,0.055385636821306164,-0.03335675615674723,,,-0.03655231889049543,-0.123040992683027,,,-0.18376653481265814,0.06437324652144887,-0.12004024779398165,-0.1640413522938278,-0.032274009792906004,-0.032274009792906004,,-0.10483372490987361,,,-0.11657852140655853,,-0.07852784094409294,0.018782494388583912
1991-07-31,0.06417805347662583,-0.03266778008690821,0.175391390411081,,0.18792460868832198,0.04203652011772131,,,-0.01059493481550941,-0.004150166649513916,,,0.1711225772949373,0.1504268371172973,0.07519162748510066,-0.04539111615948267,0.005787540688859507,0.005787540688859507,-0.056379873498908266,0.09411987668179189,,,-0.0007362233670637776,,0.05171875056544815,0.024381286615845568
1991-08-31,0.031061661625848218,0.01746471071101385,-0.057739594011151675,,0.09791061791714613,-0.31005196558389403,,,0.07346692919985617,-0.11097803671809235,,,0.03979945186699358,0.028344375928119194,0.13621947600073384,0.10516973734758422,-0.015386804735772601,-0.015386804735772601,-0.06887109512940352,-0.030708970359242683,,,0.038906530651674716,,-0.056730349656870675,-0.0022117051219019456
