datadate,gind,gsector,gsubind,naics,sic,spcindcd,tic
10/31/1990,452010,45,45201020,334210,3661,180,ADCT
10/31/1991,452010,45,45201020,334210,3661,180,ADCT
10/31/1992,452010,45,45201020,334210,3661,180,ADCT
10/31/1993,452010,45,45201020,334210,3661,180,ADCT
10/31/1994,452010,45,45201020,334210,3661,180,ADCT
10/31/1995,452010,45,45201020,334210,3661,180,ADCT
10/31/1996,452010,45,45201020,334210,3661,180,ADCT
10/31/1997,452010,45,45201020,334210,3661,180,ADCT
10/31/2004,452010,45,45201020,334210,3661,180,ADCT
10/31/2005,452010,45,45201020,334210,3661,180,ADCT
10/31/2006,452010,45,45201020,334210,3661,180,ADCT
10/31/2007,452010,45,45201020,334210,3661,180,ADCT
10/31/2008,452010,45,45201020,334210,3661,180,ADCT
9/30/2009,452010,45,45201020,334210,3661,180,ADCT
9/30/2010,452010,45,45201020,334210,3661,180,ADCT
12/31/1990,203020,20,20302010,481111,4512,605,AAL
12/31/1991,203020,20,20302010,481111,4512,605,AAL
12/31/1992,203020,20,20302010,481111,4512,605,AAL
12/31/1993,203020,20,20302010,481111,4512,605,AAL
12/31/1994,203020,20,20302010,481111,4512,605,AAL
12/31/1995,203020,20,20302010,481111,4512,605,AAL
12/31/1996,203020,20,20302010,481111,4512,605,AAL
12/31/1997,203020,20,20302010,481111,4512,605,AAL
12/31/1998,203020,20,20302010,481111,4512,605,AAL
12/31/1999,203020,20,20302010,481111,4512,605,AAL
12/31/2000,203020,20,20302010,481111,4512,605,AAL
12/31/2001,203020,20,20302010,481111,4512,605,AAL
12/31/2002,203020,20,20302010,481111,4512,605,AAL
12/31/2003,203020,20,20302010,481111,4512,605,AAL
12/31/2004,203020,20,20302010,481111,4512,605,AAL
12/31/2005,203020,20,20302010,481111,4512,605,AAL
12/31/2006,203020,20,20302010,481111,4512,605,AAL
12/31/2007,203020,20,20302010,481111,4512,605,AAL
12/31/2008,203020,20,20302010,481111,4512,605,AAL
12/31/2009,203020,20,20302010,481111,4512,605,AAL
12/31/2010,203020,20,20302010,481111,4512,605,AAL
12/31/2011,203020,20,20302010,481111,4512,605,AAL
12/31/2012,203020,20,20302010,481111,4512,605,AAL
12/31/2013,203020,20,20302010,481111,4512,605,AAL
12/31/2014,203020,20,20302010,481111,4512,605,AAL
12/31/2015,203020,20,20302010,481111,4512,605,AAL
12/31/2016,203020,20,20302010,481111,4512,605,AAL
12/31/2017,203020,20,20302010,481111,4512,605,AAL
12/31/1990,551010,55,55101010,2211,4911,705,PNW
12/31/1991,551010,55,55101010,2211,4911,705,PNW
12/31/1992,551010,55,55101010,2211,4911,705,PNW
12/31/1993,551010,55,55101010,2211,4911,705,PNW
12/31/1994,551010,55,55101010,2211,4911,705,PNW
12/31/1995,551010,55,55101010,2211,4911,705,PNW
12/31/1996,551010,55,55101010,2211,4911,705,PNW
12/31/1997,551010,55,55101010,2211,4911,705,PNW
12/31/1998,551010,55,55101010,2211,4911,705,PNW
12/31/1999,551010,55,55101010,2211,4911,705,PNW
12/31/2000,551010,55,55101010,2211,4911,705,PNW
12/31/2001,551010,55,55101010,2211,4911,705,PNW
12/31/2002,551010,55,55101010,2211,4911,705,PNW
12/31/2003,551010,55,55101010,2211,4911,705,PNW
12/31/2004,551010,55,55101010,2211,4911,705,PNW
12/31/2005,551010,55,55101010,2211,4911,705,PNW
12/31/2006,551010,55,55101010,2211,4911,705,PNW
12/31/2007,551010,55,55101010,2211,4911,705,PNW
12/31/2008,551010,55,55101010,2211,4911,705,PNW
12/31/2009,551010,55,55101010,2211,4911,705,PNW
12/31/2010,551010,55,55101010,2211,4911,705,PNW
12/31/2011,551010,55,55101010,2211,4911,705,PNW
12/31/2012,551010,55,55101010,2211,4911,705,PNW
12/31/2013,551010,55,55101010,2211,4911,705,PNW
12/31/2014,551010,55,55101010,2211,4911,705,PNW
12/31/2015,551010,55,55101010,2211,4911,705,PNW
12/31/2016,551010,55,55101010,2211,4911,705,PNW
12/31/2017,551010,55,55101010,2211,4911,705,PNW
12/31/1990,351010,35,35101010,325412,2834,280,ABT
12/31/1991,351010,35,35101010,325412,2834,280,ABT
12/31/1992,351010,35,35101010,325412,2834,280,ABT
12/31/1993,351010,35,35101010,325412,2834,280,ABT
12/31/1994,351010,35,35101010,325412,2834,280,ABT
12/31/1995,351010,35,35101010,325412,2834,280,ABT
12/31/1996,351010,35,35101010,325412,2834,280,ABT
12/31/1997,351010,35,35101010,325412,2834,280,ABT
12/31/1998,351010,35,35101010,325412,2834,280,ABT
12/31/1999,351010,35,35101010,325412,2834,280,ABT
12/31/2000,351010,35,35101010,325412,2834,280,ABT
12/31/2001,351010,35,35101010,325412,2834,280,ABT
12/31/2002,351010,35,35101010,325412,2834,280,ABT
12/31/2003,351010,35,35101010,325412,2834,280,ABT
12/31/2004,351010,35,35101010,325412,2834,280,ABT
12/31/2005,351010,35,35101010,325412,2834,280,ABT
12/31/2006,351010,35,35101010,325412,2834,280,ABT
12/31/2007,351010,35,35101010,325412,2834,280,ABT
12/31/2008,351010,35,35101010,325412,2834,280,ABT
12/31/2009,351010,35,35101010,325412,2834,280,ABT
12/31/2010,351010,35,35101010,325412,2834,280,ABT
12/31/2011,351010,35,35101010,325412,2834,280,ABT
12/31/2012,351010,35,35101010,325412,2834,280,ABT
12/31/2013,351010,35,35101010,325412,2834,280,ABT
12/31/2014,351010,35,35101010,325412,2834,280,ABT
12/31/2015,351010,35,35101010,325412,2834,280,ABT
12/31/2016,351010,35,35101010,325412,2834,280,ABT
12/31/2017,351010,35,35101010,325412,2834,280,ABT
9/30/1990,452010,45,45201020,334210,3661,180,AMT.1
9/30/1991,452010,45,45201020,334210,3661,180,AMT.1
9/30/1992,452010,45,45201020,334210,3661,180,AMT.1
9/30/1993,452010,45,45201020,334210,3661,180,AMT.1
9/30/1994,452010,45,45201020,334210,3661,180,AMT.1
9/30/1995,452010,45,45201020,334210,3661,180,AMT.1
12/31/1991,453010,45,45301020,334413,3674,235,AMD
12/31/1998,501010,50,50101020,517110,4813,463,MCIP
12/31/1999,501010,50,50101020,517110,4813,463,MCIP
12/31/2000,501010,50,50101020,517110,4813,463,MCIP
12/31/2002,501010,50,50101020,517110,4813,463,MCIP
12/31/2003,501010,50,50101020,517110,4813,463,MCIP
12/31/2004,501010,50,50101020,517110,4813,463,MCIP
12/31/1990,351020,35,35102030,524114,6324,287,AET
12/31/1991,351020,35,35102030,524114,6324,287,AET
12/31/1992,351020,35,35102030,524114,6324,287,AET
12/31/1993,351020,35,35102030,524114,6324,287,AET
12/31/1994,351020,35,35102030,524114,6324,287,AET
12/31/1995,351020,35,35102030,524114,6324,287,AET
12/31/1996,351020,35,35102030,524114,6324,287,AET
12/31/1997,351020,35,35102030,524114,6324,287,AET
12/31/1998,351020,35,35102030,524114,6324,287,AET
12/31/1999,351020,35,35102030,524114,6324,287,AET
12/31/2000,351020,35,35102030,524114,6324,287,AET
12/31/2001,351020,35,35102030,524114,6324,287,AET
12/31/2002,351020,35,35102030,524114,6324,287,AET
12/31/2003,351020,35,35102030,524114,6324,287,AET
12/31/2004,351020,35,35102030,524114,6324,287,AET
12/31/2005,351020,35,35102030,524114,6324,287,AET
12/31/2006,351020,35,35102030,524114,6324,287,AET
12/31/2007,351020,35,35102030,524114,6324,287,AET
12/31/2008,351020,35,35102030,524114,6324,287,AET
12/31/2009,351020,35,35102030,524114,6324,287,AET
12/31/2010,351020,35,35102030,524114,6324,287,AET
12/31/2011,351020,35,35102030,524114,6324,287,AET
12/31/2012,351020,35,35102030,524114,6324,287,AET
12/31/2013,351020,35,35102030,524114,6324,287,AET
12/31/2014,351020,35,35102030,524114,6324,287,AET
12/31/2015,351020,35,35102030,524114,6324,287,AET
12/31/2016,351020,35,35102030,524114,6324,287,AET
12/31/2017,351020,35,35102030,524114,6324,287,AET
12/31/1990,401010,40,40101010,522120,6035,840,AHM.1
12/31/1991,401010,40,40101010,522120,6035,840,AHM.1
12/31/1992,401010,40,40101010,522120,6035,840,AHM.1
12/31/1993,401010,40,40101010,522120,6035,840,AHM.1
12/31/1994,401010,40,40101010,522120,6035,840,AHM.1
12/31/1995,401010,40,40101010,522120,6035,840,AHM.1
12/31/1996,401010,40,40101010,522120,6035,840,AHM.1
12/31/1997,401010,40,40101010,522120,6035,840,AHM.1
9/30/1990,151010,15,15101040,325120,2810,160,APD
9/30/1991,151010,15,15101040,325120,2810,160,APD
9/30/1992,151010,15,15101040,325120,2810,160,APD
9/30/1993,151010,15,15101040,325120,2810,160,APD
9/30/1994,151010,15,15101040,325120,2810,160,APD
9/30/1995,151010,15,15101040,325120,2810,160,APD
9/30/1996,151010,15,15101040,325120,2810,160,APD
9/30/1997,151010,15,15101040,325120,2810,160,APD
9/30/1998,151010,15,15101040,325120,2810,160,APD
9/30/1999,151010,15,15101040,325120,2810,160,APD
9/30/2000,151010,15,15101040,325120,2810,160,APD
9/30/2001,151010,15,15101040,325120,2810,160,APD
9/30/2002,151010,15,15101040,325120,2810,160,APD
9/30/2003,151010,15,15101040,325120,2810,160,APD
9/30/2004,151010,15,15101040,325120,2810,160,APD
9/30/2005,151010,15,15101040,325120,2810,160,APD
9/30/2006,151010,15,15101040,325120,2810,160,APD
9/30/2007,151010,15,15101040,325120,2810,160,APD
9/30/2008,151010,15,15101040,325120,2810,160,APD
9/30/2009,151010,15,15101040,325120,2810,160,APD
9/30/2010,151010,15,15101040,325120,2810,160,APD
9/30/2011,151010,15,15101040,325120,2810,160,APD
9/30/2012,151010,15,15101040,325120,2810,160,APD
9/30/2013,151010,15,15101040,325120,2810,160,APD
9/30/2014,151010,15,15101040,325120,2810,160,APD
9/30/2015,151010,15,15101040,325120,2810,160,APD
9/30/2016,151010,15,15101040,325120,2810,160,APD
9/30/2017,151010,15,15101040,325120,2810,160,APD
12/31/1990,203020,20,20302010,481111,4512,605,ALK
12/31/1991,203020,20,20302010,481111,4512,605,ALK
12/31/1992,203020,20,20302010,481111,4512,605,ALK
12/31/1993,203020,20,20302010,481111,4512,605,ALK
12/31/1994,203020,20,20302010,481111,4512,605,ALK
12/31/1995,203020,20,20302010,481111,4512,605,ALK
12/31/1996,203020,20,20302010,481111,4512,605,ALK
12/31/1997,203020,20,20302010,481111,4512,605,ALK
12/31/1998,203020,20,20302010,481111,4512,605,ALK
12/31/1999,203020,20,20302010,481111,4512,605,ALK
12/31/2000,203020,20,20302010,481111,4512,605,ALK
12/31/2001,203020,20,20302010,481111,4512,605,ALK
12/31/2002,203020,20,20302010,481111,4512,605,ALK
12/31/2003,203020,20,20302010,481111,4512,605,ALK
12/31/2004,203020,20,20302010,481111,4512,605,ALK
12/31/2005,203020,20,20302010,481111,4512,605,ALK
12/31/2006,203020,20,20302010,481111,4512,605,ALK
12/31/2007,203020,20,20302010,481111,4512,605,ALK
12/31/2008,203020,20,20302010,481111,4512,605,ALK
12/31/2009,203020,20,20302010,481111,4512,605,ALK
12/31/2010,203020,20,20302010,481111,4512,605,ALK
12/31/2011,203020,20,20302010,481111,4512,605,ALK
12/31/2012,203020,20,20302010,481111,4512,605,ALK
12/31/2013,203020,20,20302010,481111,4512,605,ALK
12/31/2014,203020,20,20302010,481111,4512,605,ALK
12/31/2015,203020,20,20302010,481111,4512,605,ALK
12/31/2016,203020,20,20302010,481111,4512,605,ALK
12/31/2017,203020,20,20302010,481111,4512,605,ALK
1/31/1990,301010,30,30101030,445110,5411,440,ABS.1
1/31/1991,301010,30,30101030,445110,5411,440,ABS.1
1/31/1992,301010,30,30101030,445110,5411,440,ABS.1
1/31/1993,301010,30,30101030,445110,5411,440,ABS.1
1/31/1994,301010,30,30101030,445110,5411,440,ABS.1
1/31/1995,301010,30,30101030,445110,5411,440,ABS.1
1/31/1996,301010,30,30101030,445110,5411,440,ABS.1
1/31/1997,301010,30,30101030,445110,5411,440,ABS.1
1/31/1998,301010,30,30101030,445110,5411,440,ABS.1
1/31/1999,301010,30,30101030,445110,5411,440,ABS.1
1/31/2000,301010,30,30101030,445110,5411,440,ABS.1
1/31/2001,301010,30,30101030,445110,5411,440,ABS.1
1/31/2002,301010,30,30101030,445110,5411,440,ABS.1
1/31/2003,301010,30,30101030,445110,5411,440,ABS.1
1/31/2004,301010,30,30101030,445110,5411,440,ABS.1
1/31/2005,301010,30,30101030,445110,5411,440,ABS.1
1/31/2006,301010,30,30101030,445110,5411,440,ABS.1
12/31/1990,151040,15,15104010,331319,3350,115,AL.1
12/31/1991,151040,15,15104010,331319,3350,115,AL.1
12/31/1992,151040,15,15104010,331319,3350,115,AL.1
12/31/1993,151040,15,15104010,331319,3350,115,AL.1
12/31/1994,151040,15,15104010,331319,3350,115,AL.1
12/31/1995,151040,15,15104010,331319,3350,115,AL.1
12/31/1996,151040,15,15104010,331319,3350,115,AL.1
12/31/1997,151040,15,15104010,331319,3350,115,AL.1
12/31/1998,151040,15,15104010,331319,3350,115,AL.1
12/31/1999,151040,15,15104010,331319,3350,115,AL.1
12/31/2000,151040,15,15104010,331319,3350,115,AL.1
12/31/2001,151040,15,15104010,331319,3350,115,AL.1
12/31/2002,151040,15,15104010,331319,3350,115,AL.1
12/31/2003,151040,15,15104010,331319,3350,115,AL.1
12/31/2004,151040,15,15104010,331319,3350,115,AL.1
12/31/2005,151040,15,15104010,331319,3350,115,AL.1
12/31/2006,151040,15,15104010,331319,3350,115,AL.1
9/30/1990,202010,20,20201060,423420,5040,357,IKN
9/30/1991,202010,20,20201060,423420,5040,357,IKN
9/30/1992,202010,20,20201060,423420,5040,357,IKN
9/30/1993,202010,20,20201060,423420,5040,357,IKN
9/30/1994,202010,20,20201060,423420,5040,357,IKN
9/30/1995,202010,20,20201060,423420,5040,357,IKN
9/30/1996,202010,20,20201060,423420,5040,357,IKN
9/30/1997,202010,20,20201060,423420,5040,357,IKN
9/30/1998,202010,20,20201060,423420,5040,357,IKN
9/30/1999,202010,20,20201060,423420,5040,357,IKN
9/30/2000,202010,20,20201060,423420,5040,357,IKN
9/30/2001,202010,20,20201060,423420,5040,357,IKN
9/30/2002,202010,20,20201060,423420,5040,357,IKN
9/30/2003,202010,20,20201060,423420,5040,357,IKN
9/30/2004,202010,20,20201060,423420,5040,357,IKN
9/30/2005,202010,20,20201060,423420,5040,357,IKN
9/30/2006,202010,20,20201060,423420,5040,357,IKN
9/30/2007,202010,20,20201060,423420,5040,357,IKN
12/31/1990,403010,40,40301010,524210,6411,330,AAL.1
12/31/1991,403010,40,40301010,524210,6411,330,AAL.1
12/31/1992,403010,40,40301010,524210,6411,330,AAL.1
12/31/1993,403010,40,40301010,524210,6411,330,AAL.1
12/31/1994,403010,40,40301010,524210,6411,330,AAL.1
12/31/1995,403010,40,40301010,524210,6411,330,AAL.1
12/31/1990,551010,55,55101010,2211,4911,705,AYE
12/31/1991,551010,55,55101010,2211,4911,705,AYE
12/31/1992,551010,55,55101010,2211,4911,705,AYE
12/31/1993,551010,55,55101010,2211,4911,705,AYE
12/31/1994,551010,55,55101010,2211,4911,705,AYE
12/31/1995,551010,55,55101010,2211,4911,705,AYE
12/31/1996,551010,55,55101010,2211,4911,705,AYE
12/31/1997,551010,55,55101010,2211,4911,705,AYE
12/31/1998,551010,55,55101010,2211,4911,705,AYE
12/31/1999,551010,55,55101010,2211,4911,705,AYE
12/31/2000,551010,55,55101010,2211,4911,705,AYE
12/31/2001,551010,55,55101010,2211,4911,705,AYE
12/31/2002,551010,55,55101010,2211,4911,705,AYE
12/31/2003,551010,55,55101010,2211,4911,705,AYE
12/31/2004,551010,55,55101010,2211,4911,705,AYE
12/31/2005,551010,55,55101010,2211,4911,705,AYE
12/31/2006,551010,55,55101010,2211,4911,705,AYE
12/31/2007,551010,55,55101010,2211,4911,705,AYE
12/31/2008,551010,55,55101010,2211,4911,705,AYE
12/31/2009,551010,55,55101010,2211,4911,705,AYE
12/31/2010,551010,55,55101010,2211,4911,705,AYE
12/31/1990,201050,20,20105010,336413,9997,355,HON
12/31/1991,201050,20,20105010,336413,9997,355,HON
12/31/1992,201050,20,20105010,336413,9997,355,HON
12/31/1993,201050,20,20105010,336413,9997,355,HON
12/31/1994,201050,20,20105010,336413,9997,355,HON
12/31/1995,201050,20,20105010,336413,9997,355,HON
12/31/1996,201050,20,20105010,336413,9997,355,HON
12/31/1997,201050,20,20105010,336413,9997,355,HON
12/31/1998,201050,20,20105010,336413,9997,355,HON
12/31/1999,201050,20,20105010,336413,9997,355,HON
12/31/2000,201050,20,20105010,336413,9997,355,HON
12/31/2001,201050,20,20105010,336413,9997,355,HON
12/31/2002,201050,20,20105010,336413,9997,355,HON
12/31/2003,201050,20,20105010,336413,9997,355,HON
12/31/2004,201050,20,20105010,336413,9997,355,HON
12/31/2005,201050,20,20105010,336413,9997,355,HON
12/31/2006,201050,20,20105010,336413,9997,355,HON
12/31/2007,201050,20,20105010,336413,9997,355,HON
12/31/2008,201050,20,20105010,336413,9997,355,HON
12/31/2009,201050,20,20105010,336413,9997,355,HON
12/31/2010,201050,20,20105010,336413,9997,355,HON
12/31/2011,201050,20,20105010,336413,9997,355,HON
12/31/2012,201050,20,20105010,336413,9997,355,HON
12/31/2013,201050,20,20105010,336413,9997,355,HON
12/31/2014,201050,20,20105010,336413,9997,355,HON
12/31/2015,201050,20,20105010,336413,9997,355,HON
12/31/2016,201050,20,20105010,336413,9997,355,HON
12/31/2017,201050,20,20105010,336413,9997,355,HON
12/31/1990,501020,50,50102010,517212,4812,715,AT.2
12/31/1991,501020,50,50102010,517212,4812,715,AT.2
12/31/1992,501020,50,50102010,517212,4812,715,AT.2
12/31/1993,501020,50,50102010,517212,4812,715,AT.2
12/31/1994,501020,50,50102010,517212,4812,715,AT.2
12/31/1995,501020,50,50102010,517212,4812,715,AT.2
12/31/1996,501020,50,50102010,517212,4812,715,AT.2
12/31/1997,501020,50,50102010,517212,4812,715,AT.2
12/31/1998,501020,50,50102010,517212,4812,715,AT.2
12/31/1999,501020,50,50102010,517212,4812,715,AT.2
12/31/2000,501020,50,50102010,517212,4812,715,AT.2
12/31/2001,501020,50,50102010,517212,4812,715,AT.2
12/31/2002,501020,50,50102010,517212,4812,715,AT.2
12/31/2003,501020,50,50102010,517212,4812,715,AT.2
12/31/2004,501020,50,50102010,517212,4812,715,AT.2
12/31/2005,501020,50,50102010,517212,4812,715,AT.2
12/31/2006,501020,50,50102010,517212,4812,715,AT.2
3/31/1992,453010,45,45301020,334413,3674,230,SWKS
3/31/1993,453010,45,45301020,334413,3674,230,SWKS
3/31/1994,453010,45,45301020,334413,3674,230,SWKS
3/31/1995,453010,45,45301020,334413,3674,230,SWKS
3/31/1996,453010,45,45301020,334413,3674,230,SWKS
3/31/1997,453010,45,45301020,334413,3674,230,SWKS
3/31/1998,453010,45,45301020,334413,3674,230,SWKS
3/31/1999,453010,45,45301020,334413,3674,230,SWKS
3/31/2000,453010,45,45301020,334413,3674,230,SWKS
9/30/2003,453010,45,45301020,334413,3674,230,SWKS
9/30/2004,453010,45,45301020,334413,3674,230,SWKS
9/30/2005,453010,45,45301020,334413,3674,230,SWKS
9/30/2006,453010,45,45301020,334413,3674,230,SWKS
9/30/2007,453010,45,45301020,334413,3674,230,SWKS
9/30/2008,453010,45,45301020,334413,3674,230,SWKS
9/30/2009,453010,45,45301020,334413,3674,230,SWKS
9/30/2010,453010,45,45301020,334413,3674,230,SWKS
9/30/2011,453010,45,45301020,334413,3674,230,SWKS
9/30/2012,453010,45,45301020,334413,3674,230,SWKS
9/30/2013,453010,45,45301020,334413,3674,230,SWKS
9/30/2014,453010,45,45301020,334413,3674,230,SWKS
9/30/2015,453010,45,45301020,334413,3674,230,SWKS
9/30/2016,453010,45,45301020,334413,3674,230,SWKS
9/30/2017,453010,45,45301020,334413,3674,230,SWKS
12/31/1990,151040,15,15104010,3364,3720,115,AA.3
12/31/1991,151040,15,15104010,3364,3720,115,AA.3
12/31/1992,151040,15,15104010,3364,3720,115,AA.3
12/31/1993,151040,15,15104010,3364,3720,115,AA.3
12/31/1994,151040,15,15104010,3364,3720,115,AA.3
12/31/1995,151040,15,15104010,3364,3720,115,AA.3
12/31/1996,151040,15,15104010,3364,3720,115,AA.3
12/31/1997,151040,15,15104010,3364,3720,115,AA.3
12/31/1998,151040,15,15104010,3364,3720,115,AA.3
12/31/1999,151040,15,15104010,3364,3720,115,AA.3
12/31/2000,151040,15,15104010,3364,3720,115,AA.3
12/31/2001,151040,15,15104010,3364,3720,115,AA.3
12/31/2002,151040,15,15104010,3364,3720,115,AA.3
12/31/2003,151040,15,15104010,3364,3720,115,AA.3
12/31/2004,151040,15,15104010,3364,3720,115,AA.3
12/31/2005,151040,15,15104010,3364,3720,115,AA.3
12/31/2006,151040,15,15104010,3364,3720,115,AA.3
12/31/2007,151040,15,15104010,3364,3720,115,AA.3
12/31/2008,151040,15,15104010,3364,3720,115,AA.3
12/31/2009,151040,15,15104010,3364,3720,115,AA.3
12/31/2010,151040,15,15104010,3364,3720,115,AA.3
12/31/2011,151040,15,15104010,3364,3720,115,AA.3
12/31/2012,151040,15,15104010,3364,3720,115,AA.3
12/31/2013,151040,15,15104010,3364,3720,115,AA.3
12/31/2014,151040,15,15104010,3364,3720,115,AA.3
12/31/2015,151040,15,15104010,3364,3720,115,AA.3
12/31/1990,151040,15,15104020,331312,3334,115,AMX.2
12/31/1991,151040,15,15104020,331312,3334,115,AMX.2
12/31/1992,151040,15,15104020,331312,3334,115,AMX.2
12/31/1990,101020,10,10102020,211111,1311,385,HES
12/31/1991,101020,10,10102020,211111,1311,385,HES
12/31/1992,101020,10,10102020,211111,1311,385,HES
12/31/1993,101020,10,10102020,211111,1311,385,HES
12/31/1994,101020,10,10102020,211111,1311,385,HES
12/31/1995,101020,10,10102020,211111,1311,385,HES
12/31/1996,101020,10,10102020,211111,1311,385,HES
12/31/1997,101020,10,10102020,211111,1311,385,HES
12/31/1998,101020,10,10102020,211111,1311,385,HES
12/31/1999,101020,10,10102020,211111,1311,385,HES
12/31/2000,101020,10,10102020,211111,1311,385,HES
12/31/2001,101020,10,10102020,211111,1311,385,HES
12/31/2002,101020,10,10102020,211111,1311,385,HES
12/31/2003,101020,10,10102020,211111,1311,385,HES
12/31/2004,101020,10,10102020,211111,1311,385,HES
12/31/2005,101020,10,10102020,211111,1311,385,HES
12/31/2006,101020,10,10102020,211111,1311,385,HES
12/31/2007,101020,10,10102020,211111,1311,385,HES
12/31/2008,101020,10,10102020,211111,1311,385,HES
12/31/2009,101020,10,10102020,211111,1311,385,HES
12/31/2010,101020,10,10102020,211111,1311,385,HES
12/31/2011,101020,10,10102020,211111,1311,385,HES
12/31/2012,101020,10,10102020,211111,1311,385,HES
12/31/2013,101020,10,10102020,211111,1311,385,HES
12/31/2014,101020,10,10102020,211111,1311,385,HES
12/31/2015,101020,10,10102020,211111,1311,385,HES
12/31/2016,101020,10,10102020,211111,1311,385,HES
12/31/2017,101020,10,10102020,211111,1311,385,HES
12/31/1993,452020,45,45202010,334111,3571,190,AMH.1
12/31/1994,452020,45,45202010,334111,3571,190,AMH.1
12/31/1995,452020,45,45202010,334111,3571,190,AMH.1
12/31/1996,452020,45,45202010,334111,3571,190,AMH.1
12/31/1990,302010,30,30201020,312140,2085,325,BEAM
12/31/1991,302010,30,30201020,312140,2085,325,BEAM
12/31/1992,302010,30,30201020,312140,2085,325,BEAM
12/31/1993,302010,30,30201020,312140,2085,325,BEAM
12/31/1994,302010,30,30201020,312140,2085,325,BEAM
12/31/1995,302010,30,30201020,312140,2085,325,BEAM
12/31/1996,302010,30,30201020,312140,2085,325,BEAM
12/31/1997,302010,30,30201020,312140,2085,325,BEAM
12/31/1998,302010,30,30201020,312140,2085,325,BEAM
12/31/1999,302010,30,30201020,312140,2085,325,BEAM
12/31/2000,302010,30,30201020,312140,2085,325,BEAM
12/31/2001,302010,30,30201020,312140,2085,325,BEAM
12/31/2002,302010,30,30201020,312140,2085,325,BEAM
12/31/2003,302010,30,30201020,312140,2085,325,BEAM
12/31/2004,302010,30,30201020,312140,2085,325,BEAM
12/31/2005,302010,30,30201020,312140,2085,325,BEAM
12/31/2006,302010,30,30201020,312140,2085,325,BEAM
12/31/2007,302010,30,30201020,312140,2085,325,BEAM
12/31/2008,302010,30,30201020,312140,2085,325,BEAM
12/31/2009,302010,30,30201020,312140,2085,325,BEAM
12/31/2010,302010,30,30201020,312140,2085,325,BEAM
12/31/2011,302010,30,30201020,312140,2085,325,BEAM
12/31/2012,302010,30,30201020,312140,2085,325,BEAM
12/31/2013,302010,30,30201020,312140,2085,325,BEAM
12/31/1990,352020,35,35202010,325,2800,160,ACY.1
12/31/1991,352020,35,35202010,325,2800,160,ACY.1
12/31/1992,352020,35,35202010,325,2800,160,ACY.1
12/31/1993,352020,35,35202010,325,2800,160,ACY.1
12/31/1990,551010,55,55101010,2211,4911,705,AEP
12/31/1991,551010,55,55101010,2211,4911,705,AEP
12/31/1992,551010,55,55101010,2211,4911,705,AEP
12/31/1993,551010,55,55101010,2211,4911,705,AEP
12/31/1994,551010,55,55101010,2211,4911,705,AEP
12/31/1995,551010,55,55101010,2211,4911,705,AEP
12/31/1996,551010,55,55101010,2211,4911,705,AEP
12/31/1997,551010,55,55101010,2211,4911,705,AEP
12/31/1998,551010,55,55101010,2211,4911,705,AEP
12/31/1999,551010,55,55101010,2211,4911,705,AEP
12/31/2000,551010,55,55101010,2211,4911,705,AEP
12/31/2001,551010,55,55101010,2211,4911,705,AEP
12/31/2002,551010,55,55101010,2211,4911,705,AEP
12/31/2003,551010,55,55101010,2211,4911,705,AEP
12/31/2004,551010,55,55101010,2211,4911,705,AEP
12/31/2005,551010,55,55101010,2211,4911,705,AEP
12/31/2006,551010,55,55101010,2211,4911,705,AEP
12/31/2007,551010,55,55101010,2211,4911,705,AEP
12/31/2008,551010,55,55101010,2211,4911,705,AEP
12/31/2009,551010,55,55101010,2211,4911,705,AEP
12/31/2010,551010,55,55101010,2211,4911,705,AEP
12/31/2011,551010,55,55101010,2211,4911,705,AEP
12/31/2012,551010,55,55101010,2211,4911,705,AEP
12/31/2013,551010,55,55101010,2211,4911,705,AEP
12/31/2014,551010,55,55101010,2211,4911,705,AEP
12/31/2015,551010,55,55101010,2211,4911,705,AEP
12/31/2016,551010,55,55101010,2211,4911,705,AEP
12/31/2017,551010,55,55101010,2211,4911,705,AEP
12/31/1990,402020,40,40202010,522210,6141,850,AXP
12/31/1991,402020,40,40202010,522210,6141,850,AXP
12/31/1992,402020,40,40202010,522210,6141,850,AXP
12/31/1993,402020,40,40202010,522210,6141,850,AXP
12/31/1994,402020,40,40202010,522210,6141,850,AXP
12/31/1995,402020,40,40202010,522210,6141,850,AXP
12/31/1996,402020,40,40202010,522210,6141,850,AXP
12/31/1997,402020,40,40202010,522210,6141,850,AXP
12/31/1998,402020,40,40202010,522210,6141,850,AXP
12/31/1999,402020,40,40202010,522210,6141,850,AXP
12/31/2000,402020,40,40202010,522210,6141,850,AXP
12/31/2001,402020,40,40202010,522210,6141,850,AXP
12/31/2002,402020,40,40202010,522210,6141,850,AXP
12/31/2003,402020,40,40202010,522210,6141,850,AXP
12/31/2004,402020,40,40202010,522210,6141,850,AXP
12/31/2005,402020,40,40202010,522210,6141,850,AXP
12/31/2006,402020,40,40202010,522210,6141,850,AXP
12/31/2007,402020,40,40202010,522210,6141,850,AXP
12/31/2008,402020,40,40202010,522210,6141,850,AXP
12/31/2009,402020,40,40202010,522210,6141,850,AXP
12/31/2010,402020,40,40202010,522210,6141,850,AXP
12/31/2011,402020,40,40202010,522210,6141,850,AXP
12/31/2012,402020,40,40202010,522210,6141,850,AXP
12/31/1990,403010,40,40301020,524114,6321,825,AFL
12/31/1991,403010,40,40301020,524114,6321,825,AFL
12/31/1992,403010,40,40301020,524114,6321,825,AFL
