datadate,gind,gsector,gsubind,naics,sic,spcindcd,tic
12/31/1993,251020,25,25102010,33611,3711,120,F
12/31/1994,251020,25,25102010,33611,3711,120,F
12/31/1995,251020,25,25102010,33611,3711,120,F
12/31/1996,251020,25,25102010,33611,3711,120,F
12/31/1997,251020,25,25102010,33611,3711,120,F
12/31/1998,251020,25,25102010,33611,3711,120,F
12/31/1999,251020,25,25102010,33611,3711,120,F
12/31/2000,251020,25,25102010,33611,3711,120,F
12/31/2001,251020,25,25102010,33611,3711,120,F
12/31/2002,251020,25,25102010,33611,3711,120,F
12/31/2003,251020,25,25102010,33611,3711,120,F
12/31/2004,251020,25,25102010,33611,3711,120,F
12/31/2005,251020,25,25102010,33611,3711,120,F
12/31/2006,251020,25,25102010,33611,3711,120,F
12/31/2007,251020,25,25102010,33611,3711,120,F
12/31/2008,251020,25,25102010,33611,3711,120,F
12/31/2009,251020,25,25102010,33611,3711,120,F
12/31/2010,251020,25,25102010,33611,3711,120,F
12/31/2011,251020,25,25102010,33611,3711,120,F
12/31/2012,251020,25,25102010,33611,3711,120,F
12/31/2013,251020,25,25102010,33611,3711,120,F
12/31/2014,251020,25,25102010,33611,3711,120,F
12/31/2015,251020,25,25102010,33611,3711,120,F
12/31/2016,251020,25,25102010,33611,3711,120,F
12/31/2017,251020,25,25102010,33611,3711,120,F
12/31/1990,201030,20,20103010,2371,1600,240,FWLT
12/31/1991,201030,20,20103010,2371,1600,240,FWLT
12/31/1992,201030,20,20103010,2371,1600,240,FWLT
12/31/1993,201030,20,20103010,2371,1600,240,FWLT
12/31/1994,201030,20,20103010,2371,1600,240,FWLT
12/31/1995,201030,20,20103010,2371,1600,240,FWLT
12/31/1996,201030,20,20103010,2371,1600,240,FWLT
12/31/1997,201030,20,20103010,2371,1600,240,FWLT
12/31/1998,201030,20,20103010,2371,1600,240,FWLT
12/31/1999,201030,20,20103010,2371,1600,240,FWLT
12/31/2000,201030,20,20103010,2371,1600,240,FWLT
12/31/2001,201030,20,20103010,2371,1600,240,FWLT
12/31/2002,201030,20,20103010,2371,1600,240,FWLT
12/31/2003,201030,20,20103010,2371,1600,240,FWLT
12/31/2004,201030,20,20103010,2371,1600,240,FWLT
12/31/2005,201030,20,20103010,2371,1600,240,FWLT
12/31/2006,201030,20,20103010,2371,1600,240,FWLT
12/31/2007,201030,20,20103010,2371,1600,240,FWLT
12/31/2008,201030,20,20103010,2371,1600,240,FWLT
12/31/2009,201030,20,20103010,2371,1600,240,FWLT
12/31/2010,201030,20,20103010,2371,1600,240,FWLT
12/31/2011,201030,20,20103010,2371,1600,240,FWLT
12/31/2012,201030,20,20103010,2371,1600,240,FWLT
12/31/2013,201030,20,20103010,2371,1600,240,FWLT
9/30/2001,402030,40,40203010,523920,6282,823,BEN
9/30/2002,402030,40,40203010,523920,6282,823,BEN
9/30/2003,402030,40,40203010,523920,6282,823,BEN
9/30/2004,402030,40,40203010,523920,6282,823,BEN
9/30/2005,402030,40,40203010,523920,6282,823,BEN
9/30/2006,402030,40,40203010,523920,6282,823,BEN
9/30/2007,402030,40,40203010,523920,6282,823,BEN
9/30/2008,402030,40,40203010,523920,6282,823,BEN
9/30/2009,402030,40,40203010,523920,6282,823,BEN
9/30/2010,402030,40,40203010,523920,6282,823,BEN
9/30/2011,402030,40,40203010,523920,6282,823,BEN
9/30/2012,402030,40,40203010,523920,6282,823,BEN
9/30/2013,402030,40,40203010,523920,6282,823,BEN
9/30/2014,402030,40,40203010,523920,6282,823,BEN
9/30/2015,402030,40,40203010,523920,6282,823,BEN
12/31/1990,501010,50,50101020,513310,4813,463,GTE.1
12/31/1991,501010,50,50101020,513310,4813,463,GTE.1
12/31/1992,501010,50,50101020,513310,4813,463,GTE.1
12/31/1993,501010,50,50101020,513310,4813,463,GTE.1
12/31/1994,501010,50,50101020,513310,4813,463,GTE.1
12/31/1995,501010,50,50101020,513310,4813,463,GTE.1
12/31/1996,501010,50,50101020,513310,4813,463,GTE.1
12/31/1997,501010,50,50101020,513310,4813,463,GTE.1
12/31/1998,501010,50,50101020,513310,4813,463,GTE.1
12/31/1999,501010,50,50101020,513310,4813,463,GTE.1
12/31/1990,403010,40,40301010,524210,6411,330,AJG
12/31/1991,403010,40,40301010,524210,6411,330,AJG
12/31/1992,403010,40,40301010,524210,6411,330,AJG
12/31/1993,403010,40,40301010,524210,6411,330,AJG
12/31/1994,403010,40,40301010,524210,6411,330,AJG
12/31/1995,403010,40,40301010,524210,6411,330,AJG
12/31/1996,403010,40,40301010,524210,6411,330,AJG
12/31/1997,403010,40,40301010,524210,6411,330,AJG
12/31/1998,403010,40,40301010,524210,6411,330,AJG
12/31/1999,403010,40,40301010,524210,6411,330,AJG
12/31/2000,403010,40,40301010,524210,6411,330,AJG
12/31/2001,403010,40,40301010,524210,6411,330,AJG
12/31/2002,403010,40,40301010,524210,6411,330,AJG
12/31/2003,403010,40,40301010,524210,6411,330,AJG
12/31/2004,403010,40,40301010,524210,6411,330,AJG
12/31/2005,403010,40,40301010,524210,6411,330,AJG
12/31/2006,403010,40,40301010,524210,6411,330,AJG
12/31/2007,403010,40,40301010,524210,6411,330,AJG
12/31/2008,403010,40,40301010,524210,6411,330,AJG
12/31/2009,403010,40,40301010,524210,6411,330,AJG
12/31/2010,403010,40,40301010,524210,6411,330,AJG
12/31/2011,403010,40,40301010,524210,6411,330,AJG
12/31/2012,403010,40,40301010,524210,6411,330,AJG
12/31/2013,403010,40,40301010,524210,6411,330,AJG
12/31/2014,403010,40,40301010,524210,6411,330,AJG
12/31/2015,403010,40,40301010,524210,6411,330,AJG
12/31/2016,403010,40,40301010,524210,6411,330,AJG
12/31/2017,403010,40,40301010,524210,6411,330,AJG
12/31/1990,254010,25,25401020,515120,4833,415,TGNA
12/31/1991,254010,25,25401020,515120,4833,415,TGNA
12/31/1992,254010,25,25401020,515120,4833,415,TGNA
12/31/1993,254010,25,25401020,515120,4833,415,TGNA
12/31/1994,254010,25,25401020,515120,4833,415,TGNA
12/31/1995,254010,25,25401020,515120,4833,415,TGNA
12/31/1996,254010,25,25401020,515120,4833,415,TGNA
12/31/1997,254010,25,25401020,515120,4833,415,TGNA
12/31/1998,254010,25,25401020,515120,4833,415,TGNA
12/31/1999,254010,25,25401020,515120,4833,415,TGNA
12/31/2000,254010,25,25401020,515120,4833,415,TGNA
12/31/2001,254010,25,25401020,515120,4833,415,TGNA
12/31/2002,254010,25,25401020,515120,4833,415,TGNA
12/31/2003,254010,25,25401020,515120,4833,415,TGNA
12/31/2004,254010,25,25401020,515120,4833,415,TGNA
12/31/2005,254010,25,25401020,515120,4833,415,TGNA
12/31/2006,254010,25,25401020,515120,4833,415,TGNA
12/31/2007,254010,25,25401020,515120,4833,415,TGNA
12/31/2008,254010,25,25401020,515120,4833,415,TGNA
12/31/2009,254010,25,25401020,515120,4833,415,TGNA
12/31/2010,254010,25,25401020,515120,4833,415,TGNA
12/31/2011,254010,25,25401020,515120,4833,415,TGNA
12/31/2012,254010,25,25401020,515120,4833,415,TGNA
12/31/2013,254010,25,25401020,515120,4833,415,TGNA
12/31/2014,254010,25,25401020,515120,4833,415,TGNA
12/31/2015,254010,25,25401020,515120,4833,415,TGNA
12/31/2016,254010,25,25401020,515120,4833,415,TGNA
12/31/2017,254010,25,25401020,515120,4833,415,TGNA
12/31/2006,352010,35,35201010,325412,2834,285,DNA
12/31/2007,352010,35,35201010,325412,2834,285,DNA
12/31/2008,352010,35,35201010,325412,2834,285,DNA
10/31/1990,254010,25,25401040,511130,2731,410,H.2
10/31/1991,254010,25,25401040,511130,2731,410,H.2
10/31/1992,254010,25,25401040,511130,2731,410,H.2
10/31/1993,254010,25,25401040,511130,2731,410,H.2
10/31/1994,254010,25,25401040,511130,2731,410,H.2
10/31/1995,254010,25,25401040,511130,2731,410,H.2
10/31/1996,254010,25,25401040,511130,2731,410,H.2
10/31/1997,254010,25,25401040,511130,2731,410,H.2
10/31/1998,254010,25,25401040,511130,2731,410,H.2
10/31/1999,254010,25,25401040,511130,2731,410,H.2
10/31/2000,254010,25,25401040,511130,2731,410,H.2
12/31/1990,201010,20,20101010,336411,3721,110,GD
12/31/1991,201010,20,20101010,336411,3721,110,GD
12/31/1992,201010,20,20101010,336411,3721,110,GD
12/31/1993,201010,20,20101010,336411,3721,110,GD
12/31/1994,201010,20,20101010,336411,3721,110,GD
12/31/1995,201010,20,20101010,336411,3721,110,GD
12/31/1996,201010,20,20101010,336411,3721,110,GD
12/31/1997,201010,20,20101010,336411,3721,110,GD
12/31/1998,201010,20,20101010,336411,3721,110,GD
12/31/1999,201010,20,20101010,336411,3721,110,GD
12/31/2000,201010,20,20101010,336411,3721,110,GD
12/31/2001,201010,20,20101010,336411,3721,110,GD
12/31/2002,201010,20,20101010,336411,3721,110,GD
12/31/2003,201010,20,20101010,336411,3721,110,GD
12/31/2004,201010,20,20101010,336411,3721,110,GD
12/31/2005,201010,20,20101010,336411,3721,110,GD
12/31/2006,201010,20,20101010,336411,3721,110,GD
12/31/2007,201010,20,20101010,336411,3721,110,GD
12/31/2008,201010,20,20101010,336411,3721,110,GD
12/31/2009,201010,20,20101010,336411,3721,110,GD
12/31/2010,201010,20,20101010,336411,3721,110,GD
12/31/2011,201010,20,20101010,336411,3721,110,GD
12/31/2012,201010,20,20101010,336411,3721,110,GD
12/31/2013,201010,20,20101010,336411,3721,110,GD
12/31/2014,201010,20,20101010,336411,3721,110,GD
12/31/2015,201010,20,20101010,336411,3721,110,GD
12/31/2016,201010,20,20101010,336411,3721,110,GD
12/31/2017,201010,20,20101010,336411,3721,110,GD
12/31/1990,201050,20,20105010,999977,9997,220,GE
12/31/1991,201050,20,20105010,999977,9997,220,GE
12/31/1992,201050,20,20105010,999977,9997,220,GE
12/31/1993,201050,20,20105010,999977,9997,220,GE
12/31/1994,201050,20,20105010,999977,9997,220,GE
12/31/1995,201050,20,20105010,999977,9997,220,GE
12/31/1996,201050,20,20105010,999977,9997,220,GE
12/31/1997,201050,20,20105010,999977,9997,220,GE
12/31/1998,201050,20,20105010,999977,9997,220,GE
12/31/1999,201050,20,20105010,999977,9997,220,GE
12/31/2000,201050,20,20105010,999977,9997,220,GE
12/31/2001,201050,20,20105010,999977,9997,220,GE
12/31/2002,201050,20,20105010,999977,9997,220,GE
12/31/2003,201050,20,20105010,999977,9997,220,GE
12/31/2004,201050,20,20105010,999977,9997,220,GE
12/31/2005,201050,20,20105010,999977,9997,220,GE
12/31/2006,201050,20,20105010,999977,9997,220,GE
12/31/2007,201050,20,20105010,999977,9997,220,GE
12/31/2008,201050,20,20105010,999977,9997,220,GE
12/31/2009,201050,20,20105010,999977,9997,220,GE
12/31/2010,201050,20,20105010,999977,9997,220,GE
12/31/2011,201050,20,20105010,999977,9997,220,GE
12/31/2012,201050,20,20105010,999977,9997,220,GE
12/31/2013,201050,20,20105010,999977,9997,220,GE
12/31/2014,201050,20,20105010,999977,9997,220,GE
12/31/2015,201050,20,20105010,999977,9997,220,GE
12/31/2016,201050,20,20105010,999977,9997,220,GE
12/31/2017,201050,20,20105010,999977,9997,220,GE
2/28/1990,452010,45,45201020,334220,3663,180,GIC.3
2/28/1991,452010,45,45201020,334220,3663,180,GIC.3
12/31/1991,452010,45,45201020,334220,3663,180,GIC.3
12/31/1992,452010,45,45201020,334220,3663,180,GIC.3
12/31/1993,452010,45,45201020,334220,3663,180,GIC.3
12/31/1994,452010,45,45201020,334220,3663,180,GIC.3
12/31/1995,452010,45,45201020,334220,3663,180,GIC.3
12/31/1996,452010,45,45201020,334220,3663,180,GIC.3
12/31/1997,452010,45,45201020,334220,3663,180,GIC.3
12/31/1998,452010,45,45201020,334220,3663,180,GIC.3
5/31/1990,302020,30,30202030,311230,2040,250,GIS
5/31/1991,302020,30,30202030,311230,2040,250,GIS
5/31/1992,302020,30,30202030,311230,2040,250,GIS
5/31/1993,302020,30,30202030,311230,2040,250,GIS
5/31/1994,302020,30,30202030,311230,2040,250,GIS
5/31/1995,302020,30,30202030,311230,2040,250,GIS
5/31/1996,302020,30,30202030,311230,2040,250,GIS
5/31/1997,302020,30,30202030,311230,2040,250,GIS
5/31/1998,302020,30,30202030,311230,2040,250,GIS
5/31/1999,302020,30,30202030,311230,2040,250,GIS
5/31/2000,302020,30,30202030,311230,2040,250,GIS
5/31/2001,302020,30,30202030,311230,2040,250,GIS
5/31/2002,302020,30,30202030,311230,2040,250,GIS
5/31/2003,302020,30,30202030,311230,2040,250,GIS
5/31/2004,302020,30,30202030,311230,2040,250,GIS
5/31/2005,302020,30,30202030,311230,2040,250,GIS
5/31/2006,302020,30,30202030,311230,2040,250,GIS
5/31/2007,302020,30,30202030,311230,2040,250,GIS
5/31/2008,302020,30,30202030,311230,2040,250,GIS
5/31/2009,302020,30,30202030,311230,2040,250,GIS
5/31/2010,302020,30,30202030,311230,2040,250,GIS
5/31/2011,302020,30,30202030,311230,2040,250,GIS
5/31/2012,302020,30,30202030,311230,2040,250,GIS
5/31/2013,302020,30,30202030,311230,2040,250,GIS
5/31/2014,302020,30,30202030,311230,2040,250,GIS
5/31/2015,302020,30,30202030,311230,2040,250,GIS
5/31/2016,302020,30,30202030,311230,2040,250,GIS
5/31/2017,302020,30,30202030,311230,2040,250,GIS
5/31/2018,302020,30,30202030,311230,2040,250,GIS
12/31/1990,251020,25,25102010,33611,3711,120,GM
12/31/1991,251020,25,25102010,33611,3711,120,GM
12/31/1992,251020,25,25102010,33611,3711,120,GM
12/31/1993,251020,25,25102010,33611,3711,120,GM
12/31/1994,251020,25,25102010,33611,3711,120,GM
12/31/1995,251020,25,25102010,33611,3711,120,GM
12/31/1996,251020,25,25102010,33611,3711,120,GM
12/31/1997,251020,25,25102010,33611,3711,120,GM
12/31/1998,251020,25,25102010,33611,3711,120,GM
12/31/1999,251020,25,25102010,33611,3711,120,GM
12/31/2000,251020,25,25102010,33611,3711,120,GM
12/31/2001,251020,25,25102010,33611,3711,120,GM
12/31/2002,251020,25,25102010,33611,3711,120,GM
12/31/2003,251020,25,25102010,33611,3711,120,GM
12/31/2004,251020,25,25102010,33611,3711,120,GM
12/31/2005,251020,25,25102010,33611,3711,120,GM
12/31/2006,251020,25,25102010,33611,3711,120,GM
12/31/2007,251020,25,25102010,33611,3711,120,GM
12/31/2008,251020,25,25102010,33611,3711,120,GM
12/31/2009,251020,25,25102010,33611,3711,120,GM
12/31/2010,251020,25,25102010,33611,3711,120,GM
12/31/2011,251020,25,25102010,33611,3711,120,GM
12/31/2012,251020,25,25102010,33611,3711,120,GM
12/31/2013,251020,25,25102010,33611,3711,120,GM
12/31/2014,251020,25,25102010,33611,3711,120,GM
12/31/2015,251020,25,25102010,33611,3711,120,GM
12/31/2016,251020,25,25102010,33611,3711,120,GM
12/31/2017,251020,25,25102010,33611,3711,120,GM
12/31/1990,451020,45,45102020,541513,7370,454,EDS.
12/31/1991,451020,45,45102020,541513,7370,454,EDS.
12/31/1992,451020,45,45102020,541513,7370,454,EDS.
12/31/1993,451020,45,45102020,541513,7370,454,EDS.
12/31/1994,451020,45,45102020,541513,7370,454,EDS.
12/31/1995,451020,45,45102020,541513,7370,454,EDS.
12/31/1996,451020,45,45102020,541513,7370,454,EDS.
12/31/1997,451020,45,45102020,541513,7370,454,EDS.
12/31/1998,451020,45,45102020,541513,7370,454,EDS.
12/31/1999,451020,45,45102020,541513,7370,454,EDS.
12/31/2000,451020,45,45102020,541513,7370,454,EDS.
12/31/2001,451020,45,45102020,541513,7370,454,EDS.
12/31/2002,451020,45,45102020,541513,7370,454,EDS.
12/31/2003,451020,45,45102020,541513,7370,454,EDS.
12/31/2004,451020,45,45102020,541513,7370,454,EDS.
12/31/2005,451020,45,45102020,541513,7370,454,EDS.
12/31/2006,451020,45,45102020,541513,7370,454,EDS.
12/31/2007,451020,45,45102020,541513,7370,454,EDS.
12/31/1990,551010,55,55101010,22111,4911,705,GPU.
12/31/1991,551010,55,55101010,22111,4911,705,GPU.
12/31/1992,551010,55,55101010,22111,4911,705,GPU.
12/31/1993,551010,55,55101010,22111,4911,705,GPU.
12/31/1994,551010,55,55101010,22111,4911,705,GPU.
12/31/1995,551010,55,55101010,22111,4911,705,GPU.
12/31/1996,551010,55,55101010,22111,4911,705,GPU.
12/31/1997,551010,55,55101010,22111,4911,705,GPU.
12/31/1998,551010,55,55101010,22111,4911,705,GPU.
12/31/1999,551010,55,55101010,22111,4911,705,GPU.
12/31/2000,551010,55,55101010,22111,4911,705,GPU.
12/31/1990,403010,40,40301040,524130,6331,835,GRN.1
12/31/1991,403010,40,40301040,524130,6331,835,GRN.1
12/31/1992,403010,40,40301040,524130,6331,835,GRN.1
12/31/1993,403010,40,40301040,524130,6331,835,GRN.1
12/31/1994,403010,40,40301040,524130,6331,835,GRN.1
12/31/1995,403010,40,40301040,524130,6331,835,GRN.1
12/31/1996,403010,40,40301040,524130,6331,835,GRN.1
12/31/1997,403010,40,40301040,524130,6331,835,GRN.1
12/31/1990,201060,20,20106020,333415,3585,220,SPXC
12/31/1991,201060,20,20106020,333415,3585,220,SPXC
12/31/1992,201060,20,20106020,333415,3585,220,SPXC
12/31/1993,201060,20,20106020,333415,3585,220,SPXC
12/31/1994,201060,20,20106020,333415,3585,220,SPXC
12/31/1995,201060,20,20106020,333415,3585,220,SPXC
12/31/1996,201060,20,20106020,333415,3585,220,SPXC
12/31/1997,201060,20,20106020,333415,3585,220,SPXC
12/31/1998,201060,20,20106020,333415,3585,220,SPXC
12/31/1999,201060,20,20106020,333415,3585,220,SPXC
12/31/2000,201060,20,20106020,333415,3585,220,SPXC
12/31/2001,201060,20,20106020,333415,3585,220,SPXC
12/31/2002,201060,20,20106020,333415,3585,220,SPXC
12/31/2003,201060,20,20106020,333415,3585,220,SPXC
12/31/2004,201060,20,20106020,333415,3585,220,SPXC
12/31/2005,201060,20,20106020,333415,3585,220,SPXC
12/31/2006,201060,20,20106020,333415,3585,220,SPXC
12/31/2007,201060,20,20106020,333415,3585,220,SPXC
12/31/2008,201060,20,20106020,333415,3585,220,SPXC
12/31/2009,201060,20,20106020,333415,3585,220,SPXC
12/31/2010,201060,20,20106020,333415,3585,220,SPXC
12/31/2011,201060,20,20106020,333415,3585,220,SPXC
12/31/2012,201060,20,20106020,333415,3585,220,SPXC
12/31/2013,201060,20,20106020,333415,3585,220,SPXC
12/31/2014,201060,20,20106020,333415,3585,220,SPXC
12/31/2015,201060,20,20106020,333415,3585,220,SPXC
12/31/2016,201060,20,20106020,333415,3585,220,SPXC
12/31/2017,201060,20,20106020,333415,3585,220,SPXC
1/31/1990,255040,25,25504010,448210,5661,449,GCO
1/31/1991,255040,25,25504010,448210,5661,449,GCO
1/31/1992,255040,25,25504010,448210,5661,449,GCO
1/31/1993,255040,25,25504010,448210,5661,449,GCO
1/31/1994,255040,25,25504010,448210,5661,449,GCO
1/31/1995,255040,25,25504010,448210,5661,449,GCO
1/31/1996,255040,25,25504010,448210,5661,449,GCO
1/31/1997,255040,25,25504010,448210,5661,449,GCO
1/31/1998,255040,25,25504010,448210,5661,449,GCO
1/31/1999,255040,25,25504010,448210,5661,449,GCO
1/31/2000,255040,25,25504010,448210,5661,449,GCO
1/31/2001,255040,25,25504010,448210,5661,449,GCO
1/31/2002,255040,25,25504010,448210,5661,449,GCO
1/31/2003,255040,25,25504010,448210,5661,449,GCO
1/31/2004,255040,25,25504010,448210,5661,449,GCO
1/31/2005,255040,25,25504010,448210,5661,449,GCO
1/31/2006,255040,25,25504010,448210,5661,449,GCO
1/31/2007,255040,25,25504010,448210,5661,449,GCO
1/31/2008,255040,25,25504010,448210,5661,449,GCO
1/31/2009,255040,25,25504010,448210,5661,449,GCO
1/31/2010,255040,25,25504010,448210,5661,449,GCO
1/31/2011,255040,25,25504010,448210,5661,449,GCO
1/31/2012,255040,25,25504010,448210,5661,449,GCO
1/31/2013,255040,25,25504010,448210,5661,449,GCO
1/31/2014,255040,25,25504010,448210,5661,449,GCO
1/31/2015,255040,25,25504010,448210,5661,449,GCO
1/31/2016,255040,25,25504010,448210,5661,449,GCO
1/31/2017,255040,25,25504010,448210,5661,449,GCO
1/31/2018,255040,25,25504010,448210,5661,449,GCO
12/31/1990,255010,25,25501010,423120,5013,130,GPC
12/31/1991,255010,25,25501010,423120,5013,130,GPC
12/31/1992,255010,25,25501010,423120,5013,130,GPC
12/31/1993,255010,25,25501010,423120,5013,130,GPC
12/31/1994,255010,25,25501010,423120,5013,130,GPC
12/31/1995,255010,25,25501010,423120,5013,130,GPC
12/31/1996,255010,25,25501010,423120,5013,130,GPC
12/31/1997,255010,25,25501010,423120,5013,130,GPC
12/31/1998,255010,25,25501010,423120,5013,130,GPC
12/31/1999,255010,25,25501010,423120,5013,130,GPC
12/31/2000,255010,25,25501010,423120,5013,130,GPC
12/31/2001,255010,25,25501010,423120,5013,130,GPC
12/31/2002,255010,25,25501010,423120,5013,130,GPC
12/31/2003,255010,25,25501010,423120,5013,130,GPC
12/31/2004,255010,25,25501010,423120,5013,130,GPC
12/31/2005,255010,25,25501010,423120,5013,130,GPC
12/31/2006,255010,25,25501010,423120,5013,130,GPC
12/31/2007,255010,25,25501010,423120,5013,130,GPC
12/31/2008,255010,25,25501010,423120,5013,130,GPC
12/31/2009,255010,25,25501010,423120,5013,130,GPC
12/31/2010,255010,25,25501010,423120,5013,130,GPC
12/31/2011,255010,25,25501010,423120,5013,130,GPC
12/31/2012,255010,25,25501010,423120,5013,130,GPC
12/31/2013,255010,25,25501010,423120,5013,130,GPC
12/31/2014,255010,25,25501010,423120,5013,130,GPC
12/31/2015,255010,25,25501010,423120,5013,130,GPC
12/31/2016,255010,25,25501010,423120,5013,130,GPC
12/31/2017,255010,25,25501010,423120,5013,130,GPC
12/31/1990,151050,15,15105020,322121,2600,400,GP.1
12/31/1991,151050,15,15105020,322121,2600,400,GP.1
12/31/1992,151050,15,15105020,322121,2600,400,GP.1
12/31/1993,151050,15,15105020,322121,2600,400,GP.1
12/31/1994,151050,15,15105020,322121,2600,400,GP.1
12/31/1995,151050,15,15105020,322121,2600,400,GP.1
12/31/1996,151050,15,15105020,322121,2600,400,GP.1
12/31/1997,151050,15,15105020,322121,2600,400,GP.1
12/31/1998,151050,15,15105020,322121,2600,400,GP.1
12/31/1999,151050,15,15105020,322121,2600,400,GP.1
12/31/2001,151050,15,15105020,322121,2600,400,GP.1
12/31/2002,151050,15,15105020,322121,2600,400,GP.1
12/31/2003,151050,15,15105020,322121,2600,400,GP.1
12/31/2004,151050,15,15105020,322121,2600,400,GP.1
3/31/1990,302020,30,30202030,31142,2030,250,GEB.1
3/31/1991,302020,30,30202030,31142,2030,250,GEB.1
3/31/1992,302020,30,30202030,31142,2030,250,GEB.1
3/31/1993,302020,30,30202030,31142,2030,250,GEB.1
3/31/1994,302020,30,30202030,31142,2030,250,GEB.1
2/28/1990,301010,30,30101030,445110,5411,440,GFS.A
2/28/1991,301010,30,30101030,445110,5411,440,GFS.A
2/29/1992,301010,30,30101030,445110,5411,440,GFS.A
2/28/1993,301010,30,30101030,445110,5411,440,GFS.A
2/28/1994,301010,30,30101030,445110,5411,440,GFS.A
2/28/1995,301010,30,30101030,445110,5411,440,GFS.A
2/29/1996,301010,30,30101030,445110,5411,440,GFS.A
2/28/1997,301010,30,30101030,445110,5411,440,GFS.A
2/28/1998,301010,30,30101030,445110,5411,440,GFS.A
12/31/1990,303020,30,30302010,332211,3420,215,G.1
12/31/1991,303020,30,30302010,332211,3420,215,G.1
12/31/1992,303020,30,30302010,332211,3420,215,G.1
12/31/1993,303020,30,30302010,332211,3420,215,G.1
12/31/1994,303020,30,30302010,332211,3420,215,G.1
12/31/1995,303020,30,30302010,332211,3420,215,G.1
12/31/1996,303020,30,30302010,332211,3420,215,G.1
12/31/1997,303020,30,30302010,332211,3420,215,G.1
12/31/1998,303020,30,30302010,332211,3420,215,G.1
12/31/1999,303020,30,30302010,332211,3420,215,G.1
12/31/2000,303020,30,30302010,332211,3420,215,G.1
12/31/2001,303020,30,30302010,332211,3420,215,G.1
12/31/2002,303020,30,30302010,332211,3420,215,G.1
12/31/2003,303020,30,30302010,332211,3420,215,G.1
12/31/2004,303020,30,30302010,332211,3420,215,G.1
12/31/1991,253010,25,25301010,721120,7990,262,MIR.1
12/31/1992,253010,25,25301010,721120,7990,262,MIR.1
12/31/1993,253010,25,25301010,721120,7990,262,MIR.1
12/31/1994,253010,25,25301010,721120,7990,262,MIR.1
12/31/1995,253010,25,25301010,721120,7990,262,MIR.1
12/31/1996,253010,25,25301010,721120,7990,262,MIR.1
12/31/1997,253010,25,25301010,721120,7990,262,MIR.1
12/31/1998,253010,25,25301010,721120,7990,262,MIR.1
12/31/1999,253010,25,25301010,721120,7990,262,MIR.1
12/31/1991,401020,40,40102010,522120,6035,840,GDW
12/31/1992,401020,40,40102010,522120,6035,840,GDW
12/31/1993,401020,40,40102010,522120,6035,840,GDW
12/31/1994,401020,40,40102010,522120,6035,840,GDW
12/31/1995,401020,40,40102010,522120,6035,840,GDW
12/31/1996,401020,40,40102010,522120,6035,840,GDW
12/31/1997,401020,40,40102010,522120,6035,840,GDW
12/31/1998,401020,40,40102010,522120,6035,840,GDW
12/31/1999,401020,40,40102010,522120,6035,840,GDW
12/31/2000,401020,40,40102010,522120,6035,840,GDW
12/31/2001,401020,40,40102010,522120,6035,840,GDW
12/31/2002,401020,40,40102010,522120,6035,840,GDW
12/31/2003,401020,40,40102010,522120,6035,840,GDW
12/31/2004,401020,40,40102010,522120,6035,840,GDW
12/31/2005,401020,40,40102010,522120,6035,840,GDW
12/31/1990,201010,20,20101010,336413,3728,110,GR
12/31/1991,201010,20,20101010,336413,3728,110,GR
12/31/1992,201010,20,20101010,336413,3728,110,GR
12/31/1993,201010,20,20101010,336413,3728,110,GR
12/31/1994,201010,20,20101010,336413,3728,110,GR
12/31/1995,201010,20,20101010,336413,3728,110,GR
12/31/1996,201010,20,20101010,336413,3728,110,GR
12/31/1997,201010,20,20101010,336413,3728,110,GR
12/31/1998,201010,20,20101010,336413,3728,110,GR
12/31/1999,201010,20,20101010,336413,3728,110,GR
12/31/2000,201010,20,20101010,336413,3728,110,GR
12/31/2001,201010,20,20101010,336413,3728,110,GR
12/31/2002,201010,20,20101010,336413,3728,110,GR
12/31/2003,201010,20,20101010,336413,3728,110,GR
12/31/2004,201010,20,20101010,336413,3728,110,GR
12/31/2005,201010,20,20101010,336413,3728,110,GR
12/31/2006,201010,20,20101010,336413,3728,110,GR
12/31/2007,201010,20,20101010,336413,3728,110,GR
12/31/2008,201010,20,20101010,336413,3728,110,GR
12/31/2009,201010,20,20101010,336413,3728,110,GR
12/31/2010,201010,20,20101010,336413,3728,110,GR
12/31/2011,201010,20,20101010,336413,3728,110,GR
12/31/1990,251010,25,25101020,326211,3011,130,GT
12/31/1991,251010,25,25101020,326211,3011,130,GT
12/31/1992,251010,25,25101020,326211,3011,130,GT
12/31/1993,251010,25,25101020,326211,3011,130,GT
12/31/1994,251010,25,25101020,326211,3011,130,GT
12/31/1995,251010,25,25101020,326211,3011,130,GT
12/31/1996,251010,25,25101020,326211,3011,130,GT
12/31/1997,251010,25,25101020,326211,3011,130,GT
12/31/1998,251010,25,25101020,326211,3011,130,GT
12/31/1999,251010,25,25101020,326211,3011,130,GT
12/31/2000,251010,25,25101020,326211,3011,130,GT
12/31/2001,251010,25,25101020,326211,3011,130,GT
12/31/2002,251010,25,25101020,326211,3011,130,GT
12/31/2003,251010,25,25101020,326211,3011,130,GT
12/31/2004,251010,25,25101020,326211,3011,130,GT
12/31/2005,251010,25,25101020,326211,3011,130,GT
12/31/2006,251010,25,25101020,326211,3011,130,GT
12/31/2007,251010,25,25101020,326211,3011,130,GT
12/31/2008,251010,25,25101020,326211,3011,130,GT
