Date,LOW/comgro/size,HIGH/comgro/size,LOW/comqual/size,HIGH/comqual/size,LOW/comval/size,HIGH/comval/size,LOW/mom/size,HIGH/mom/size
1993-06-30,-0.2504314469876033,-0.1472581830452886,-0.05702507027414078,-0.3471775965520068,-0.11123383039342558,-0.05792970030108189,-0.07048676374221574,0.38522813490256536
1993-07-31,-0.18229747675192504,-0.1975545777124092,-0.0861296400439231,-0.2965723997438546,0.1610362849089682,-0.2679932771726314,-0.07673886000338642,0.3711933978048966
1993-08-31,0.005512856213574049,0.2176016790462195,0.09635544790521501,0.08387085956310301,-0.1367777087787145,-0.15340207003337014,0.2264224961457717,-0.07445537546093547
1993-09-30,-0.06756139250446458,0.10896807334527063,-0.22236269112862067,-0.017764612163603706,-0.13925219141390233,-0.1066785155059619,0.01557685663927743,0.43954906717638126
1993-10-31,0.014940356520950649,0.12209186359599335,0.05353008396914,0.14181207926631262,0.25346923924131465,0.06702994249915056,0.007876503798323628,-0.3283204326268731
1993-11-30,-0.017939515108385484,-0.07811517521066029,0.07027604991074447,0.25899326690390295,0.03497471459690344,0.44130109819131713,0.023886559946149914,-0.2469866505810849
1993-12-31,0.03840298780687628,0.12495770171193954,0.07709824702116685,-0.1713949218908672,-0.038449253913883215,-0.050367658333468436,0.06381976288486811,-0.002593495617491638
1994-01-31,0.025176212347993752,0.03032438314506997,-0.01851213258356959,0.02653424838266746,-0.22382788923351654,-0.10270921589575545,0.041188484835696856,-0.0005730847561783187
1994-02-28,0.17479303858711015,0.3015223938279694,0.045219412605286995,0.42285475904120234,0.00015748421413361335,0.21108930177988247,-0.10615740884582092,0.13024438110255995
1994-03-31,0.004052354002418772,0.08670800613612051,0.1777179891075072,0.15283689737026007,0.0641112361220601,0.10710214607882372,0.09576268593754506,-0.17502972848986423
1994-04-30,-0.056172734027676266,-0.10471938915334923,-0.001844621989462731,-0.25313847743620715,-0.060892406397319444,-0.08951255846392848,0.02159500902479032,-0.1731446587764696
1994-05-31,-0.11404336972394631,0.09603602405249398,-0.03128632299608282,0.038507540895175794,0.14313578639775748,0.16272126073235324,-0.22030431879725895,-0.07035549369573668
1994-06-30,0.21841487620267558,-0.06591626166435799,0.0699164793604469,-0.011566404846724207,0.004257510784572854,-0.01019357659997345,-0.40309300502122564,-0.0492130883488896
1994-07-31,0.06701131314357121,-0.1298158482396997,-0.21238391494289635,-0.09599857897040677,-0.18144190290760248,-0.03441431914305501,0.04383182049230543,-0.05400915035987628
1994-08-31,0.07321708907742312,0.23390376500847335,0.1544415789995914,0.28787398642050965,-0.028012348962242008,0.23585929304294848,0.1185318869688633,-0.048354151506561194
1994-09-30,0.0400256788308814,0.02496309406024608,0.1590432347758795,0.3832241939625216,0.009539027847759602,0.043907380842492565,-0.02290413566945049,0.009295450892481608
1994-10-31,0.11882577039700735,0.2681939047154756,0.011747810614649511,0.26241606834837033,-0.08275954415771858,0.15935978604585896,-0.1859150487223735,-0.15858526527320924
1994-11-30,0.11962540307714463,0.13062912302316412,0.0968146214736119,0.14264575626855677,-0.09508397391818424,-0.05651225041951794,-0.026477372350374236,-0.14493607540129957
1994-12-31,0.12533885669732323,-0.08506575698093817,-0.11259947984563251,-0.14590256316728717,-0.08082489147914329,-0.05381184817810704,0.01719336682767492,0.008417313148091505
1995-01-31,-0.07320963525021408,-0.10018262212257449,-0.12987043485015118,-0.17825743012382664,0.009466382657233072,-0.10873360376933457,0.1548887656294664,-0.04183032669267697
1995-02-28,0.07852689816176561,0.1097330737122622,-0.18776431988269507,0.11029885197806659,0.027424580485844008,0.028933359797083006,0.02202147081364917,-0.03546987871089908
1995-03-31,0.09037009362942168,0.2840320081056269,-0.010456636993374017,0.21763720248992374,-0.008621303423822618,0.08816890467985654,-0.032688438352659756,-0.07873568467238481
1995-04-30,-0.25263448608064326,0.27409594144738236,-0.22815409524044564,0.10225678880241248,-0.11981510912061034,0.11729367727116763,0.07367382554848677,0.4163080456745362
1995-05-31,0.1300507712392062,0.026626108878171004,-0.04571865097559319,-0.1773168043310885,-0.03724238458018091,-0.05633461044895496,-0.08683771471783153,-0.13604278763892697
1995-06-30,0.12583770745198045,0.5211485238437212,-0.04985580127290592,0.3031367960020615,0.041406657923257574,0.044247639332441156,0.020856957048404606,0.22863456476337438
1995-07-31,0.0126968377600865,0.23360026105947487,-0.12121972980946595,0.2381302683415118,-0.07119880939653862,0.038029499203392284,-0.14168428792960364,0.25974314366449125
1995-08-31,0.30452671970364664,0.33034327652158246,0.05787609824779419,-0.03713409044784832,0.2525106889530205,-0.005588992335527987,-0.010020592514512816,0.2712690738273585
1995-09-30,-0.006097277069117959,-0.04773315412955418,0.1378059899313166,-0.13849421631429248,-0.028089816170681653,0.030362588923652796,0.10861302767166434,-0.08574649313390188
1995-10-31,0.05614065599236499,0.16988957286080195,-0.03474498900306738,0.14974547562084858,-0.10369657200906209,0.27144141663239363,-0.021214072031424485,-0.018118846924725446
1995-11-30,0.10167884458484734,-0.3032616701181504,-0.10769867976407765,-0.08298612595262098,0.12207076460226504,-0.09520115140546227,-0.07290056107730522,-0.374409413117898
1995-12-31,-0.03422991412851978,-0.4013888790316504,-0.033875804218087356,-0.24235620547848394,0.031815444274897305,-0.13158631110561608,0.012142793712668257,-0.001712548388843246
1996-01-31,0.08801813935031971,0.08066187052300298,-0.14351165112084968,-0.05399884695117722,0.06622657727481697,0.020087603998774076,-0.06663977450836683,0.1498960594956751
1996-02-29,0.05400076391448318,0.2402097863578613,0.14754126336982487,0.28265774963984175,-0.11370151535848222,-0.12635039578841545,0.10467539430413401,-0.09632016378519698
1996-03-31,-0.15770488722787113,-0.2146484071112291,0.02894125864957461,0.02327205726975655,0.07949152777168787,-0.06463168479199197,0.11361345014494671,-0.26522449295424
1996-04-30,-0.05826163750450769,0.21891894758528307,0.006230534847326355,0.3313428300445605,0.07027712775307081,-0.07584940474402185,-0.0935560711575081,-0.09035228047768784
1996-05-31,-0.11267043819922717,0.055880907827562006,-0.031030326714189326,0.2984884733322886,-0.006445883804761472,0.1026800567257455,-0.15980995688290758,0.06137239184022023
1996-06-30,0.0966139326440407,-0.014940952042899372,-0.1355504894445326,-0.11420463232588327,-0.1297542173112673,0.24411973635778977,0.019407776917030495,-0.054956596291546735
1996-07-31,-0.04326497297763523,0.015633525019398124,0.051624763834378896,-0.059283837641561844,-0.02178400069776809,0.14265112586456624,-0.3197891766606156,-0.06716573344942446
1996-08-31,-0.0003002109836625164,0.0798304979734387,-0.029558388291093453,0.14779017309668466,-0.02571162580210918,-0.10854172261228791,0.17063776449945,0.16459461744743095
1996-09-30,0.2780725981351991,0.381777724654713,-0.10622539837569456,0.2940902946279695,0.02284531282187542,0.31816000809997474,-0.22584619998121666,0.08833337832243937
1996-10-31,0.3292680763473001,-0.04053911485459709,-0.14322847887372014,0.08247975944168326,-0.2687179167474271,-0.051713506468555694,-0.011965544308585206,0.11869348494145417
1996-11-30,-0.014417701992437342,0.20234099335928207,-0.03100766605117562,-0.1315093115371477,0.2380874751898483,-0.10657715339094284,-0.07992311412241132,-0.1221790936767602
1996-12-31,-0.13841493290100557,-0.21345153469794872,-0.09982105680166363,0.049359331582213783,-0.1330658694327831,0.0420103562585602,0.15554826618221018,-0.08911458325888758
1997-01-31,0.11661069080849802,0.07000301897691029,-0.133541913607758,0.09295869629929525,-0.04216609848502784,0.16553157219599504,-0.011399062535343056,0.09945460684600682
1997-02-28,-0.17701383010690783,-0.20290945810012537,0.21566358513326253,-0.15384413948519327,-0.05627336434987739,-0.17764105342243078,0.0848128721576745,-0.26029200099592587
1997-03-31,-0.01653292353125761,-0.1578745167743159,0.2276739242885887,0.12149691202736825,-0.09231961403251798,-0.07164250730478396,0.13985115661341377,-0.20771514566862972
1997-04-30,0.11309487635443545,0.2396525163526327,-0.07852976545311581,-0.09292641667739408,-0.26202561812208536,0.28568365079615216,0.2856976611697008,0.31532746880685997
1997-05-31,-0.1975488682450297,0.15809493293995114,-0.09971060013358729,0.1420023309374304,0.04262309874630915,0.03131074572096089,-0.18447453722410634,-0.1830864825136108
1997-06-30,0.11845519596068944,-0.058859533421174025,-0.10556468573928823,0.15750180081043544,-0.1794222638881009,0.0350756589271775,0.08180269018887715,0.05417332627841574
1997-07-31,0.09562512039158244,0.23540675155721827,-0.06441342400825868,0.041953394319410885,-0.009212458248529018,-0.06376379813728289,-0.07923367606831336,0.15551481248423527
1997-08-31,-0.05381197682609904,0.10665389383727908,0.11254861741087102,0.22311890748093416,0.06423362280785727,-0.16639793899752464,0.07777406855707622,-0.08134294753632855
1997-09-30,0.025902987572579066,-0.110231084316162,0.04378724930003996,-0.06352167650493683,0.04677116422541236,-0.029717313979388125,0.17251647985474153,-0.08489594343526315
1997-10-31,0.024843878340094196,-0.04784365056183434,-0.09947034576084354,-0.010814978443475629,-0.20509844253223303,0.19364644072203835,-0.12117512010314078,-0.2255475056005347
1997-11-30,0.02033404142510321,-0.21860021126567392,0.010459178356377805,-0.1833645245168222,-0.16568594394698224,-0.0354788083525029,0.01943120493618051,-0.3460337971554296
1997-12-31,-0.10965424541522092,-0.2651058596344986,-0.07996864401741907,-0.3578031824939779,-0.14669724942784687,-0.14759799110162738,0.12444164917391971,-0.07170449664133287
1998-01-31,-0.047195503888575845,0.3152290569638728,-0.08990798270347275,0.2301841723631654,0.09593763210362828,0.18254397881721926,-0.023102551674320366,-0.08614246509409404
1998-02-28,0.11235020917908559,0.08697205975595049,0.16390880837736044,0.07875781108020415,-0.11970070904837875,-0.2260555498756509,0.006479210189704552,-0.08111675608232718
1998-03-31,-0.1473149805300335,-0.11115044075399419,-0.23838755526614033,-0.07036764330792718,0.0062906268008460775,0.0333963094488691,-0.0681635226793061,-0.012922795662184664
1998-04-30,0.21896999475299392,0.08060166016965621,0.07965503363165768,0.12365400972764243,-0.05573326670915128,0.05006779206703636,-0.12950617600820988,-0.013163260461068799
1998-05-31,-0.1373629761096399,-0.05455490906552967,0.04976976058436356,0.0540311774413668,-0.2002995603363749,-0.005708913307429677,0.20847063827481815,0.30271058365970843
1998-06-30,-0.2630968097179064,0.25942062277890265,0.058324036400366076,0.18584692043024878,0.04484507206496751,0.21889626348431207,0.38842817734926127,0.2966663050706599
1998-07-31,-0.28064455393013327,0.16185864632913177,0.05102752208193076,0.08815036131590824,-0.13145680558874243,-0.003931211458409986,0.11840377247819958,0.21018248329235634
1998-08-31,-0.050280116822523375,0.1329965760821316,0.05579857766520044,-0.05059430965231411,-0.024622734319726548,0.016406161375840733,0.09488918960555935,-0.26763068852761024
1998-09-30,-0.036472857958961144,0.2647350276700945,0.31396605489396107,-0.0929551163251571,0.13703977283725274,0.05762165520160266,-0.16483464631834338,-0.11710723617313741
1998-10-31,0.12716211559317797,-0.07507626451095849,-0.20227204810096935,-0.06853397650942507,-0.07602132001598394,-0.2248951107777344,-0.45143565757779924,-0.3427187604118604
1998-11-30,0.06846312800216109,0.2706085606556953,0.12974962608549837,0.26976943881436727,0.0721476850414588,0.14190381491299572,-0.13582404834189338,0.08132590200813668
1998-12-31,0.029673495318135727,0.426756014619401,0.14082888336993904,0.21861434244497524,-0.12327468434078775,0.2147299369444165,0.2590986382066511,0.4379384259709961
1999-01-31,-0.05185669719944098,0.17727178588818646,0.005532958414560767,0.3197132611629242,-0.01507339722905057,0.13540777652615116,0.025133961730999105,0.41963305273099255
1999-02-28,0.03736448486075073,-0.1752559624950931,0.2863968508027413,-0.044720650418926804,0.14693461141385028,-0.2408175003130006,-0.1904508572284839,-0.21530791106141775
1999-03-31,-0.13634283296564825,0.08078040484124009,0.10455923967012834,0.024036359161751994,0.13217891442822938,0.056377918980233005,-0.15681058762685776,0.25974014651564453
1999-04-30,-0.03167162511164399,-0.1331224650595699,-0.19611894651132702,-0.22026253741985985,0.05673550394534727,-0.39355194766819734,-0.2012034085626552,-0.2542879506100295
1999-05-31,0.23170869071186745,0.005685483620208123,-0.016413852141677163,-0.009568045996207844,-0.20297363216247044,0.05462551877564143,-0.10370156035074263,-0.16647325711312141
1999-06-30,-0.17869551564779237,0.286111758001471,-0.011279674383108892,0.35666636225123793,0.2562714059901729,0.20598361039081134,0.05229132504721112,0.11990280394752384
1999-07-31,0.09897954862252675,0.15693356025904986,-0.021175802383574884,0.21066051433017258,0.09062214823172171,0.08481945359813263,0.031508933039637914,0.0934857340262439
1999-08-31,-0.12427133819832205,0.2936836447841035,0.1868811103408379,0.055279189392821615,0.24340647483291658,0.13633881036096268,0.07478747036661851,0.1923805638829805
1999-09-30,-0.01633376682815444,0.09791837137636432,0.322505979756709,-0.21505633508710978,0.16595779158950236,0.12094142036835842,-0.007386767983100488,0.07297904435087241
1999-10-31,0.1909960612730762,0.05615923793064,0.02486356021783719,0.014933320150287683,0.01417156758697909,0.16770843491998125,0.05606189003025566,-0.05790533949209099
1999-11-30,-0.06578917317181568,0.21719411774722028,0.15134725538630725,0.40844059060385884,-0.01828538138360979,0.20007331848820803,0.09800129771632148,0.5768116577324242
1999-12-31,-0.05845503314541993,0.10213121479704856,-0.019542679610244085,0.209233628313544,0.20196419555363124,0.045096595743120665,-0.02114451030605362,0.500273934599902
2000-01-31,-0.060348053031789924,0.0663374370673924,0.08673325524301384,-0.005074560576425323,-0.09606726482948987,-0.006804420629006149,0.06654309220387922,-0.0918619289909867
2000-02-29,-0.11817101471662166,0.18503083166616333,0.11624281644478349,0.3303794842037652,0.07897178101878478,0.4815124474751066,0.18143012244570914,0.6020354588957804
2000-03-31,0.2007928318584416,-0.030977780244758803,0.006821260049136456,-0.054735329638083335,-0.1914110020337948,-0.21259064504728375,-0.146726221614159,-0.33614956367493515
2000-04-30,0.031845565172236065,-0.06468602459744069,-0.07905935438607542,-0.028108348856420596,-0.20937798234075392,-0.1395109267023572,-0.2924167437892032,-0.2222578552405615
2000-05-31,0.013288590188621874,-0.21042638520531953,-0.1708499652755311,-0.1697357134672526,0.10967290069818729,-0.3822592336327122,-0.23301073567324318,-0.4796329967404268
2000-06-30,-0.1756262807416181,0.3248526335514239,-0.18213794523822377,0.3049403881016522,-0.05267265900390312,0.4903445479694945,0.040183704425652285,0.3965314496074424
2000-07-31,-0.05304944937486401,-0.010940349994973949,-0.09533315016484702,0.026351718583147797,-0.04430421212108099,-0.03959323879987906,-0.2407879261655258,-0.08256862970008931
2000-08-31,0.1095942903133212,0.05881180445591975,0.18162612552742807,-0.06547161924978667,-0.04232858070914728,0.1440999823603938,-0.030368853760017543,0.27378961653671946
2000-09-30,-0.1862117403080729,-0.07185581265475197,-0.23045525903640351,-0.11172210774859284,-0.133956934061222,-0.05080469954340421,0.31087075509499723,0.014737479113898317
2000-10-31,-0.014160342815968733,-0.09347498327345,-0.18617133234782512,0.02040582342317358,-0.14035582612095254,-0.135340961488462,0.18177857067276085,0.027349093130710406
2000-11-30,-0.05194634502105228,-0.2284994960569867,-0.10134653337437859,-0.07128155181398196,-0.05729837698972977,-0.29138482431740864,0.14082979199606893,0.01838780633927055
2000-12-31,-0.29254941647581867,0.005896715834547519,-0.0673861995253875,0.05677507925812161,-0.13140402627232325,-0.003391533496440691,0.18168268398220233,0.06025291031074915
2001-01-31,-0.05862539863146523,-0.11732102004283575,0.2452029139570147,0.008305265552600855,0.06757729447906606,-0.055505628900087936,-0.5865426570550943,-0.6623802853220236
2001-02-28,-0.4402579030339181,-0.23550580650623748,-0.3005220532418972,-0.0789256247734502,-0.04195663121402846,-0.05656203419786006,0.3313001320029139,0.6222694514689135
2001-03-31,-0.2978609546687907,-0.23357922297064854,-0.27788244084059827,0.04802430796538238,-0.1254780984523365,-0.018647775473482016,0.28501290992199874,0.4154889160580329
2001-04-30,0.2115170574979978,0.11802798172369784,0.22171356237711287,0.0630529475810067,0.01141381883650674,-0.029379467608008032,-0.20799021428608694,-0.4714389062348109
2001-05-31,-0.26437998875528573,0.17273151271340265,-0.20356643736447871,0.00029219049479271413,0.06497239182807446,-0.09063640554123961,0.20713986985077876,0.3706981216444596
2001-06-30,-0.20688673075009706,0.1807827143927457,0.08230451474287924,-0.04122821132838044,-0.05974271701578856,0.10274300597734558,0.134145537800933,0.2654329366483965
2001-07-31,-0.18107772541560993,-0.09953324630529506,-0.22815991292483237,0.03570107977681609,-0.12363644324201407,-0.10293795042590448,0.3348583084857024,0.11295939722746752
2001-08-31,-0.07849493866656751,0.026362347020052114,-0.2708738334526311,-0.0972971048965181,0.052745708256001916,0.006643529918361153,0.44837076285745997,0.3504906472784178
2001-09-30,0.043847129624765765,-0.08718884375030342,-0.2025348132066344,-0.2099612785342168,0.10070532940833105,0.05749361975336194,0.47990861402992807,0.2832832413193
2001-10-31,0.010850223055610446,-0.13758534890157298,0.2619867575272561,0.19274059091655482,-0.03505926495713565,0.02009218001149914,-0.21480634305596744,-0.3949933508846649
2001-11-30,-0.27492808746147424,0.034673272428797725,0.1561127438514648,0.14356398007142254,0.05117739776718032,0.02947139007280803,-0.2736174219985821,-0.4167571014962386
2001-12-31,0.08724209091853238,0.12195922262872712,-0.0131344561300257,-0.04959605605317751,-0.13887678562054173,-0.17803585434351565,-0.17694742771757085,0.10697646092982961
2002-01-31,-0.12757493212001053,0.1422084705313056,0.11748004411455196,0.20440260893910914,0.02465433202534682,0.014571932509067426,0.17158322241258528,-0.04243120920506479
2002-02-28,-0.040495497608006956,0.13097133020408133,-0.16713094787100044,-0.11626634898614681,-0.10398623842091796,-0.10864310429627524,0.22373302164000178,0.02415578097572212
2002-03-31,-0.008337056554343768,0.054331396336938294,0.006235136495591851,0.025951296928226203,-0.038834443449616306,-0.06591196503983364,-0.4641520094652756,-0.09995601310006272
2002-04-30,0.05141025896695944,0.08945376117942165,-0.0314066808744386,-0.10981508656094828,-0.20056481736280182,-0.18313875841975794,0.1741539965588176,0.06693496862578388
2002-05-31,0.07020518542326261,-0.039315705786605044,0.05721629090993404,-0.2225693919800485,0.01844385009885478,0.02534198766585165,0.0987024841745514,-0.028979585560167626
2002-06-30,-0.02248722135922493,0.08035436934388339,0.04724614802595358,0.0316758620462801,-0.08326304612151222,-0.15204069192493166,0.4220675880464257,0.35502479537536497
2002-07-31,0.021686311790750035,-0.019731855677012744,0.12907529866006048,0.03090543088849427,0.01765184824222542,0.0038568142370538944,0.2353408378594602,0.016372959738777604
2002-08-31,0.06379864187192294,0.10976340470188907,-0.1406607342175273,-0.13571698261789011,-0.05441003046154075,0.12799030127676242,-0.09657448469136933,-0.22919044106217284
2002-09-30,0.19032358404095137,0.13218713096364465,-0.04461974606275391,0.01524675654698734,-0.09827281840119848,-0.011046109867242011,0.46040371617785386,0.37200669195170827
2002-10-31,0.014482482062765777,-0.10301660657060213,0.06454995442852962,0.22068966669769166,0.08498838661623453,0.035174219321917465,-0.1668938230155477,-0.34248757649768075
2002-11-30,-0.05683980388189554,-0.11503369725576434,-0.0022202969848655312,0.0945548303689629,-0.013256698914417435,-0.0032578436713016764,-0.2449471950242041,-0.43898596862766787
2002-12-31,0.07772301679752719,0.08990538030483382,-0.2868606885587014,-0.16109360931437308,-0.17105494831454962,0.04430113564439976,0.15537093458159565,0.13516636514888522
2003-01-31,0.19278061589285844,-0.060691079868141144,0.024072757469125836,0.013355128498909047,-0.02268867693193667,0.016656870874879326,0.17231323865142648,0.1949267061650157
2003-02-28,0.19902363443760013,0.09231685962809992,0.06365916254563898,0.14066909960479795,-0.08538146550743426,0.0194165334263538,0.1257945932411241,0.11611934884944931
2003-03-31,-0.0009981285619010789,0.09284805484932802,-0.08724908480930024,0.046347952516070504,-0.010058589878432013,0.09136894835967094,-0.0616343697645543,0.11854127390888543
2003-04-30,-0.07800046713558698,-0.18080364287093734,0.09060394692401535,-0.07066430030447049,0.053732328792933506,-0.00798783514164509,0.00398122572260356,-0.20128813984209484
2003-05-31,0.013545296194928263,-0.20639110220060972,0.12809158313713584,-0.08134071630962018,0.008385554864373543,0.00893137607769915,0.05413818998470688,0.11531329168576616
2003-06-30,0.017365524677962665,-0.032122254782774314,0.11431078104760703,0.08934088138793965,-0.026273057056109158,-0.09665970160424028,-0.13409243823690034,0.021766066296633198
2003-07-31,-0.10701632350384283,0.10201941461452257,0.023509733291923927,0.08530038016081229,0.11109780525953872,0.00045711892138289436,-0.14085002522929568,-0.016419142740090754
2003-08-31,0.020486305172647126,0.1364266801971672,0.15578109710884402,0.3097378491315224,-0.051798345460078714,0.034037619769146495,0.12641968582214,0.13886588527985813
2003-09-30,0.1983515821746844,-0.05329100319344704,-0.3174090863792997,-0.23858071809861844,0.011282836388335283,0.042557984049439196,-0.11795606862148203,-0.047257010787760394
2003-10-31,0.005423675138804536,-0.035449097653105145,0.054149093447013734,0.2970282719047786,0.020212230532422715,0.006550394682671456,0.10651964617725754,0.34335437356051557
2003-11-30,-0.11712946412957773,-0.10624754093185892,0.20514401262408224,0.057012767518065055,-0.025600661881983486,-0.08364707819980283,0.19507437254709936,0.18926839715631755
2003-12-31,-0.1453540859158055,-0.0885160920154406,-0.20488311513963306,-0.28289297942948843,0.07157188565233548,-0.2753217471534652,-0.19875694301583713,-0.29240898470017035
2004-01-31,-0.06090289330034258,-0.09277431276287297,0.10933936393047376,0.03586725022485077,0.06005182666279539,0.10611965604984389,0.08657093692376697,0.07289433681350148
2004-02-29,0.12574756367058865,0.13821410915558863,-0.0028678173084712654,0.09546811555050559,-0.11946861970019254,-0.22321281727249492,-0.16552204884095065,-0.19734651083653057
2004-03-31,-0.07901826543790579,0.011201143838842112,-0.2580560134108819,0.08459639261179144,-0.07565080279708702,-0.04822389811507024,0.10130520426032222,0.009794570808501286
2004-04-30,-0.09811817476347735,0.2036146746833636,-0.2685973019250783,0.10159684375831401,-0.11138959843377136,0.09743982932465825,-0.20358365994967156,-0.06483153332632759
2004-05-31,0.10538533325603293,0.12699582347602298,0.11416434644480741,0.18614283445689941,0.0417710496357112,0.0642815743537078,0.045808419917631994,-0.010858019734995944
2004-06-30,-0.11281274716779006,-0.038620055337778174,-0.06943252313378714,-0.019303598850878394,0.1361653776366236,-0.03708396408781234,0.3044346677766629,0.24976695236118093
2004-07-31,-0.13256900872834163,-0.14649088270231134,-0.1054860110265423,-0.12900820783233627,-0.0002526329324410625,-0.06196529362405816,0.1292190534948213,-0.12248116239157522
