Date,LOW/eps/pe,HIGH/eps/pe,LOW/sps/pe,HIGH/sps/pe,LOW/prof_mar/pe,HIGH/prof_mar/pe,LOW/roic/pe,HIGH/roic/pe,LOW/ninc/pe,HIGH/ninc/pe,LOW/cfo/pe,HIGH/cfo/pe,LOW/cf/pe,HIGH/cf/pe,LOW/sg/pe,HIGH/sg/pe,LOW/mom/pe,HIGH/mom/pe,LOW/cfni/pe,HIGH/cfni/pe,LOW/art/pe,HIGH/art/pe,LOW/goodwill/pe,HIGH/goodwill/pe,LOW/leve/pe,HIGH/leve/pe,LOW/quick/pe,HIGH/quick/pe,LOW/a_turn/pe,HIGH/a_turn/pe,LOW/eps/pb,HIGH/eps/pb,LOW/sps/pb,HIGH/sps/pb,LOW/prof_mar/pb,HIGH/prof_mar/pb,LOW/roic/pb,HIGH/roic/pb,LOW/ninc/pb,HIGH/ninc/pb,LOW/cfo/pb,HIGH/cfo/pb,LOW/cf/pb,HIGH/cf/pb,LOW/sg/pb,HIGH/sg/pb,LOW/mom/pb,HIGH/mom/pb,LOW/cfni/pb,HIGH/cfni/pb,LOW/art/pb,HIGH/art/pb,LOW/goodwill/pb,HIGH/goodwill/pb,LOW/leve/pb,HIGH/leve/pb,LOW/quick/pb,HIGH/quick/pb,LOW/a_turn/pb,HIGH/a_turn/pb
1990-04-30,,,0.3676068936762257,-0.8030953565072124,0.3421593519690494,-0.10963349982831057,,,-0.9903483973991309,0.7484467012396825,,,,,-0.303301841306544,-0.7433991385324394,0.013531584695313754,0.1713345519597538,0.4838029623421446,-0.5947405213126412,,,,,0.24507978532557215,0.07775538845303312,0.3083226122133156,-0.3414369670014103,,,,,0.31976189278316397,0.022015400402376366,0.035878916031919554,0.39250634281527913,,,0.8787016022379479,-0.37272632766907343,,,,,-0.7378252370406437,-0.6050633512692187,0.02103177714715087,0.0169732548259122,0.12375699801280483,-0.040957538129150886,,,,,0.006320667658676105,-0.15362261914072048,0.046145909992139855,0.07554504890064631,,
1990-05-31,,,-0.3013655284137254,0.354713110099782,0.09016516336795535,0.1844850454134913,,,0.008968231260710762,-0.12485225189603191,,,,,-0.31874584557275737,0.34421559392234646,0.3844447618269765,0.05967441844189411,-0.1908496772581854,-0.46982552286408696,,,,,0.022452772905668106,-0.23987221151375612,-0.3236773306244721,0.10392969627044035,,,,,0.10548058424618172,-0.9138364809149851,0.005181038346834286,0.13413829999036828,,,0.8647345362265197,0.09650554020379268,,,,,-0.18438054376640958,0.5683887097790874,0.17563260379746398,0.06876220616258631,-0.06722502745815778,0.07131942418201052,,,,,-0.30155064573684637,-0.0625260276702473,0.1275243827714849,0.3060388793377916,,
1990-06-30,,,0.17893124566774496,-0.2289320724562912,0.4280835570555456,0.43868170527553313,,,0.9432607593077826,0.7134645580408527,,,,,-0.7234800142166359,0.40934247759944525,-0.0342999251469903,-0.010623416527234565,-0.44415986185958267,0.2862965301901097,,,,,0.09082396634695541,-0.4214460677807821,-0.218022383849259,0.3606083019904705,,,,,0.4120727047215544,0.6634149211146821,0.027099724095807895,0.2602117152152688,,,0.6449077789891758,-0.627669656769271,,,,,0.21239270254742915,0.15890814871401607,0.05980036084990348,-0.014024417598342415,0.01717880599438915,-0.06342980564673631,,,,,0.12774790016217516,-0.2926788529605476,-0.19953237573787508,0.15546387066502454,,
1990-07-31,0.38673681172842406,0.9281850831773254,-0.6334464171542968,-0.740250996961268,0.4554340419085068,0.0410868055790695,0.16047329250334566,0.39186212097536643,-0.12192528244958355,0.2720884392038317,,,0.38088663623683316,-0.13169526443432375,0.8188427015094353,0.22672113676925357,-0.012517479080483698,0.29879940046442954,-0.15306134392092804,0.14873841109702982,0.3458948300678651,0.34180168851770254,,,0.4225381880652209,-0.10152822102992819,-0.3984939904709335,-0.13226274752838238,0.5593774113231933,0.1945464794807435,0.700441687929367,-0.9266017862955084,-0.8555279859612027,-0.7535002277912672,0.2222035015153263,-0.05106919389014558,-0.5711220208018419,-0.4946414998156503,-0.14431851065584414,-0.13827684230773035,,,0.344293421882383,-0.5645975237941803,0.3228872166548912,-0.1385373775596399,-0.11814777676222407,-0.12450488941610696,-0.03994883597323431,0.1880672888822088,-0.12397609770409515,0.31052985201411504,,,0.07968460153950199,-0.04932583787808048,0.019658227055758083,-0.1915987909085266,0.004868712324661772,0.32049916108592513
1990-08-31,0.19310920424527736,-0.35457337750714346,0.9572728173007307,0.06409454388131633,-0.04470856008543476,0.07350488750215606,0.7046533938544554,0.5822597342648963,0.7946472246897028,0.29416977768405667,,,0.3263026074762348,0.007553782981294146,-0.37680568141139736,0.11724365918403236,-0.3369892411991486,0.440022310197888,0.001577450198051553,0.19833947751207112,0.2932244975586443,0.4500764680988556,,,0.1203579955449873,0.040697079601115474,-0.13792156198330477,-0.05931009704313688,-0.435576148496435,0.31981005452700056,-0.6607257050360724,-0.4412980503455088,-0.214370420834769,-0.3673012219311054,0.27343987496645417,0.05782858817084254,-0.24101400413008595,0.34552382112861163,0.7298961089576971,0.3009964412604503,,,0.3898640739615602,-0.7129938487678456,-0.4872360706155292,0.4738207982109829,-0.0037552864171591753,0.13455478245501337,-0.30399000698743395,0.16499615114471292,-0.12502678507272763,0.3320138277023607,,,-0.1976056008315316,-0.0646047129047044,0.13595319087700078,0.04417507744112283,-0.09474727257856792,-0.11821212027873604
1990-09-30,0.021438550399768275,-0.7124259452257324,-0.8731606127840861,-0.8116352638420864,0.1755418552909308,-0.014910160843398667,0.34602145898129294,-0.5799691528914589,-0.18353197320334697,0.28787016436754614,,,-0.07516524888289679,-0.43558591507496264,0.49594329961878325,-0.6657291243706646,0.15136423829443413,0.387944507850401,-0.1627972704351987,0.16530382495295518,0.5212750924440333,-0.12823316586290945,,,-0.11199437822093344,0.18239593040517565,0.00715188385753231,-0.20556737662747143,0.6066199846970326,0.18380411713213862,0.7504814889370978,-0.8389175966010227,0.3363631938818031,-0.7483770677099302,0.15316828566603202,0.0497080298698203,-0.588476059050051,-0.762489159315701,-0.11998838341181739,-0.2196832613012446,,,0.2753203477660287,-0.691619055305044,0.3810164101795512,-0.4265141180909422,0.29933956823044033,0.23961245812798726,-0.45153476143638643,0.076640456511832,0.023446370188810718,-0.021745321352387364,,,-0.15448875675896576,-0.04533490920610673,0.04932767036317962,0.1310074088295375,0.04914636238805552,0.5768677086193091
1990-10-31,0.5330839074764269,0.8109382925583739,-0.21315827416518043,0.5097711528964463,0.24358697996874654,-0.12094791459647086,-0.09904453685644717,-0.06789394620167982,0.5491863035285984,-0.05846686693747317,,,-0.054653778155771986,0.5526849426431879,0.09240357060367033,-0.39640338393581154,-0.09240225662583301,0.29497213188235816,0.02362420674945757,-0.19087783980862283,-0.44743742071457376,0.0025050332077319864,,,-0.15476122446890792,0.1244335384599411,0.41458003302034185,-0.36402978472415665,-0.30686411895852533,-0.05857418889850046,0.7255863160571959,0.7086501622974146,0.24899198849828905,0.4144490159344377,0.32363010133485137,-0.13429444948682892,0.3231554756177564,0.17683388203645592,0.11513554689690372,-0.14177645772034317,,,-0.16970331827740626,0.35365683266223935,0.025672067617380608,-0.2618504270749428,0.28585630853859634,0.09409415336992127,-0.2974447493737639,-0.020841156745756217,-0.17176374666051353,-0.09101537969537299,,,0.06688749139059544,-0.08595304753285014,-0.08109469016989213,-0.08154972289680594,-0.3420791417210775,-0.3591599516048961
1990-11-30,-0.9947995140030361,0.446437644132486,-0.7806954551764093,0.253263387725107,0.16707444558772455,-0.2032327965266165,0.21606661383539022,0.07706551768045673,0.08114294619864462,-0.08053953814273561,,,-0.03919580322544023,-0.1889632223415128,0.22306627666902648,0.5708186785077459,-0.17880933744571195,-0.4512475541398772,-0.2334719929958125,0.06258365079947847,-0.7305200212263667,0.24121766349856735,,,-0.08019576339220902,0.15105688904863773,0.054854773048265686,0.17896723166848072,-0.6151017720903537,-0.10150678371235815,0.985641877977436,-0.668483513920831,0.9806254353127557,-0.7026345942566814,0.18969503501498344,-0.20754214882014552,-0.022566291480259498,0.261647043767494,0.04789838349095958,0.3871413127637062,,,-0.22820063694188358,-0.32999513454948515,-0.036312781474947146,0.5523021078919915,-0.1839543860966852,-0.4506758341787002,0.12359903890817943,-0.09188051552176037,-0.41801428728940515,0.32820638746932207,,,-0.10849685563803585,-0.15810636369253375,0.12130481298516486,0.23531434575973142,-0.16201338135087912,-0.052766930426345365
1990-12-31,0.2902509141705013,-0.956926431864096,0.877937337742236,0.25768021294716265,-0.21460335886205292,0.10127278258415913,0.37721289139061825,0.08994817237018878,-0.039904854217919575,0.11412037894903919,,,0.26072930250318993,-0.14682914957734305,0.20512852648826047,-0.06557187210926087,-0.11771766370484345,-0.35518486864971366,0.01807928222297721,0.062232382998447744,-0.015686878122504806,0.019301882482710295,,,0.13252435702646728,0.1324142429132951,-0.11659452522555848,-0.19623248562603293,0.29462458099056665,-0.022570413384213124,-0.5763628095572958,0.8190496594754246,-0.9225037326082316,0.9819802423080214,0.06312799934564749,0.09531957522595856,0.017664571283012374,0.4290973039152344,-0.07851189423806264,0.1447487898980803,,,0.17368161396377535,-0.42139611635034147,-0.057480537121903014,0.19786140094730975,-0.14547674555531045,-0.051807264053853115,-0.17475139129253545,-0.09558197029388704,0.2392843405787168,-0.14919234511190999,,,0.11590745424255312,-0.17271787729763058,-0.07088288068316718,0.018492923836065697,0.028820773472938262,-0.09870186695286488
1991-01-31,0.29850818475876567,-0.006921203133568077,0.0355672448932124,0.7256071224024685,-0.1985233338143362,-0.29819837002581373,0.31637433941946647,-0.09587106796359716,0.03019760613410556,-0.03561102205535359,,,0.06584270228523989,0.18779640948621457,-0.3904754034087749,-0.057490980724131786,-0.47872322950638585,-0.33653412032430285,0.11959643909042073,-0.08755816176926293,-0.33909618695675975,0.42700928776720637,,,0.1581901426098454,0.19886234828342492,0.0332325214233045,-0.13977599857512368,-0.07820321135798625,0.290876516868677,0.9639185263198069,-0.8129130591383689,-0.45184258258069837,-0.2896612179496175,-0.2392752952328806,-0.14173043637399638,-0.054916339487346005,0.2975317218619939,-0.4194278051936664,-0.02400077826310253,,,-0.07213386600277973,-0.08041474519594369,-0.16424786302253547,0.16344580813241058,-0.31879870580745456,-0.25973922345624423,-0.03617120307508135,-0.07213119537326816,-0.18255892336973306,0.3766981366373369,,,-0.08143881284496392,-0.03845782524936797,0.0708008054393535,0.07260015324486943,-0.08707483666808206,0.049312704487896694
