Date,LOW/eps/pe,HIGH/eps/pe,LOW/sps/pe,HIGH/sps/pe,LOW/prof_mar/pe,HIGH/prof_mar/pe,LOW/roic/pe,HIGH/roic/pe,LOW/ninc/pe,HIGH/ninc/pe,LOW/cfo/pe,HIGH/cfo/pe,LOW/cf/pe,HIGH/cf/pe,LOW/sg/pe,HIGH/sg/pe,LOW/mom/pe,HIGH/mom/pe,LOW/cfni/pe,HIGH/cfni/pe,LOW/art/pe,HIGH/art/pe,LOW/goodwill/pe,HIGH/goodwill/pe,LOW/leve/pe,HIGH/leve/pe,LOW/quick/pe,HIGH/quick/pe,LOW/a_turn/pe,HIGH/a_turn/pe,LOW/eps/pb,HIGH/eps/pb,LOW/sps/pb,HIGH/sps/pb,LOW/prof_mar/pb,HIGH/prof_mar/pb,LOW/roic/pb,HIGH/roic/pb,LOW/ninc/pb,HIGH/ninc/pb,LOW/cfo/pb,HIGH/cfo/pb,LOW/cf/pb,HIGH/cf/pb,LOW/sg/pb,HIGH/sg/pb,LOW/mom/pb,HIGH/mom/pb,LOW/cfni/pb,HIGH/cfni/pb,LOW/art/pb,HIGH/art/pb,LOW/goodwill/pb,HIGH/goodwill/pb,LOW/leve/pb,HIGH/leve/pb,LOW/quick/pb,HIGH/quick/pb,LOW/a_turn/pb,HIGH/a_turn/pb
1991-02-28,0.09700714722590019,-0.3555663347196842,-0.16957115047417887,0.336163614984526,0.06153957956669312,0.19923123378504892,-0.12847861463187232,0.03387335225189229,-0.14562414348508257,0.2872964097956161,,,-0.03508220136632687,-0.3413509609090301,0.01840280178684274,0.09266817135587677,-0.10891047916702558,0.027118572841454146,0.07558908506789394,-0.011302096542727874,0.37182286924633545,-0.03658926416374449,,,0.23748400747714316,0.0598630147724078,0.1363147449909391,0.08007977933424205,0.35729964227305394,-0.11008811438417768,0.9793844106815318,0.41093876551977676,-0.7356403244707376,0.08493124668503556,-0.14404954591356808,0.20777025646912806,-0.12521786229200535,-0.399744401877538,0.2926000795439049,0.26122376642530665,,,0.09303410980122322,-0.027777678960902753,0.2614742234120133,-0.09822558452367512,-0.3085637719840517,-0.025654038949824796,0.11753660510037266,0.0765860738613334,0.19129249000986137,0.0967849995055967,,,-0.008258861774058499,-0.04716269706974671,-0.02378098106915474,0.03351271053818269,0.21089154709415228,-0.04396082676659631
1991-03-31,-0.36725871776660274,0.9232016212831732,-0.6000907116345101,0.08378981866644357,0.015151169399361834,-0.16166785737636244,0.26016879742445237,0.2743467624229775,-0.23527290485150248,-0.11879124720254577,,,-0.15635206763214066,0.37473855744371376,-0.04187842491999851,0.10163241281666761,0.29646111709485096,0.31117555400738445,0.12085712931599145,-0.03198627644361423,0.3973996549879666,0.283665797535793,,,-0.05166477522270366,0.006744571421647945,-0.08774041847717974,-0.03844288146548826,0.3410323301237036,0.1377304068748669,0.4833653512034732,0.8859523954553373,0.7623377328307527,0.7870631042243958,-0.10091010099434397,-0.1918831381580968,0.6280710475083159,0.13999640673968528,0.2625008262375004,-0.15258164143371697,,,-0.024713294191447115,-0.26718652194670844,0.03088684794762605,-0.05058473765911908,0.133528866194831,0.47003355883556414,0.056688334255882385,0.01894159631033321,-0.00263193343282173,0.2896906395859933,,,0.000588216802167046,-0.11803331643199616,-0.020836338159965967,0.029012351464767452,0.2051346203600911,0.08900235436553548
1991-04-30,0.8591147195833699,0.38588121387054675,0.9881962886047263,0.810365708761947,0.09318892175988099,-0.10425728636723032,-0.09452425093700009,-0.10731744835380269,0.13716421021713643,-0.014092293293166405,,,0.09509036496977884,0.05952425217252857,-0.02104916613662205,-0.11584514160138362,-0.28417182529254187,0.06933549615273799,-0.08774852713203518,0.22730409247629763,-0.2350084430986929,0.23428744909224652,,,0.11016754761612986,0.20320831324338018,-0.05163648078213259,-0.2995643270632175,-0.24713311934774884,0.11571604284376638,0.5021301426911314,-0.918623989660178,-0.37912127476145346,0.9804463392892947,0.2780576800339796,-0.22495050812628067,-0.00013739856569343968,-0.13797488460841836,0.2736218527160758,0.025750150246545044,,,-0.006059252294481327,0.003153762094112843,-0.06848208500681163,-0.02714654947798961,0.04286791781211811,-0.15104119526345144,0.19731438239398855,0.040338323095105676,-0.128318935477488,0.09734015847149252,,,0.21539585839123587,0.19083082604193213,-0.06071913665861214,-0.24519494048156745,-0.37036316143204717,0.07380675305685026
1991-05-31,-0.8555402149162942,0.07232410239250532,0.6803241738532125,0.38427435889318634,-0.2019632625622628,-0.0328580714661939,-0.3516895069282121,0.0029017342270600903,-0.07109048711056004,0.005861759425483693,,,0.1226685807499106,-0.21712908000256648,-0.32648649282639614,-0.12929306718167696,-0.07857107514419921,0.037942429437828995,0.32181176900222336,-0.17713637134887492,0.10230367680457947,0.1861128796291727,,,0.2027568508296558,0.04778504531352779,-0.11415029102230731,-0.01644750498052928,-0.10012677763811365,0.07445766422704775,-0.43442545680293215,0.7849798261527905,0.4488753748166962,0.5641688305988775,-0.1905568685654075,-0.07936151756848389,-0.2368697823495149,-0.08814144833166415,-0.02841881641592352,0.12050651871151663,,,-0.053662481707881016,-0.04476055591230309,-0.11935948592147082,-0.16363952292365214,0.032159525628670235,0.1208544464073839,-0.14176459050167034,-0.0008249190798873665,-0.0015959221415571987,0.2409855882836737,,,-0.023246217466988524,-0.023848098998742868,-0.020725238832143854,-0.008811973727986453,0.22899702108650105,0.026717310515152772
1991-06-30,-0.9982518597231296,0.40338779082088433,0.59031996587209,0.6722626997643281,-0.008488737943094076,0.04057813844210671,-0.03597706378236325,0.06389964203883704,-0.04866160941759834,0.026282402387029162,,,-0.05264865355312405,0.23972725280606136,-0.21288673884699835,-0.02085473862303095,0.19541707619173038,-0.09563736944453648,0.398528299296038,-0.06075615979158434,-0.06295841469557992,-0.01444891961633776,,,0.10276914289578903,0.02896221562433682,-0.24511841124124953,-0.12743092939812994,0.00636505983440248,0.09152468980347772,-0.3772203563356873,0.9970794560667692,0.5039048589685122,-0.04178367232637618,0.022335117556335823,0.012235225455728898,0.14373287306803573,-0.08486365331423319,-0.01895842833309277,-0.17274451026539372,,,-0.075067437525221,0.2480123192427833,-0.2386624205269557,-0.11657222459182504,-0.010817387242777036,0.05404538037646575,-0.24311129635659082,-0.00952306648125801,0.10146873214808316,-0.08610114668708765,,,0.06078440475807446,-0.08096506838747895,-0.14177690250346678,-0.1368468619656163,-0.12620889813214828,0.16934560782277613
1991-07-31,-0.9883322460533845,0.7285619151403642,0.8519341084946724,0.0658399003733016,0.22915801814832656,0.3264776584172439,-0.02189540637874587,0.386866847371523,-0.014690232426455844,0.3636925416545813,,,-0.05152907356153652,-0.06524452436818876,-0.16788640704792143,0.2803532764693917,0.04738715242812796,0.21706804409321795,-0.04492261256623051,-0.1526403680585763,-0.2990918927546826,0.19145888124575688,,,0.1756675206600469,-0.19958314037322633,-0.14084338873069105,0.20178251350828566,-0.18910359796043869,0.18788999763918127,0.2776957518521786,-0.11448945305288086,0.8465820674193265,-0.6479649798834324,0.2007814568895862,0.16123698372650255,0.15874068100929264,0.11306546182190141,0.12824971252443954,0.097788368324949,,,-0.09635008685930209,0.11607584230572358,0.13971426337524512,0.24349069140463445,0.016001993729109085,0.09168770853718973,-0.06331612987434117,0.17841437979176633,-0.0341021657262463,0.20842858393706443,,,0.06890346904547037,0.014753021138576062,-0.17222971450039365,0.07747704655878633,-0.11173655794203735,0.0849065250163494
1991-08-31,-0.992408879498655,0.750389392664085,-0.449059693986482,0.30534453773492715,0.1907548250880071,-0.015575457938353994,0.013914876855862996,0.1980176240653407,-0.0873634703157933,0.2169397281120692,,,0.04284104329425311,-0.059310800401835846,-0.3989040903857313,0.28162051037780844,-0.12784700251678408,0.24376548010905982,-0.04866756656135849,-0.06417408877860872,-0.4756466716735563,0.3808298458193328,,,-0.11940553925543837,-0.055938798260765664,0.029063828829561003,-0.008281059720862374,-0.45795233614065267,0.15470061602168572,0.6516339487854311,0.7770022844519063,0.9911786144276482,0.3354481793213575,-0.060119101620152854,-0.06768824615897841,0.010457910887081052,-0.06814181343451689,0.18125175989499795,-0.035119049277085826,,,0.025309371978970673,0.23971463771690246,0.2921952486362059,-0.382641109507517,0.08890704196643563,0.15269686389351927,-0.025593045693954427,0.257536237068708,-0.1516557219737648,0.27184822135243397,,,0.06433173513977326,-0.09915200480784704,-0.0494142118640492,-0.10279798711659566,-0.17586345316727273,0.10632368477654558
1991-09-30,-0.999542020179464,0.660248225432904,-0.9110614724433859,0.8253476767917614,0.14702082708386113,0.39288034582672343,-0.16423156532977187,0.20395792593247639,-0.0659750327302322,0.21667482793964823,,,0.09309928328421903,0.14014376654441177,0.1144845187106402,-0.09796829799560781,0.10806387086873835,0.2261425354364405,0.03140452470968998,0.029992695088747856,-0.06397224265975386,0.05694550882682025,,,0.18561983412542238,-0.09670752741755609,-0.2738188221169517,-0.04156613572262105,-0.25831869429460713,-0.16902591226182043,0.0887958980971504,0.8360347064642321,0.39602315449358055,-0.9398217232782127,0.36269533820249605,0.08203376234396562,-0.0450154676081852,0.12012373461252569,0.06878799462755139,0.07157916104489413,,,0.10932238098189653,0.08111835383071585,-0.0716408336506139,0.09165479133421468,0.18136136384294854,-0.10191717631663963,-0.05336844188267305,0.11615843909531771,-0.08933695606469455,-0.052323040717336934,,,0.09087971445321162,0.025058765875600783,-0.06828253669898114,0.14407079272149056,-0.35366350971396665,-0.19846214336119936
1991-10-31,-0.9962738790262367,-0.2855214218625741,-0.6646341286506137,0.34798606033128265,-0.08392693286772915,0.10594507656273493,0.003080891958686387,0.3143732961287725,0.09963666026841776,-0.06979266522318646,,,-0.032141483195783256,-0.11168560941260043,-0.14223609954615946,0.17695833048793844,0.10445315795311395,0.11074615900248108,0.335860759226623,-0.04026911540875468,-0.009823262316856787,0.0018461182243408672,,,-0.07981841916876485,-0.13665645242995392,0.056803988037480914,-0.0326509422044128,-0.061121800748534426,0.06063004723438775,-0.28271316159163196,-0.6575526263532329,0.19307947162128766,-0.7207350401670777,0.13593657096454193,0.013391231670109364,0.07165542783439059,0.08761096899386328,0.2415366602587021,0.005473295385863766,,,0.04575010671390882,-0.08276075104844027,0.03392705498304689,-0.12647563291551628,0.22753410818517555,0.08123192293950121,-0.061914813255265065,0.13968487242637195,-0.12078227699186223,-0.002249602565240094,,,0.04252080759963019,-0.1828914690549529,-0.29301324671904333,-0.05134729355838364,-0.04787458965864186,-0.10210021029360482
1991-11-30,-0.8033157593361056,0.8460650482755071,0.8214673887686434,0.23497879927640714,0.20204988107387373,0.316704023001667,-0.08381002628670545,0.559855688041039,0.08583798879387922,0.29530350572465425,,,0.10957836397956527,0.010823427707186061,0.06907376914376713,0.3736826351858578,-0.028412050309730773,0.22863320080821523,-0.14321925386662435,-0.33002062740358323,-0.016807703652609963,0.3733827694820263,,,-0.02425521245826086,-0.3608618161778874,-0.12404900976071176,-0.0028560259587598526,-0.08355400725254089,0.3693953328042305,0.7755950448030645,0.0415368764120968,0.39561374867602855,0.06511440321499093,0.3336625140484916,0.0035341851669287057,-0.05839494073467798,0.27718781462450415,0.27012292392161696,0.3103466464964695,,,0.030910899129805183,0.0614098572851132,0.0649933997843192,0.06891647350217807,-0.03115090904191999,0.1276782080007154,-0.09423330206716277,-0.11570350599917693,0.00834148607503391,0.1927444280445612,,,0.07442176849964192,-0.16721037597248806,-0.1602402624061841,-0.08579144068856559,-0.07664258076662363,0.37828584028383816
1991-12-31,0.3582951478888104,0.9768916656244908,0.5502967428413901,0.6748466244979499,0.15220566427083712,0.28809556328106556,-0.07042674091892638,0.41170802913134646,0.17794509286094906,0.18444301550049788,,,-0.024004001025981606,-0.006248322922755398,0.17961710172584405,0.48106774148229,0.0062791158519284445,0.2796593561729336,0.0631888589867844,-0.34971578538795517,-0.35458145711861844,-0.03712934757069204,,,0.15460143608697402,-0.3523670263762281,0.10478197030647907,0.03505339717702287,-0.1897744982189085,0.28368038475403595,0.7705930916255617,0.26206447689472256,0.3883588830782269,0.20408932896246815,0.09053612094175349,0.1864533688498736,0.1805645847676683,0.20717137082567522,0.1290929781387215,0.15359195406252257,,,-0.15138414394498867,-0.17610893507637534,0.1750543311724395,0.12505678254400412,-0.002728936085345399,0.19895530136238024,-0.09708516318448246,-0.23981464988565176,-0.06133563042048244,-0.23064217786149285,,,-0.06299935092743784,-0.09294570671708419,0.011085393339642898,6.369145111808197e-05,-0.10499417847105433,0.1803848601869884
1992-01-31,0.9996283229240278,-0.8375128454005857,0.8332152588232548,-0.5017525370176664,0.09626439385866457,0.02627770332088001,-0.045587180952224644,-0.27983300729756555,0.1218947335669999,0.0714699929193192,,,0.2655855500903107,-0.033347042168977416,0.06172639386095259,-0.09996550385201636,-0.14814711235442643,-0.28899738265517316,0.10789735849066416,-0.20707576373197933,0.18958286684716993,0.02143873352250811,,,-0.04307464365957151,0.17901788924776507,-0.14099472248814846,-0.26111784477120353,0.2467850141304743,-0.18037075707320327,-0.9582302466437449,-0.1125304262669257,-0.5231506027903475,0.955958491028809,-0.13260472128636153,-0.1278955211392335,-0.3716185324069831,-0.22094751610273647,0.06077040988034166,-0.15414559773824948,,,-0.0061501252855120205,0.12710921616708398,-0.09695804636039024,-0.04743808977675062,-0.22642572451712295,-0.1935883167987035,0.18547863459978475,-0.16520137143714375,-0.15957470456277878,0.14807130106697874,,,0.14740765922376778,0.08293015326790677,0.03412153748794813,-0.2067004007286264,-0.009035703926833625,-0.09672255697156262
1992-02-29,-0.14496025804264295,-0.6932633835839809,0.838873009032621,-0.21275560390813344,0.05896895784260697,-0.05828748019873424,-0.11797479880589747,-0.19003901660889402,0.2621848133824525,0.07805411576442105,,,-0.0009928128509274702,-0.026870688643908854,-0.05077867657578071,-0.055221238467889996,-0.1712497882357232,0.021096321812291208,0.08703203018724089,0.01614061603475458,-0.040260281545540594,-0.04505801741792363,,,-0.03549727986583003,-6.666891174402008e-05,0.07520521159192614,-0.07496052879725341,-0.018946488823585624,0.03447605219537872,0.8902051619448962,-0.5694731277074453,0.9309094456645804,0.6427826355550289,-0.2228550870242621,0.06691490618952903,0.0034957641134774997,-0.05482424736661596,0.08720932916288696,-0.17174190715600524,,,0.07964827509850453,0.11462350766044274,-0.016139118399892773,-0.015359344627130853,0.003509017846713727,0.08442874070134343,-0.04992917956823677,0.014293022067047547,-0.06822736879150391,-0.0296106793135125,,,-0.07469384169853628,-0.02362195523565941,0.11393965482413788,-0.05491656838929762,0.21041258577385677,0.047615690237963436
1992-03-31,0.00960326111670093,-0.2974723000303315,-0.547932844016565,-0.7158747819799586,-0.026923154259631814,0.08243731138235548,-0.11187735668852103,-0.09862595737120569,-0.06963781518025337,0.14660447210763367,,,-0.1730316755074597,-0.04836391709849446,-0.1648304917851937,-0.05193956188810555,-0.09918003915962924,-0.15041010610205469,0.04892331621542974,-0.05355779624477944,0.17955938419555295,-0.11419310022210089,,,-0.016828873506797824,-0.1327612923689064,0.16053969937449897,0.06589331021136473,-0.08425856792866385,0.07355146811513634,0.8156227177004695,-0.6097863320714715,0.8688646400264056,-0.8584637195572299,0.23481071093160716,-0.17312725340984053,-0.06349887377541352,-0.1509344629891167,0.09164422989454149,-0.039126532954154414,,,-0.09006861368244949,-0.055236519502251225,-0.07262661780953146,-0.1690044796207551,0.29308714265092733,-0.24859700360395745,-0.07841844852251359,-0.05694270325258788,0.22181844803635947,-0.08658275492891557,,,0.03246659421646161,0.005969619979879656,-0.13461085970992598,0.09359744149750494,-0.00016880999226911807,0.010606141386747037
1992-04-30,-0.0043837248907455766,-0.11500209630146382,-0.9984521188960543,-0.8906190810859751,-0.1809867642038329,-0.41400136654882,-0.09567601567214992,-0.30402494046260603,-0.1248915755773807,-0.2503748155340914,,,-0.04198019878588971,-0.22245537162606202,-0.07924866864952469,-0.4568807233037477,-0.24552198666203817,-0.3389188864022684,0.11511340755207111,-0.08963054632926062,-0.05219582311876495,-0.2763940707109615,,,-0.050332081887255395,0.35612165185410116,-0.22541804315794386,-0.19834608836945214,-0.07665576115156962,-0.16977686603343542,-0.13378462767573246,-0.9166449192114463,-0.9224948563301304,-0.3383191019839271,-0.2431423504364312,-0.3186278299634376,-0.1795115299120255,-0.11936285018028284,-0.2729522574314672,-0.15241141841743078,,,-0.17811848332302105,-0.1343561329778202,-0.09779198928346067,-0.29089085781112695,-0.43793536886867984,-0.12793224757227772,0.06936593196405613,0.09886903907387319,-0.021978963535462196,-0.22486067943491198,,,-0.17797421105956446,0.21194626628986077,0.1373889718297193,-0.18427853121562307,-0.10265283293215363,-0.2579506981503659
