Date,eps,sps,prof_mar,roic,ninc,cfo,cf,sg,mom,cfni,art,goodwill,leve,inv_turn,quick,a_turn,pe,pb
1990-03-31,,,,,,,,,,,,,,,,,-0.6876488754658457,0.5719833859067479
1990-04-30,1.0,1.0,-0.22565582116557578,,-0.5724438363609744,,,0.6921639219381982,-0.13806930006407533,-0.05999525942782876,,,-0.15262627630242567,,-0.1284855893538426,,0.09151409284180172,0.10843679081539813
1990-05-31,-1.0,-1.0,-0.043866922240244154,,0.6669116350994538,,,-0.600326944580359,0.15993657878028933,0.08644915353477906,,,-0.2357541448889812,,0.35858623530795514,,-0.22060875857728796,0.22959974529679092
1990-06-30,1.0,0.9999999999999999,0.2918029479314703,,-0.9930992759874346,,,-0.3092243861025134,-0.04392550214670504,-0.28216479379352405,,,-0.0012990294807825435,,-0.19592447160104384,,0.9208016877596158,0.08974971634224303
1990-07-31,1.0,0.9999999999999999,0.01457922991213375,,-0.34896459768850274,,,0.8204963695001971,0.18539598610762756,0.1419284817116176,,,-0.027509948762136575,,0.016714000603477167,,-0.7100585132097493,0.3970662502024071
1990-08-31,-1.0,-1.0,0.15915858034062766,,0.9780343417796692,,,-0.7782611036939034,0.022107150268213166,0.1788590408406367,,,-0.110952201418998,,0.20427424330996033,,0.9862705148211276,0.3841819928522621
1990-09-30,-1.0,-1.0,0.025873424743317868,,0.29273405013329024,,,-0.7381502853548443,0.010614303157853663,0.004921751684020783,,,-0.09453339685668115,,-0.003933786590727979,,0.1052783624544043,-0.1290607886692239
1990-10-31,0.9999999999999999,1.0,-0.02323978758108353,1.0,0.01650338499208909,,-1.0,-0.5594055895659642,-0.09066185256211207,-0.015662562470608207,0.17162206609304564,,0.09701823745276307,-1.0,-0.3332157851578111,0.5314883466237995,0.23893799627891885,-0.1262239340911759
1990-11-30,-0.9999999999999999,-1.0,-0.06269581564813545,1.0,0.24240978604191535,,-1.0,-0.12251788227357698,-0.2978288955046484,-0.0368859338257738,0.375533706715146,,-0.05135918752779946,-1.0,0.08497993382081215,0.6981808115998828,0.1743215910944191,-0.17877845901657796
1990-12-31,0.9999999999999999,1.0,0.09451776615975709,-0.9999999999999999,0.6821399137730103,,1.0,-0.24205510150144194,-0.4688986994018237,-0.10952295253129699,0.9588705342276672,,-0.10101585994212388,-0.9999999999999998,-0.055766405008412984,0.7802811258625686,-0.41666508847029066,0.04246199175239664
1991-01-31,-0.9999999999999999,1.0,-0.18088783208386114,-0.18484204004425964,-0.2517680141724279,,0.31827996656016533,0.18893398348372337,-0.47136350090513174,0.0873450617976818,0.15881848907599042,,-0.005408609506915338,0.5768889328038008,-0.12188687028240354,0.41411190002963477,-0.2597453471140118,-0.2470259111405844
1991-02-28,-1.0,1.0,0.05681375682850264,0.07826489524715051,0.2603789499055597,,-0.6226243641955355,-0.012603824769366861,-0.38425124670781535,0.06582326166318982,-0.6096258554035926,,-0.09855227650375849,0.04835591912040533,0.21327108221559418,-0.11718665244928787,0.23450044328140685,-0.09410659097140427
1991-03-31,-0.9999999999999999,1.0,-0.04829914530030805,0.728856252852139,0.34400397977797725,,0.14682922056241304,0.05514728031654766,0.4006631949551177,0.03804999148220863,0.4218653966983456,,-0.016721898180382905,-0.3734287290483806,-0.30468831188636486,0.22669668125061138,-0.2250339426131737,-0.12105978215713718
1991-04-30,-1.0,-0.9999999999999999,0.045475186983863394,0.1105667101043488,0.15454872775359924,,-0.08211822269298577,0.1431154539314664,-0.07412317698586175,0.06779620179128246,-0.0067377937748153115,,0.1464863984505131,-0.15422937121269756,-0.23874026164430553,-0.03001720029366976,-0.07814603985444792,-0.019755426108899552
