Date,LOW/eps/size,HIGH/eps/size,LOW/sps/size,HIGH/sps/size,LOW/prof_mar/size,HIGH/prof_mar/size,LOW/roic/size,HIGH/roic/size,LOW/ninc/size,HIGH/ninc/size,LOW/cfo/size,HIGH/cfo/size,LOW/cf/size,HIGH/cf/size,LOW/sg/size,HIGH/sg/size,LOW/mom/size,HIGH/mom/size,LOW/pe/size,HIGH/pe/size,LOW/pb/size,HIGH/pb/size
1990-03-31,,,,,,,,,,,,,,,,,0.025647476200866024,-0.08373334796433304,-0.37352343962276185,0.36417881693650195,-0.03303903415243144,0.26824365134681405
1990-04-30,,,0.7303764073969701,0.43722642139283796,0.12538906018345622,0.25692951916603995,,,0.9224809887908069,0.7487247644324124,,,,,-0.6543914036334454,0.3143770253377037,-0.10677067063267687,0.07043599896971851,0.32571836963988254,0.5844929048644748,-0.10820697875082919,0.4112400909278001
1990-05-31,,,0.806719409709974,0.4429461844117864,0.00017437607636024602,0.2225501209200153,,,0.9595314444174552,0.620522300998081,,,,,-0.21660027720902497,0.07383154159882499,-0.04576136838375605,0.27113241861374615,0.22170572666636185,0.5405694606230804,0.11950489993723475,0.54382029057277
1990-06-30,,,0.9962829203588897,0.9740771024528058,0.22385079684910753,0.05484001826920805,,,0.5265193760947047,-0.47573181247940705,,,,,-0.7774484697237036,0.8995434516217155,-0.006958286438810753,-0.021262101616615535,0.23112862074616156,0.3643196504169158,0.26536252919966663,0.2774149880042704
1990-07-31,-0.9037383013421861,0.88179630100281,-0.9908918008779637,0.014109242560372803,0.0437762379301772,-0.025575698098317574,-0.33007350988024775,-0.48837668852643695,-0.15954182597920116,0.2947827927334708,,,0.31304520367140964,-0.7564971026954785,-0.29917337936759847,-0.3066210020698962,-0.1612887047953888,-0.18047613486112374,-0.0911379496794819,-0.03644154001154625,0.01566869457740229,-0.1346064589693028
1990-08-31,-0.6600850332580981,-0.1869059032662696,-0.14299615100851595,0.8083440272204693,0.10141038400146589,-0.0467370136994327,-0.311028180244119,0.15340190763977546,0.635133033319531,0.3712890700207145,,,0.32544587261197616,-0.2271521921035764,0.027250490244523994,-0.47940835821475775,0.14554481745827205,0.06454594832143228,0.015594493181111026,0.1609348797935989,0.06216207925968124,0.14277696672882653
1990-09-30,-0.011310646232387447,-0.9416893639631143,-0.555325922458312,-0.08959539661425732,0.07699944205783955,0.18002369558403408,-0.4523677806670714,-0.572762019953735,-0.0776376823155094,0.21703148810633566,,,0.5859867707449399,-0.8326193819684895,-0.1298601734873998,-0.2032564293628242,0.3314245088884121,0.022954456463294956,-0.5549391313195176,-0.09096293219194504,0.04642349303445645,-0.19593914672655904
1990-10-31,0.9794317138615009,0.46547730946081356,0.793828944791238,0.523654225879896,0.35190858412461434,0.22899216575633033,0.37879916416124854,0.0532539342711917,0.20709490627511046,0.1266357396284208,,,-0.20921133815248663,0.16677563421313957,-0.054397387588535046,0.04590383869189319,0.1563686666319421,0.04357077022297839,0.15378365129317337,0.19322062928480271,0.2249574706615806,0.06617298866345499
1990-11-30,0.9682602463119652,-0.12402719857611316,0.9804770195572077,-0.38897276487408505,0.1824757528575841,-0.024230865620460146,-0.19180890582725507,0.18136207531976845,0.09865837131188863,0.2793356474084586,,,-0.06368523150950955,-0.40215515817912423,0.306100862253177,0.40762120030124216,0.016630939093332537,-0.23814211040079664,-0.14749126659268033,0.1684339207345073,-0.058316492444187566,0.16407004555147237
1990-12-31,-0.9640876039279376,0.5131296742505298,-0.7522301547743644,0.9788630645080738,-0.00016289422476453914,-0.13853278696533255,0.37849151940699877,0.22046887487222622,0.004159903612479535,-0.20376042851629197,,,0.13578369854846017,-0.31077614782020746,-0.04771889859902785,-0.043269488858666307,-0.2546986298992282,-0.26241244959505367,-0.04722551356279064,-0.22757109004481485,-0.2953502611433385,-0.04115633823055814
1991-01-31,0.931939154321064,-0.2106562630668618,0.7415458226149356,-0.020610184496337114,-0.3863844896606279,-0.07352129617409049,-0.3923682687775038,0.4426561465158856,-0.3221643539349716,-0.04681392948024851,,,-0.24200987675570576,0.16654755002167543,-0.23957156448185737,-0.2659257308931441,-0.42251076503844087,-0.4630994190050967,-0.296420522976681,-0.032636470546801494,-0.2342601612761505,-0.09587207378805178
1991-02-28,0.2575052217313139,0.9862398290697025,-0.10372641375669708,0.6834692364430057,-0.023040899582136887,-0.11563861461907113,0.05179082772966098,-0.13839185562329837,0.21734994753455728,-0.33663323290489855,,,0.05223861211967863,-0.3811576365689072,0.24416332432640386,-0.1804347776589977,-0.23410527201675058,-0.2364676769432419,0.015013789861671662,0.22943048565060786,-0.06796278200603567,0.1685318405595504
1991-03-31,0.04209833707724708,0.955936857104766,0.39536350751539456,0.9333061694689375,0.11565728735468626,0.008124966301487381,0.39703911650157203,0.2907612242002737,0.17172765623939093,-0.17532416649148483,,,0.1268832294866733,-0.4435794268940357,0.13366285373288503,-0.04591759574099016,0.2523820088485982,0.3936384298431492,-0.2951726492995482,0.1634025537275907,0.21575738315023044,0.20776670259070706
1991-04-30,-0.005386383058862913,0.32940055276367175,-0.36805146323182897,-0.1592208053936523,0.2008166281647523,0.09814676468320747,-0.006825938781612988,-0.1179592038791074,0.24784131652176983,0.045441494511213126,,,-0.025297424497192657,0.06677850801824521,0.0638874597399861,0.05623434926425407,0.046485710060151474,-0.16358604210067604,-0.07072065200812187,0.11879955249559707,0.001173258716009826,-0.03631549972853207
1991-05-31,0.04003772002291353,-0.009336264459427757,0.4000528633748121,-0.4388171275070944,-0.16557226692926552,0.021681658136832538,-0.12274825742049027,-0.0017583828436995195,0.1735125703321808,0.026769487657134182,,,0.09270671107466019,0.05166103111416452,-0.18716008562547784,0.008202673558233856,0.02859127060022939,0.21048555337204972,0.22240985684097553,-0.015639501790257578,-0.22516922349630264,0.11987543937581546
1991-06-30,-0.07548806070134312,0.3991173650033524,0.291664139723459,-0.10411560368722829,-0.044712326541092744,-0.05495821449399361,0.1789953214571171,0.03288971792820654,-0.09650273619274306,0.034070237319133084,,,-0.1273282945597474,0.16560157167842304,-0.04603313812964173,-0.27239589644061685,-0.07081056426517564,-0.15389742283027164,-0.2761989134580292,0.03700947066860224,0.10485898447872957,0.009862083447566285
