Date,LOW/comqual/size,HIGH/comqual/size
2001-09-30,0.013473094551855799,0.023282069846772786
2001-10-31,0.13661624007634782,0.13751491694380755
2001-11-30,0.08556118726362087,0.0050846634122534195
2001-12-31,-0.14267859647139222,-0.12978329265757993
2002-01-31,-0.09608885383678854,0.09285373883454871
2002-02-28,0.08691496709715484,-0.007437619518146039
2002-03-31,-0.17050126522921577,-0.14056819643323154
2002-04-30,-0.01184842095799346,0.025567439296036377
2002-05-31,0.0005563217290076451,0.07922897842202749
2002-06-30,-0.03199573627815688,-0.041364939594518375
2002-07-31,0.029719297823649436,0.10541175236033044
2002-08-31,0.03006923986686549,-0.048200832449362824
2002-09-30,0.0563951634493544,0.1363160389482442
2002-10-31,0.20768864481143587,-0.12288642265353565
2002-11-30,-0.16149555272473864,-0.0607982167252661
2002-12-31,-0.010859962269407155,0.16340792987080766
2003-01-31,-0.04399389941505571,-0.027714364889655046
2003-02-28,0.044948713950871515,0.008302966534986467
2003-03-31,0.04315321765665894,-0.15688709283984342
2003-04-30,-0.06815465883323255,-0.14252021316796265
2003-05-31,0.03175608573689399,0.06783792515744216
2003-06-30,0.263633109583988,0.0783055288371472
2003-07-31,0.16341927594923408,-0.022554771897356305
2003-08-31,-0.12253308592397731,0.22067422724378957
2003-09-30,-0.246018019313083,-0.2025265984202528
2003-10-31,0.07495330059750535,-0.15774792743251362
2003-11-30,0.031058788273178765,0.20546287539998803
2003-12-31,-0.11149093075391202,0.003706942480412906
2004-01-31,0.008735987968813901,-0.10613043857158397
2004-02-29,-0.04811447666829396,0.0870639043449638
2004-03-31,-0.11462694542027678,0.08939971087390693
2004-04-30,-0.041585811965645356,0.18746658787550124
2004-05-31,0.14707999606658909,-0.06728648611187031
2004-06-30,-0.08992772424379879,0.1557798691331351
2004-07-31,-0.20055139455446777,-0.14402514467034122
2004-08-31,-0.06583359525704359,0.016314784474044792
2004-09-30,-0.03292364456731657,-0.006968116646873189
2004-10-31,0.11440581053952396,0.009339709168766214
2004-11-30,-0.036339523519065636,0.09010469743938793
2004-12-31,0.16010285572135147,-0.015592715475647804
2005-01-31,0.035319527023663366,0.0013488626830618893
2005-02-28,-0.073677691752055,-0.010171460889316546
2005-03-31,-0.06215071732785482,0.06381882363890597
2005-04-30,0.002543460109096677,-0.18079013173946507
2005-05-31,0.0636669125925726,0.0018566196781960927
2005-06-30,-0.1094469407334203,-0.028104009003531345
2005-07-31,0.07390522363407075,0.06858012096457983
2005-08-31,0.0875358151987798,0.15919116813391232
2005-09-30,-0.06684905326987678,0.04751935144531948
2005-10-31,0.09410666843622152,-0.19840288487901306
2005-11-30,0.05136071533122314,-0.0174618320098941
2005-12-31,0.21977900136168999,0.12543648588712622
2006-01-31,-0.005760070555380116,0.20322285338690482
2006-02-28,0.057763899364974745,-0.06169456255916065
2006-03-31,-0.0704148126359732,0.22035369477884367
2006-04-30,0.15003304652599064,-0.1769277831163446
2006-05-31,-0.13782558433802058,0.05361268069686977
2006-06-30,-0.009728863906806152,-0.0137314663819903
2006-07-31,-0.14649159602506306,0.0030610934382984184
2006-08-31,0.1851252196231311,-0.0001073882263984364
2006-09-30,0.2631446009409748,0.01814552131837889
2006-10-31,-0.10051742948981131,0.09858341863932935
2006-11-30,0.005754127579402686,0.007387377291933342
2006-12-31,0.0948367877946425,-0.1358350314960042
2007-01-31,0.16399278619349883,0.10092286059362068
2007-02-28,0.03231589259807823,-0.14471788092681315
2007-03-31,-0.018175146264395932,0.07045268728136252
2007-04-30,-0.042645443026934,0.11725875296617409
2007-05-31,-0.03289686622169487,-0.030994957296291117
2007-06-30,0.19118427816161393,0.07568071733323377
2007-07-31,0.1418510924164772,0.2315195887507465
2007-08-31,0.06522967222366306,0.18406608961412918
2007-09-30,0.009628547466508252,-0.03359976363471477
2007-10-31,0.08661129514019301,-0.04579405183967662
2007-11-30,0.054888978906286384,0.013672613016255858
2007-12-31,0.009985891492016811,0.07835613525136452
2008-01-31,-0.11925199657196693,-0.1173000979355566
2008-02-29,0.08589888165443331,0.07037322329163109
2008-03-31,0.21491172852134574,-0.02472487325638311
2008-04-30,0.213177881579954,-0.03659270859001955
2008-05-31,0.15547390724905077,0.20587629549394476
2008-06-30,0.3010895796376267,0.12156996713863936
2008-07-31,-0.010310180507990997,0.0640151834226969
2008-08-31,0.02666599953528903,0.2097039660610497
2008-09-30,0.06651028860783847,0.0010614493634127995
2008-10-31,0.18502151689496127,0.1500872490310184
2008-11-30,0.20445469815073003,0.06682581123640292
2008-12-31,0.05931865993849553,0.22896077772335113
2009-01-31,0.2792267685225341,0.2739452218002414
2009-02-28,0.11309324749771935,-0.008773002740759775
2009-03-31,-0.16989285694941658,-0.2938678846472116
2009-04-30,-0.07210634573140841,-0.10490062986885604
2009-05-31,-0.2617710516595372,-0.21738167973360123
2009-06-30,-0.04140540391832998,0.2558422736651878
2009-07-31,-0.10546436820676848,-0.013363177559155759
2009-08-31,-0.19637307676644983,-0.19354738010486552
2009-09-30,0.07170364100531419,-0.024820858628929608
2009-10-31,0.1588220842433151,0.18742154693008337
2009-11-30,-0.004597590477252678,0.08531862485704274
2009-12-31,0.07408957615150663,0.10683401787026568
2010-01-31,-0.01217515975279372,0.0003481154373372802
2010-02-28,-0.05611997470648154,0.10567886450993078
2010-03-31,-0.05452068563622147,-0.09462392496096772
2010-04-30,0.1051293377020017,-0.13242521591252837
2010-05-31,0.03714780077785039,0.2497194350790349
2010-06-30,-0.030857265578519987,0.05095196190948025
2010-07-31,0.013586122876380818,-0.2431617724937384
2010-08-31,0.04290739939154885,0.07875599600061606
2010-09-30,0.0031577287457607065,0.1515742885972581
2010-10-31,-0.08795058721567965,-0.1254654979716632
2010-11-30,0.07165997293326389,0.0891243714422185
2010-12-31,0.07614273273974721,-0.2737722777482783
2011-01-31,-0.15258835068982893,0.045963841561336774
2011-02-28,0.0874236695314383,-0.005387107593559202
2011-03-31,0.13031039239934664,0.03547446163022009
2011-04-30,0.02858759504459768,0.12835232543496022
2011-05-31,0.10436260401566831,0.29336136410592095
2011-06-30,-0.10392284061216371,0.013172966100897169
2011-07-31,-0.17151137342188785,0.022032566733612074
2011-08-31,0.1935697528398264,0.11338275106933667
2011-09-30,0.12666615680100798,0.08323200872804795
2011-10-31,-0.042225171862131226,-0.1225825632318693
2011-11-30,-0.03558592897846288,0.17639114979853768
2011-12-31,0.1436852052478824,-0.13115511677369368
2012-01-31,-0.007726979408547667,0.03632332924098557
2012-02-29,-0.10756927913973474,0.14928021872484865
2012-03-31,0.03565760202196048,0.0694656699673541
2012-04-30,0.10123062527156589,0.021134483997671916
2012-05-31,0.21628942432147533,0.08509788104701606
2012-06-30,0.04826772407572686,-0.11738028311915155
2012-07-31,-0.019441049863944706,0.03383559329920193
2012-08-31,-0.05339533386073546,0.17834758531497868
2012-09-30,-0.05989904651588913,0.03730861724937329
2012-10-31,-0.021435078389590544,-0.24768048459858646
2012-11-30,0.10052537888145617,0.19499311972005182
2012-12-31,-0.14396618698171143,-0.012667053851523228
2013-01-31,-0.1276703532694804,0.04657831206527785
2013-02-28,-0.03378589464242917,0.08287102287473927
2013-03-31,-0.11806128435626785,-0.004088086961140998
2013-04-30,-0.12309190116324371,-0.23931551443942908
2013-05-31,-0.026395111876037533,-0.005481806620385383
2013-06-30,-0.006564173961720063,-0.10147601953067655
2013-07-31,0.03716890561922065,0.17883591801460935
2013-08-31,0.21338906278692674,0.09463452305434024
2013-09-30,0.12157488103404532,0.23493789485207398
2013-10-31,-0.16955418846495598,0.05974852454955346
2013-11-30,-0.07667210507069218,-0.08494604860722199
2013-12-31,-0.06135830204653248,0.045651716630288525
2014-01-31,-0.09416170977294518,0.12603817039730733
2014-02-28,0.00396048443901215,0.15179662485482118
2014-03-31,-0.10112903825301717,-0.18865404733788044
2014-04-30,0.015525408761711912,-0.016117152846930802
2014-05-31,0.010619574259926991,0.2287955405973046
2014-06-30,-0.14579345891762344,-0.175333965625319
2014-07-31,0.20220925176059928,0.07798464456267853
2014-08-31,0.07866793903269911,-0.09380563328728224
2014-09-30,0.06421926300172658,-0.00687145844188773
2014-10-31,0.2445510085258674,0.06902357807651724
2014-11-30,0.1566379754212401,0.16061256006754057
2014-12-31,0.04922367806348003,-0.11467090318577834
2015-01-31,0.17815726433394055,0.26469093331489746
2015-02-28,0.054182688413158896,0.05037599023140115
2015-03-31,-0.025412771905747346,0.11029872086676724
2015-04-30,-0.09554978542478958,-0.14255106283007146
2015-05-31,0.09771607982310238,0.13455111223860233
2015-06-30,0.10190525737009952,-0.012824483075636947
2015-07-31,0.03634742904348355,0.11804118001964566
2015-08-31,0.007051835428979686,0.03494833740279741
2015-09-30,0.02450639020118726,0.06337144698225465
2015-10-31,0.1157470119322703,-0.06312095537255893
2015-11-30,-0.026840435230011173,-0.07562230132076923
2015-12-31,0.06319674560297624,0.15197694797045258
2016-01-31,0.08026645483591112,0.10802413551177704
2016-02-29,0.14113413339176525,0.013825663079849414
2016-03-31,-0.08278800867823981,-0.026676203064367406
2016-04-30,-0.16425857733242122,-0.009877411640061309
2016-05-31,0.034808387273097416,0.07266445368227782
2016-06-30,0.11119068827388404,0.18440818707114986
2016-07-31,-0.0386902695437622,0.03998018288392085
2016-08-31,-0.15113711964038495,-0.21893240192514393
2016-09-30,-0.24475095264819838,0.08319428969405973
2016-10-31,-0.08454724212296626,-0.2190373682887308
2016-11-30,0.0197077693216088,-0.10973117619137158
2016-12-31,-0.13455432340152954,-0.21594495784282416
2017-01-31,0.0219158592252118,0.11833581044501301
2017-02-28,-0.10448665705896718,-0.03330030232986531
2017-03-31,0.03190795572344505,0.15155051399206912
2017-04-30,-0.0015946997471716709,0.06046491688962651
2017-05-31,-0.08167611374130487,0.07051571990188019
2017-06-30,-0.034426403270843065,-0.23079007405888877
2017-07-31,-0.06202735056318387,-0.0070407398701093585
2017-08-31,0.07629298429763354,0.20311962053968594
2017-09-30,0.0206845010419485,-0.14077449941918013
2017-10-31,-0.029087423178850522,-0.0893826912936148
2017-11-30,0.04126315843006083,0.06991632601536338
2017-12-31,0.2483818394837949,-0.018248549180314433
2018-01-31,0.13638333235845676,0.1282473072075505
2018-02-28,-0.047400047285092145,0.07627662863877128
2018-03-31,-0.18118721013392514,-0.09926775809274183
2018-04-30,-0.00434920082525663,-0.07580643261521454
2018-05-31,0.10051643417468428,-0.03651633354107085
2018-06-30,-0.010829568711748394,0.07268864220449822
2018-07-31,0.08023815998484486,0.05281210028104563
2018-08-31,0.1831287076361874,0.2124769855100638
2018-09-30,0.09406877015358246,0.23141808040386244
2018-10-31,-0.06569579190463858,-0.13570373822629161
2018-11-30,-0.05403805677473806,0.08951617715482355
2018-12-31,0.017985401501269656,0.048278715486167495
