Date,eps,sps,prof_mar,lgro,roic,ninc,gmar,cfo,cf,sg,mom,cfni,art,ar,goodwill,leve,tar,rc,inv_turn,spread,quick,a_turn,fpe,fpb,pe,pb
1990-03-31,,,,,,,,,,,,,,,,,,,,,,,,,-0.1224658404368968,0.31028769094063036
1990-04-30,-0.43892834638705325,0.039092043658861264,-0.1855942586112479,,,-0.050231923568827566,,,,-0.021910166713800312,-0.12288729697546785,-0.17068915753244576,,,,-0.4040794940413994,,,,,-0.4427131094775818,,,,0.33340494467654913,-0.12814210283066807
1990-05-31,0.4164300401003556,0.08069133210102887,0.5303295591224335,,,0.2547772480433664,,,,0.22425354453508237,0.3147778447074493,0.4271194844292421,,,,0.08351003359926715,,,,,0.5373525053943217,,,,0.12656038383345267,0.19369068284108015
1990-06-30,0.05077294152624238,0.030015370984081507,0.20683250537598247,,,0.044074846105189955,,,,0.07744021117890068,-0.13588837729898448,-0.06558814356006172,,,,-0.2683706946460795,,,,,0.24139177136612214,,,,0.1581337947587266,-0.7702633599820478
1990-07-31,-0.4578035233102069,-0.04624716085217828,-0.006128963950438837,,0.012007239880406056,0.09745591042322456,,,0.012007239880406062,-0.012606762185667865,-0.16296351635305253,-0.36553173014451396,0.012007239880406053,0.012007239880406053,,-0.17720802972760422,,,0.01200723988040607,,-0.26773056885440216,0.012007239880406069,,,0.024092031290860152,-0.3820374558530148
1990-08-31,-0.23178748494561974,-0.03493681764977204,-0.29169793570927116,,0.06575250528582595,0.1588328303412692,,,0.06575250528582591,-0.12862168981139738,0.1190815352858274,-0.3983789869612772,0.06575250528582582,0.06575250528582582,,-0.45252347779344965,,,0.06575250528582592,,-0.35782381328369817,0.0657525052858259,,,0.053711869800982005,-0.29182920540614654
1990-09-30,0.051674605651049935,0.08090781831019346,-0.10441883156536741,,-0.16006845063221511,0.06834029428337715,,,-0.1600684506322149,-0.0609432906864122,0.546850074107056,-0.5787739832225867,-0.16006845063221498,-0.16006845063221498,,-0.21652197722707917,,,-0.16006845063221503,,-0.2396838762192957,-0.16006845063221511,,,0.3123992033799914,0.22250098879875974
1990-10-31,0.06278183356659171,-0.18942967424848753,0.5175480968387988,,-0.026630138009965342,0.10479353817679544,,,0.1039828384160463,-0.07049352299925879,0.6943789218335268,-0.830120775509058,0.003060964437889439,0.003060964437889439,,-0.33822655251957345,,,0.08711691054284872,,-0.10298446419696065,-0.06984347140740228,,,0.02765642583602698,0.23688316940304954
1990-11-30,0.4713900864731577,0.122311313982651,-0.1467454812580735,,0.4509918758481621,-0.10603438086339319,,,-0.03192509398253829,0.5795414075046573,-0.7710261481139681,0.46117163440694564,0.3680159963684169,0.3680159963684169,,0.41606377724622445,,,0.05401400007836169,,0.6221000695681549,0.5718484685056276,,,0.5733561151857552,0.18429325737315344
1990-12-31,0.6248857557584607,0.11552179392452022,0.21973730884849832,,0.0059476621839246015,-0.11201430919236352,,,-0.04320613092650615,0.027441299800672593,-0.011226544961646621,-0.20105681958044117,-0.012232764020326128,-0.012232764020326128,,-0.006150771619194025,,,-0.10168567880865205,,0.3456747913870823,-0.04255282696363991,,,0.8122373583647396,0.46021457023630497
1991-01-31,0.16647941505070843,0.18089225426441713,-0.23973873165832327,,-0.0750970380099885,-0.03495112433346543,,,-0.18557915151241708,0.06748629974143716,-0.3394332839374087,-0.17644883933407965,-0.038227089131241364,-0.038227089131241364,,0.2113238164059062,,,0.05342660645139163,,0.22068620527889488,0.07813482865678,,,-0.3391967902596896,0.1035957267734139
1991-02-28,-0.20373226971847228,0.07398183986588988,-0.16617898367875758,,-0.06337948065400476,-0.13808267874058516,,,0.09251881142721419,-0.10934158613864091,-0.6553487620958549,0.8877012935414069,-0.11976070087382726,-0.11976070087382726,,0.3577177895924017,,,-0.057958342469983305,,0.06283979042927679,-0.17343576392914317,,,-0.07915764781083805,-0.20085164601797753
1991-03-31,-0.04883310042945091,-0.2040223407327135,-0.2974880966382861,,0.09738953767561401,-0.2922046378252474,,,0.09202223543353748,-0.059707462380733725,0.13997085725408465,0.20026363612203024,0.1141343738614881,0.1141343738614881,,0.21895784783254518,,,0.057751412639603344,,0.21802343089303047,0.15502374256562512,,,-0.24728612318835994,-0.07808950467584135
1991-04-30,0.22484958011401363,0.04612879880996745,0.34504229933041347,,0.15865887780601456,0.5097844626395709,,,0.10077061578688895,0.45637678836640533,0.5132399571604414,-0.4562414670931484,0.10272417509566863,0.10272417509566863,,-0.23135283948264926,,,0.11901691481082978,,0.19416189878474174,0.11477209980769983,,,0.09815844882186675,-0.29930737120552464
1991-05-31,-0.16619935240128136,0.3877330128322003,0.3534270388838456,,0.26373297680791263,0.23404470342725464,,,-0.1425542592321971,0.36801125223502956,0.20656751879677782,-0.268742642843378,0.20269479470672017,0.20269479470672017,,-0.2894925882228338,,,0.05808981635529625,,0.3158706648485371,-0.03673701762961651,,,-0.32975329986485685,0.09115235272581478
1991-06-30,-0.2298171910753389,-0.4250134753881614,-0.29653876891246655,,-0.4332887691587393,-0.038493704349540414,,,0.16731316923978698,-0.3740469423767727,-0.312142567839185,-0.10841031074128442,-0.5963465349580653,-0.5963465349580653,,0.03426736574839268,,,-0.2609363913538712,,-0.6219708647113458,-0.35885567391541573,,,-0.7606908259868257,-0.3128378296488959
1991-07-31,-0.178341105247696,0.08415503360526728,0.3102903215828597,,0.6973455933202011,0.0931441887533635,,,0.35066358233607714,0.3252274021567743,-0.30532102346794854,0.011155423186480846,0.26486862850642306,0.26486862850642306,,0.06349571498376144,,,0.12593753467281865,,0.5410390052844233,0.38235996140418915,,,-0.39179612774874556,0.3714187987201324
1991-08-31,-0.07717043544585202,-0.00807420905726429,-0.7108257196822727,,-0.23650959313884568,-0.7952828658449643,,,0.10968069694500238,-0.2785712855676737,0.41402279245448853,0.7972891775497725,0.14039167438786287,0.14039167438786287,,0.44182726549508405,,,-0.007393049589409221,,-0.09175004854461424,0.2756052870655426,,,-0.24029075376019116,0.22249743367652897
1991-09-30,-0.13510904110620994,-0.29294309872151064,0.2639697289429056,,0.04891467087795663,0.33230388702548597,,,0.1803053354924402,-0.35692468391831395,-0.406489384817577,-0.19623877125177486,-0.3096569194393642,-0.3096569194393642,,-0.11405997343595067,,,0.005232354965959107,,-0.07065139872983575,-0.18399123283396537,,,-0.21067105163173996,-0.07313855520013061
1991-10-31,0.45093432778842607,-0.17438767965353155,0.1792056389483222,,0.1250525497391497,-0.17243272659009257,,,0.5423724711202033,0.39884912701111463,0.4951615007421037,-0.05126151435166318,0.13538999626842355,0.13538999626842355,,-0.08689932900021079,,,0.09215305966901012,,0.22414898954512738,0.23395864599763,,,0.4865174779147311,-0.05881687207963883
1991-11-30,-0.1067397381901354,0.0731490682466862,-0.15304434550115426,,-0.2910364634513701,0.2479533579998978,,,0.0038443122524146724,-0.07896002317450053,-0.02064472847088329,-0.47177965334444916,-0.15882479320100232,-0.15882479320100232,,-0.059502512260504105,,,0.12345438416535484,,-0.3652879298085606,-0.29272580626470834,,,-0.5846403942110759,-0.39393339246345566
1991-12-31,0.31982329928632025,0.3090531331099136,0.4236714578220739,,0.4707814414162853,-0.06537485549388374,,,0.10600041516714331,0.2808528061211794,0.25641458668068906,0.18859464328847944,0.6078654872220968,0.6078654872220968,,0.06774995776899746,,,0.5346309358852928,,0.5048159169453436,0.5512477100954425,,,0.14452498441618183,0.03662726002039023
1992-01-31,0.050243958476424655,0.19927636590763206,-0.13905868431399496,,-0.2542192192832262,-0.03153756529571014,,,-0.06703808002626252,-0.21666665053996287,0.023682405084954488,0.3493708477699751,0.02598945106156331,0.02598945106156331,,0.24107720453081574,,,-0.15179460709267403,,-0.16887175178943264,0.13758119747253442,,,-0.01055625170886917,-0.28800769900234835
1992-02-29,-0.015602909901104696,0.3025060931276641,-0.04107653833317119,,0.0535941373419521,0.22166821187919583,,,-0.05179009779255258,-0.16449529250970452,0.3350931292640384,0.3478637882903275,0.20255640988134252,0.20255640988134252,,0.13801160538837418,,,0.022834716839878495,,0.12943373780531214,0.4346445873483315,,,-0.10928580699668941,0.5012780835504692
1992-03-31,-0.5364869867390933,-0.03984685874343329,0.06163400867233702,,0.0015296933575622287,0.4086236144365152,,,0.04470501369287383,-0.1266478653146464,-0.5072786356162732,-0.315441341473862,-0.08699694950836395,-0.08699694950836395,,-0.12257897114858017,,,0.111402906482878,,-0.04768768991393788,-0.289010627369295,,,-0.6742630597502648,-0.03020881063561417
1992-04-30,0.041412204776767006,-0.1497836325208625,-0.2114152711587269,,-0.28519475642262276,-0.07375766513741186,,,0.03698495365265141,-0.2656830141833969,-0.32185697142911857,0.3038690979604081,0.062396768308438204,0.062396768308438204,,0.23015406720185116,,,-0.04179289980739454,,-0.23422048297237774,-0.1189265142309617,,,0.214879560043612,0.3366384856280266
1992-05-31,0.41542952569725133,-0.3066174091034233,-0.2316918256590534,,-0.13781525738695183,-0.5259212520285574,,,-0.4018745344908432,-0.21269677353154143,-0.6493175439309454,-0.05917210846203854,-0.13195762200388197,-0.13195762200388197,,-0.14235954663409578,,,-0.04199607383977648,,0.12730268931672425,0.10987078750135239,,,0.7187460104566349,-0.29076545296261197
1992-06-30,-0.12250192040024352,0.15585157123049545,-0.14002776898595864,,-0.2282706393256952,-0.9094156397862789,,,-0.582040662951271,-0.5255700921224342,-0.20292390991895698,-0.01606628408264054,-0.24589641153512629,-0.24589641153512629,,-0.03952515282824421,,,-0.11031117759425446,,0.06506561804910653,-0.21444392759922382,,,-0.25638748447124754,0.18602988272331572
1992-07-31,0.4549152644429287,-0.02552285741803124,0.10991798917662468,,0.09675778642054438,0.08153484214317239,,,-0.058343214023778935,0.219283137091574,0.45972561083230257,0.5242166547792999,0.2831123191801241,0.2831123191801241,,0.09882927132103679,,,0.03594383104401827,,0.20277345084588708,0.4601401902942986,,,-0.26546032254977353,-0.054025829145159424
