Date,eps,sps,prof_mar,roic,ninc,cfo,cf,sg,mom,cfni,art,goodwill,leve,quick,a_turn,pe,pb,comgro
1990-04-30,0.17063427785148255,0.5813488787714013,-0.07497154955138398,,-0.5886430049439777,,,0.3808717728339995,0.11688899528439609,-0.06156872159481445,,,-0.06942245252151673,0.001424835061189199,,-0.2757640284138861,0.07815105484712771,
1990-05-31,-0.07927358966903675,-0.03411923963072584,0.11451237788899088,,0.49800336745485635,,,-0.48463041910624166,0.19327967824339923,0.028720436212180442,,,-0.09588898763948984,0.058758630508145365,,0.22806986867206375,0.1414063142301229,
1990-06-30,0.007391620354699036,-0.38818697016131226,0.12790876390544667,,0.3466535471649716,,,0.48299428479597156,0.27865258392173053,-0.015980911691985178,,,-0.32217741375590486,0.23318969585404883,,0.2392072859809575,0.30245289826249866,
1990-07-31,0.6425236694634581,0.3177869932392313,0.23886078713295567,-0.15286518763823945,0.21371449828017824,,-0.12797132273950482,0.32505721234632107,0.2787366182402305,0.037019561918854325,-0.0718311808171643,,-0.19423634220308958,0.003156224794141155,0.33181516803496686,0.3250195924594486,0.2685096870710999,
1990-08-31,0.1481600012248711,-0.6672003174504151,0.12740568432167562,-0.1024403531947596,-0.025058198819788886,,-0.08427765181853647,0.012584412718502542,0.16658361954617615,-0.026530638003993405,0.16420469317327935,,0.06633460061641136,-0.04361364044740825,0.1645523389857666,-0.010812124911461453,0.078853117893958,
1990-09-30,-0.39790574874434737,-0.19400327889809402,0.2201213657857105,0.37529790635328,0.5471783493903458,,-0.032776501840878325,0.026838263442388457,0.4331093830132375,-0.1155333412381063,0.4728716834653736,,-0.2477334026205269,0.11046330073835413,0.3479262037749143,0.07642436344951298,0.17439880646209227,
1990-10-31,-0.0444931015881859,-0.38977934615096255,0.14425643418208384,-0.1617758933335982,-0.09679246234089474,,0.16326595569265578,-0.13590239427934647,0.5382951896991759,-0.11254304634247242,0.007382110965674037,,-0.1670995605934779,0.07063236347641762,0.23983124361466454,0.00496095522243731,0.02861565419078398,-0.020866549931078296
1990-11-30,0.4830862968295897,0.02424268291747168,0.14241221090803285,0.18781114781578254,0.24127646592406252,,0.10985537327495122,-0.013576794919431465,0.461709121860336,-0.12138853853956753,0.013630018839761475,,-0.09951781982050625,-0.04338219400544697,-0.1142876722328261,0.10345323838190192,0.15252249620001396,0.11703263802602268
1990-12-31,0.15499801342105654,0.34243538791450373,0.041549823493614815,0.21139026345027287,0.08978233149504337,,-0.07914467908963793,0.33786259782607225,-0.032792903660267776,-0.011452759203565938,0.14484817631741048,,-0.2503377407542763,0.14359084758122095,-0.1722340550659166,0.1233877187521279,-0.03733481793340285,0.08725918666602615
1991-01-31,-0.8469246440267427,0.07553836367463604,-0.14293005955742122,0.25021561826445304,0.00991299480436628,,0.3387811290764579,-0.13030600939352607,0.007414008649917949,0.03648073264704661,-0.1656646023910462,,0.0056633318100654025,-0.061666953672937626,0.0787736687804093,-0.00888564627649928,0.019633113289953926,-0.02169875977237401
1991-02-28,0.1466483544331896,0.08354560454849816,-0.3122244228993626,0.12271814049909688,-0.0971225676503874,,0.04438144157842204,-0.03065469691574681,-0.22335779419679483,0.06863010517957355,-0.03787423314979258,,0.2802902413369593,-0.050933516142291815,-0.047543387484071845,-0.02052796044311152,-0.005862101077202989,-0.07131468907273371
1991-03-31,0.1307524271219205,-0.07841543387425408,-0.01166361885649683,0.0489888135011048,0.11851860675077719,,-0.15993438230148957,0.11957283352683128,-0.047345713543270856,0.08227718636918509,0.15307397045768165,,-0.024392047470708708,0.06217794184594474,0.12527203854297453,0.05624311803354999,-0.06123775022619522,-0.026653281802247353
1991-04-30,0.14797700759546256,0.2504102912041318,0.0997014455525361,0.2785654072651277,-0.152785182526585,,-0.018421015263132508,0.010034916896261523,0.4306306508280632,-0.027648640300840105,-0.03254312610006491,,-0.004619497222709833,-0.04052588161839812,0.17075913629847236,-0.16724000999106972,0.16155007624078,0.0383341431138128
1991-05-31,0.32452665714870427,0.07386531062974042,0.12647387902378532,-0.06617746357268467,0.16126656594962605,,-0.007638602427941649,0.03679499854597149,0.20323950911167563,0.09630853093377321,0.041435594159199035,,-0.08118019982301174,-0.08290281196208249,-0.08369953384758196,-0.01219169387922986,0.060438795173531325,0.019877303407274807
1991-06-30,-0.17701324035027122,0.381761005290145,-0.10234388426897426,-0.10591169152421466,0.001297100725161315,,0.0813480912207525,-0.1665088744134022,0.20053597900879996,-0.06623488180825489,-0.015369961172048995,,0.07139743428898097,-0.004249463691512079,0.015999780118075457,0.17887717524970367,-0.06386130284422332,0.03850160823984482
1991-07-31,-0.17246656819510564,0.02251180348821122,0.054815699694634144,0.052871190523692144,-0.00718273534076739,,0.026344995259853846,-0.05921646246762481,0.0696927324302433,-0.18592169432070552,-0.022130182363900432,,-0.09969827608914852,-0.05793915932311473,0.041722178921662925,-0.13022599489021133,0.009094749008794091,0.06456913993200358
1991-08-31,-0.12889650224021829,-0.3411256892408155,0.15992580990482969,0.15278208758661488,0.05662102047202825,,-0.023993036328759976,-0.015888916533623877,0.2827945012630535,-0.07458284351668625,-0.0009035359643922229,,0.03948086432939099,0.019322678970962782,-0.03963603270751274,0.07135471494839994,0.08470255730406959,0.033845508760732404
1991-09-30,0.7353128250502275,0.5305069581808068,-0.07640419218082761,0.06559613377848955,-0.3511957232022963,,0.07403387969927941,-0.12702160427856232,0.27959427352863725,0.09889765388480051,-0.022809899820064438,,-0.08019896133663364,-0.08733921893610148,-0.05555602331756263,-0.009944969891382221,0.01626446476953612,-0.01937274752137043
1991-10-31,-0.4666167884203962,-0.3812196193882837,0.20370951193655373,0.10186595841315273,0.07692972360979397,,-0.02582332379601002,0.10456925450913675,0.31973051888467946,-0.1316603937880408,-0.024981007130754216,,-0.02251412972481514,-0.05973635165234466,-0.1583045788059934,-0.17068228967347243,0.0749083076765603,0.04779704814039755
1991-11-30,0.31719625198698526,0.32253329489417604,0.02665624219479999,0.09266289625084739,0.029612260718562756,,0.07791952451666005,-0.045874951130649454,0.3670628942225376,0.01984593462027168,-0.0028576161425767936,,-0.01088834274751789,-0.10436437884473325,-0.012227784880348785,0.034387154977391074,0.010178807075303043,0.10302367590199121
1991-12-31,0.551980868823287,0.4199032038156468,0.2187871071159053,0.24663089302102478,0.14115115211719495,,0.021055543791159707,0.08503337901600488,0.27447022053663966,-0.14792153461880223,0.011674393696009883,,-0.09130229241825386,-0.04224899392764479,0.0641380208474887,-0.11916805415107179,0.07949649218050729,0.20314597654989033
1992-01-31,0.5918206919557127,0.8456121797758505,0.21584129664801724,0.22235779996663463,0.0040835974515368145,,-0.046985607800128004,-0.017299189012797644,0.3024300815229247,0.07919528241044682,-0.20320648127779894,,-0.020794228000420745,0.05074744945407745,0.02282553700249277,-0.1434034895414844,0.045849713044664744,0.12343370770361096
1992-02-29,-0.05785844758036607,0.6300652298296399,-0.03567722569771174,-0.2098695412477925,0.03815125414659274,,0.05916317118820671,-0.045005626727094614,0.15898057707424143,-0.08118228982446649,0.06774389837274272,,0.08640296271444706,-0.11689688074161472,-0.012609081722598317,0.06229410333430359,-0.09803719086328802,-0.023565286364108512
1992-03-31,-0.19904617457720267,0.45520265007969146,-0.049530169511823145,-0.185077170900796,0.040207484151857764,,0.04568109513200448,-0.04628288121557242,0.2222476238126334,0.006123288026276217,-0.048044022933882616,,-0.007537888140630693,0.03826084074508854,-0.06493499576914719,0.005812173935292788,-0.07834142940636112,-0.06401507206001471
1992-04-30,-0.7308749047292541,-0.38340937137006714,0.0021373650575262633,-0.07304922790363787,-0.10337293566912564,,-0.035885125244327104,-0.0022662630790111294,0.13068990054295027,0.04766783194486962,0.06727221556534516,,-0.0024112288148491145,-0.048152344405100446,-0.005807910763416092,-0.12805645173188218,-0.1852249458166876,-0.09693182756674257
1992-05-31,-0.5021644215551769,-0.8573035622935061,-0.24214001272324379,-0.20391586421909175,-0.18147724817901917,,-0.11848244407978675,-0.22625963986686856,-0.019088974588611238,0.024710567554030807,-0.08395811146939508,,0.07161358172055972,-0.11131098297971244,-0.15726295227596992,0.10357585991481426,-0.01842555724167332,-0.24895165863924593
1992-06-30,-0.4062724726923784,-0.42880216352602274,0.0162621111547902,-0.04985429768286205,0.020304936977101624,,0.10550375182668381,0.06722302645752745,-0.05658910314421614,-0.005245074319806603,-0.04988931367997534,,-0.07657821051290412,-0.01655795448880381,-0.04771711452564177,0.06694838537529,0.08903277869591843,0.02427141591366315
1992-07-31,0.04704556995390834,-0.12011979832369143,0.19545668580492997,0.10079149558399979,0.13555316754377558,,-0.15790373232718963,0.09522536794613772,0.02806048823700207,-0.05847370107828184,0.10545260720490207,,-0.04825998278293062,-0.06769122774053662,-0.07187420648388378,-0.07624823466087964,0.12230845968518109,0.026997687174248674
