Date,LOW_eps_unsys,MID_eps_unsys,HIGH_eps_unsys,LOW_sps_unsys,MID_sps_unsys,HIGH_sps_unsys,LOW_prof_mar_unsys,MID_prof_mar_unsys,HIGH_prof_mar_unsys,LOW_roic_unsys,MID_roic_unsys,HIGH_roic_unsys,LOW_ninc_unsys,MID_ninc_unsys,HIGH_ninc_unsys,LOW_cfo_unsys,MID_cfo_unsys,HIGH_cfo_unsys,LOW_cf_unsys,MID_cf_unsys,HIGH_cf_unsys,LOW_sg_unsys,MID_sg_unsys,HIGH_sg_unsys,LOW_mom_unsys,MID_mom_unsys,HIGH_mom_unsys,LOW_cfni_unsys,MID_cfni_unsys,HIGH_cfni_unsys,LOW_art_unsys,MID_art_unsys,HIGH_art_unsys,LOW_goodwill_unsys,MID_goodwill_unsys,HIGH_goodwill_unsys,LOW_leve_unsys,MID_leve_unsys,HIGH_leve_unsys,LOW_inv_turn_unsys,MID_inv_turn_unsys,HIGH_inv_turn_unsys,LOW_quick_unsys,MID_quick_unsys,HIGH_quick_unsys,LOW_a_turn_unsys,MID_a_turn_unsys,HIGH_a_turn_unsys,LOW_pe_unsys,MID_pe_unsys,HIGH_pe_unsys,LOW_pb_unsys,MID_pb_unsys,HIGH_pb_unsys
1990-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023524751196506963,0.6493775813559854,-0.6667745072432558,0.7791116280962491,0.1537266137286482,-0.3222449285305192
1990-04-30,0.643727611514489,-0.4699697507840011,0.3566083957081831,0.7853127347807367,-0.6665255412099343,0.7221708403190614,0.12046794898604929,0.1259798406986592,0.06753330172960353,,,,0.27885832060759036,-0.39758664807751093,0.7906227041043716,,,,,,,0.13508464845838028,-0.5047541232871693,-0.8769776637229388,0.11878864788476609,0.07186635452422255,-0.18016700773176955,-0.12035573786267512,-0.11616911030051529,0.20256162119441515,,,,,,,-0.11769267486028433,-0.05855921892693894,-0.06924334436732858,,,,-0.05377166262150457,0.040292963922013265,0.14411760793390652,,,,0.3623332863845322,0.5110760411417559,0.679968895440215,0.6091975872723215,0.06581822139764085,-0.14440040400507007
1990-05-31,0.965269692163503,-0.9824397222195342,0.4269143848548197,0.8923981447895282,-0.7238567682835346,-0.14635486240929393,0.11477706886392679,0.30695964889182914,0.0941938399962206,,,,0.01089766919586217,0.6099087453456203,0.8566476423115688,,,,,,,-0.2987173430381545,0.5123672317690668,0.03144528011577562,0.0942293529167975,0.06724628397416335,0.04847245085321091,0.09932387683882007,0.20068705830240585,-0.2163954286211628,,,,,,,-0.2261520424009407,-0.1667374644543591,-0.39427373795155296,,,,0.11697990403053632,0.08980263589261141,0.284045952396534,,,,0.5958681866521689,0.9583155715283115,-0.3095793406150622,0.6132067562290813,-0.1734080530371916,-0.035520495058517815
1990-06-30,0.7967107616916126,0.8858772046487122,0.42175109561762947,0.657873210108511,0.2006676898786881,0.7810813689576235,0.16885082681282823,-0.029328363056020216,0.19861551912150707,,,,-0.6331907065308524,0.4381517817833158,0.3149292355224104,,,,,,,0.7432968255422061,0.7180279451369004,-0.5979621649448996,0.04935985248944691,0.01819985034216413,0.05691437435406117,-0.07892533230165914,-0.16179996517942272,-0.007466930306818036,,,,,,,-0.15979351811282363,-0.2985047900873746,-0.08116869345024973,,,,-0.09977918736953426,-0.18781913410813397,0.1761008219121375,,,,0.4348362538987583,0.23241571791457122,0.3598702464194928,0.5451130480246236,0.10664697443626948,-0.003162493127220196
1990-07-31,0.9999656962037174,0.9443064751161357,-0.376030372443771,0.6944705842264671,0.6595870403077331,-0.9937079747370848,0.2546583709308907,0.18578451584137431,0.03995224053223878,-0.8908441953503021,-0.28107276168820244,0.0317773525106874,0.2941471172924792,0.177486218323761,-0.1422786272984253,,,,0.008850637314808767,-0.31637066435538247,0.12295108113719991,-0.1552586703736709,-0.17814076549921312,0.002567432109181934,-0.08193371444772214,0.13771925718235037,-0.14874613055867508,0.03230825166557358,0.2871673968923932,-0.0480008198380626,0.10063155651920504,-0.03716504274641019,0.28034475906370476,,,,-0.04425743784615881,-0.10293503148631479,0.17828241312382245,0.7675144862810234,-0.10987290332818382,-0.41006987060888317,-0.1574966338791082,-0.027236102111089202,0.014774474160633393,0.735414478905001,-0.3300398542364458,0.07828839694720507,-0.0852943125796518,0.5441123859282093,-0.11230529706150365,0.004927557166225428,0.16011335681446692,0.06755696490120612
1990-08-31,0.583343361937217,-0.011798784173535186,-0.7698548085761415,0.9882988124685018,-0.4601753565873541,0.20356708674126506,0.19952229430041665,0.17805326518269343,0.1741973310664102,-0.32368368724176283,0.3865711921937093,0.6565547352570821,0.12657578937517253,0.3653559492257615,0.6117304194060963,,,,-0.33046957612769123,-0.3461546332438219,0.10099691775887447,0.36831982216829134,-0.48500946217549956,0.17047377597932437,0.19797317475044185,0.08321224188411212,0.05885243923926412,-0.30622575440089284,0.2234664606227302,-0.17233516599370585,0.2487710096291307,0.47057724364368386,0.4072780320389457,,,,0.0367795799895982,-0.1691036181787207,-0.2919469516388896,0.19299283277876267,0.10007696789024181,0.611102249042423,-0.08805473285932383,0.08990291915779036,0.20971081615373632,0.3636188899113819,0.007288437366086611,0.08610647917685951,0.40428390429942446,0.6076942381814897,0.3794084527974629,0.1844869159649464,0.07362201848792056,0.2794562849066483
1990-09-30,-0.7242175924732863,-0.1676637077522279,0.1058807957772827,-0.015069035406192545,-0.24657980227823698,-0.5923499767097827,0.23063152014217028,0.05891470808884455,0.09644832425837219,0.04823809047259375,-0.46819745610486757,-0.6392671301276905,-0.17368646529421572,0.1963446736068712,-0.10884057115564136,,,,0.3775557537972553,0.09767508445469465,-0.35778199724883303,-0.016115720847091956,-0.6964762287759705,0.18772355784038403,0.05539746679173787,0.3546920208128264,0.2676753071922202,-0.02901643130847832,0.08661495927100464,-0.44401397896175776,-0.05008158504203471,0.20718431115034686,0.056634736680403065,,,,0.06592946406455132,-0.11354234164317566,-0.14054328404147712,0.04371910143949586,0.5627996782623773,-0.5031177460507488,-0.13911131263020018,0.15829890571623065,0.16494830377311268,0.1304727784378247,0.7878631071105742,-0.27128744919490616,0.09858210541519846,-0.05599536094901424,-0.535918306099817,-0.17437298317324865,0.08827665020788296,0.13342128632976596
1990-10-31,0.7620091171978299,0.5075693419170749,0.7105207499018307,0.857457853073733,0.4189790873463411,-0.10061004313304811,0.2967888958014356,0.11371173899265524,0.09558419326313476,0.1070426487248759,0.6804275553877698,0.049309882992531515,-0.0050605013946069385,0.06572936252505503,0.4953720083430548,,,,0.5285836633528116,-0.22457272162785416,-0.02384795977561435,0.3403659330502767,0.08488260145608628,0.07309175385162708,0.2321681608615381,0.02383096484783922,0.08346617964995798,-0.11576762664120355,-0.20221895423693034,-0.08608542135751854,-0.236156574123592,0.266361564931583,-0.20325896432223367,,,,0.007697216373659277,0.029036730773942806,-0.06189276855767553,-0.1304018657420328,-0.24808626168834433,0.19170028865816985,-0.04101442341720181,-0.2114308129252521,0.11300929428468406,-0.4962919821575802,-0.011143382369826222,-0.23602652272230037,0.3175618861608031,0.0016430011278326898,0.018656087322483004,0.2128593629046078,0.24006526194417666,0.25927965331635433
1990-11-30,0.03374789151256168,0.33703735828098946,0.18782613265420184,0.9576216574557553,0.03369087403408658,0.9374988573464696,-0.1293888591596325,0.13567105532866358,0.07892190026973626,-0.01202993857351081,0.3434217398955981,0.16295100190871936,-0.03126517360159808,0.0317799723383723,0.29289234644027357,,,,0.18411887551941533,-0.006079761748363757,-0.019143990905307946,0.11143988475869812,0.3757780911881107,0.3931623289593593,-0.022779597254861634,-0.3250051987449017,-0.010897512972497882,-0.1888796411978608,-0.11788213074244294,-0.012510133993354927,-0.6449007057966561,0.4869461455636546,0.04612371042260901,,,,-0.16318904482265897,-0.1572321147859296,-0.39466497670523565,-0.27000757131159675,-0.44123541410016215,0.09137974893915933,0.2462272992795955,0.0007792904531631071,0.17556797403104454,-0.5970655769808094,0.03276509975623971,0.14022417250465394,0.49716158271920374,-0.019341990647327747,0.48620159500965837,0.37778817419820293,-0.18377304502099664,-0.08022881155212727
1990-12-31,0.8593701433544702,-0.06504618725044509,-0.9925195811995653,-0.20927872925919222,0.29464376353944943,-0.5622823718576034,-0.2608663666963606,0.03483646285005493,0.007977201938793064,-0.4299271314096975,0.103637956083061,0.3293008386965739,-0.09968897960097615,0.1909594343534651,-0.20852780701699253,,,,-0.14779158230345726,0.4469346354972355,-0.06520721838207931,-0.07351882380517483,-0.08506074979432746,-0.026736063808055318,-0.37892366206604694,-0.25120892776244275,0.036799587160331874,-0.0027243233436147576,0.009169008320388377,-0.03613166053338343,0.4291943030024791,0.013670049840964949,-0.18829751510424012,,,,0.017703261581953674,-0.14413124396256155,-0.022106533459874282,-0.14434343714132444,-0.07738962481228424,0.307449657248998,-0.17250286971536966,0.08204709848400923,-0.17065214940845902,0.4013194080315255,-0.26762608027494655,0.49649537752774014,-0.10316252936029939,-0.06603565174990335,0.2461089896034041,-0.07214163362805505,-0.14132050588247472,-0.39194004599062915
