,eps/pe,sps/pe,prof_mar/pe,roic/pe,ninc/pe,cfo/pe,cf/pe,sg/pe,mom/pe,cfni/pe,art/pe,goodwill/pe,leve/pe,quick/pe,a_turn/pe,eps/pb,sps/pb,prof_mar/pb,roic/pb,ninc/pb,cfo/pb,cf/pb,sg/pb,mom/pb,cfni/pb,art/pb,goodwill/pb,leve/pb,quick/pb,a_turn/pb
LOW,-0.03514685697483276,-0.10562467905325039,0.46315261886393483,0.020680961471166395,0.2770866390051254,-0.032171517166372045,0.21071078244321706,0.07108204162530243,-0.05583025610294419,0.05472644739311772,-0.21208753113420867,-0.13921267242806235,-0.02814756420912114,-0.3653484272631791,-0.28234937754552114,0.34721982626816816,0.08656284249677926,0.6102612168855199,0.07980411261851225,0.2526100445933789,-0.09656377904052005,0.22503196827003602,0.07063206423091041,0.05106230181063308,0.04636534072086609,-0.06995410550742931,-0.26420999248025767,-0.15417664062046227,-0.454601687673547,-0.2152609835940737
HIGH,0.27882058931192166,0.3909240156665455,0.47842626417173306,0.5298865519985203,0.20445122177950845,0.17750465979545862,0.2989319737812255,0.27271733944386517,0.21028388693655506,-0.08055204961025232,0.18529152340022415,0.22230854967056393,-0.139069475533763,-0.15985207222381062,0.4528770023023758,0.14830507763014625,0.2696460689230931,-0.08796901447055841,-0.3378217674634528,0.1893063207848181,0.11673857420349237,0.08237896232514279,0.24580593539206463,0.0332364856783623,0.1909252126510576,0.11640067208711832,-0.034151073634336365,-0.27291753214381403,0.13060936240485624,0.027917958157589663
