Date,LOW/comqual/eps,HIGH/comqual/eps,LOW/comqual/sps,HIGH/comqual/sps,LOW/comqual/prof_mar,HIGH/comqual/prof_mar,LOW/comqual/lgro,HIGH/comqual/lgro,LOW/comqual/roic,HIGH/comqual/roic,LOW/comqual/ninc,HIGH/comqual/ninc,LOW/comqual/cfo,HIGH/comqual/cfo,LOW/comqual/cf,HIGH/comqual/cf
1991-07-31,-0.39130954862640477,-0.05656256432498441,-0.9637462490112345,0.7390185650042534,-0.078550854636188,0.006289375325490746,-0.08683054526526668,-0.08052901546776134,0.009844063348290681,-0.11244671327264569,,,-0.050553688762121435,0.09597624075674681,0.02568695836813906,0.035187484437225525
1991-08-31,0.3529713983881781,-0.38795037121604475,-0.24868633053292785,-0.5273790203445302,-0.0513693703538013,0.028227227377079323,-0.03075940262421559,-0.09238476413399968,0.18406355755652168,-0.09635844481874185,,,0.07516021579463379,-0.09898385176832411,0.1780218246456056,0.018089677546634902
1991-09-30,-0.7607592878938486,0.26934031888278476,-0.378078952941725,0.9883525927575271,-0.10249641391971889,-0.07345235498719596,-0.06679606910927191,-0.07201242795753797,-0.07379173963712582,-0.1684030712575054,,,-0.07592168098390474,-0.2538487183495989,-0.13820533171707503,-0.14331310572048728
1991-10-31,0.6087517724752161,-0.8314846859025763,0.6114912712453533,0.19748443302783486,0.09509599852737372,-0.056265167324463086,0.26105891549782845,-0.09568279805831191,-0.0023428677688333904,-0.015347562242427093,,,0.15652485469834146,-0.18666082173635007,0.027205831303443114,0.011246749552626415
1991-11-30,-0.8317292437733971,-0.2724325319176947,-0.9608501233926771,-0.5482399823636139,-0.14724611344441263,-0.06742396572482087,-0.3143096726233074,-0.017878156185611407,-0.39225512244466243,0.12493730291751204,,,-0.07983010756603709,-0.19783261989580644,-0.2245247746659963,0.04388181109038966
1991-12-31,0.3482026256996692,-0.5768029294237398,-0.008823514005883512,-0.7121311337041847,-0.05969109856247718,-0.35176427780288827,-0.057945368981956784,-0.43387163085879393,-0.18027577353464674,-0.03049898961175471,,,-0.26575674689534584,-0.11218439065645842,-0.13525062396957807,0.011776488764181452
1992-01-31,0.7567282320853935,-0.7460218146360956,0.4906299116417974,-0.935430520364311,-0.16943802637558344,0.17040724272770305,0.04667274156608662,0.05741409492497153,-0.021830985921089334,0.07930970037846015,,,0.14889869110531054,0.028010529077718983,0.25884120373628866,-0.040215872787393935
1992-02-29,0.7730841878952811,-0.579884447714068,0.8784773333021353,-0.14268110084808117,-0.09233715445143705,-0.07036943026774961,-0.1300282946046337,-0.03243648209928693,-0.09457426562975711,-0.061457563662279585,,,-0.051616129927839156,-0.21800755442839836,-0.0870620626748035,0.12576738894257386
1992-03-31,-0.6398154231017796,0.38170246538866787,-0.4998484712917956,0.214006506472957,-0.09655690651264094,0.10705368374168084,-0.08766961723709568,0.07128331446597627,-0.0867821780645545,-0.014031036103626555,,,0.08163881492614172,-0.014203713305201645,-0.065839766092071,-0.05155418903420564
1992-04-30,0.9181819866711097,0.3046073130864706,0.1454361503309337,0.8618633699600434,-0.1655049502101152,-0.12714123224325055,-0.060021575026637776,-0.11462765958230052,-0.16733176264853475,-0.11482871986888175,,,-0.06685027204283085,-0.08808321975555208,0.04710517961943921,-0.11301972615717583
1992-05-31,0.9290526530826929,0.7592422009085522,0.926344616590934,0.7467596649629952,0.0017804145830081378,-0.17794314571544745,-0.10107298355369941,-0.07630668721960296,-0.07848499913549296,-0.19588875390133115,,,-0.14028550985679086,0.11102562162672984,-0.22236954979547077,-0.06550162897297108
1992-06-30,-0.8853655802256956,-0.7134884308474162,-0.9932237588640118,-0.028091516865502753,0.1727799689501135,0.06255670426338028,0.0789210993376119,0.054517472618683026,0.13383539188075533,0.013628851244154114,,,-0.15120288861947884,0.17016362854018602,0.041248949818528176,0.10820965056928929
1992-07-31,0.38177362774975865,-0.3732403231587929,0.600754276848894,-0.6343396410517266,-0.06053232878142351,-0.19051685956507491,0.20443630276521726,-0.20800893933635947,-0.21035751346226053,0.0994283098673269,,,-0.06440151012558719,-0.12313425298885025,-0.1375340689419708,-0.01178507613958698
1992-08-31,-0.8243548435896135,0.3826008274458523,-0.6180428952390716,0.22769484824108277,0.013780372105472921,0.014343944912418373,0.12199177310635494,-0.12581656815663633,-0.05835215704831935,0.06944861894915015,,,-0.1440541992029083,0.07820652221927255,-0.0677931511002305,0.023030657402534634
1992-09-30,0.9289956124394187,-0.8699685046427323,0.9289956124394187,-0.7127992459075867,-0.05827325347991895,0.02645716693720302,-0.030486478028704432,0.014048529838019996,-0.0785227761720008,-0.09892074171715116,,,-0.0016956927867610597,0.03849426580337202,-0.01752851853048548,-0.11706151021418822
1992-10-31,0.24253176208339525,-0.6835689123251386,0.24253176208339527,-0.8600740651856805,0.020829745662683738,0.0766257737021635,-0.09625201252730438,0.0650923750693426,0.01001460589604197,-0.09513038261798994,,,-0.066302180739114,-0.06084478727992206,0.046692130565748946,-0.11190347173567662
1992-11-30,0.9777464834980997,-0.9313370103730388,0.9777464834980993,-0.5813384645436707,0.21431099576795257,0.09548943186649848,0.10880741759013969,0.1626830369826497,0.21124137155949838,0.20718098217969763,,,0.013172041610285418,0.1620239901936935,0.20618288635094909,0.15637797887032795
1992-12-31,0.19475453280036156,-0.5204149181993432,0.3741300478148636,-0.6715133930341174,-0.013271615308832946,0.08782541572779738,0.02382256662803508,0.10194242107836778,0.006474706861386143,-0.11132949699288554,,,-0.15329831999972449,0.055397656296921644,-0.0911615835504583,-0.13512171586712093
1993-01-31,0.015253199215626652,-0.8646018812121671,0.3923293569839573,-0.811416443475381,0.25476784789560086,-0.05448279862595414,0.21436201140457123,0.09852133358448281,0.24079609271492397,0.12229931366171214,,,0.12564761743338257,0.048164534338252685,0.16081322202448117,0.1510605060619693
1993-02-28,-0.009730427453329502,-0.4910738000814937,0.035868165832291236,-0.39740723352152263,-0.09026898567963519,-0.15658093580321233,-0.050768419271997725,-0.1095594632567822,-0.082324100154156,-0.14785502894928534,,,-0.17779412022327287,-0.15664161699208637,-0.05215130244686252,-0.15413551954165575
1993-03-31,0.3020264608306783,0.8953057487895539,0.2097115589326315,0.6994299843389602,0.02346677112534403,0.06927053007989516,-0.0725876438333378,0.2096843545861919,0.07010457541239215,-0.019223074906022326,,,0.1473448247843957,0.09635392761762734,-0.03824749342859914,0.004520844109774302
1993-04-30,0.9619423309712075,0.13658725531613042,0.6269514079008807,0.12331832231631189,0.03582712144274411,0.05830721803152766,0.12167814058508125,-0.01881710568696341,0.027889079104614106,-0.08296909394215006,,,0.021732352900066226,-0.008626764615897552,0.09966776280037869,-0.3282315822046798
1993-05-31,-0.49814063461723124,-0.8143139993415079,-0.9469875429659935,-0.9292089116698544,-0.058340703701748715,-0.015094100134129344,-0.02805535181989264,-0.01748464009782517,0.015025418874836275,-0.02436476319573299,,,-0.1707602864253646,0.04532269572094158,-0.05937066032236772,0.1417956361397851
1993-06-30,0.44620574292193954,-0.2880028398799291,0.2950802726104879,-0.3075094708201357,0.16570481824080582,-0.1009819464640912,0.1264931858451539,-0.12383425849462336,0.08295551868982427,0.10119882377970363,,,0.04699397802345114,-0.13507146009593732,0.04979698317843069,-0.0692328925509177
1993-07-31,0.7330945903750438,0.5347325871380706,0.5071934388137803,0.6804255944549714,0.06516511653380334,0.05710199002736798,0.012023883416771668,0.11894319585261139,0.022781769850885134,-0.004805578205434354,,,-0.07964554881290863,0.04015389723350171,0.0218854479773957,-0.03531900691718628
1993-08-31,0.9383905132251704,-0.48855150937985026,0.7858215207549947,-0.4206365450986712,0.09766347151168706,-0.04483514232376029,0.10868258015459545,0.026106207480868796,0.1410926763692639,-0.18424327110374372,,,-0.045206838504013164,-0.06369383455838343,0.05759545152628361,-0.26573342914153225
1993-09-30,-0.44924729699823096,-0.7173362723144556,-0.1051041223737138,-0.38817524418861854,0.026214917639527286,-0.28275840191825885,-0.12356436932753705,-0.19790949195433744,0.0004765957488883053,0.07436151214905215,,,-0.020513952382897785,-0.09677850955591193,-0.010937753916001885,-0.08015588294616022
1993-10-31,0.01971837570964594,-0.2087302114033789,0.8950450749431537,-0.6315883214968482,-0.04540635225633717,0.08605008273288371,0.022988426620041767,0.09520717399102942,0.007409544592255969,0.21898731018215517,,,-0.007860519555062555,0.015441496861892072,0.04098057094978205,0.09640992992253815
1993-11-30,0.7580630698742817,-0.8743886612059409,-0.02706551985607557,-0.7967773132039448,-0.053191318200732696,0.032150355694946856,0.09771844369168278,-0.0051143695452648685,0.008419035288255107,0.012607448836265233,,,0.02529173476662449,0.03304870842409485,-0.042823378377833905,0.16165768136478825
1993-12-31,-0.04031319340698274,0.77541308105642,0.9716725322097974,0.5864241451788847,0.13152461082720313,-0.06400184618501048,-0.008200312446235767,-0.054948725872370284,-0.027863659681252508,-0.00936945750892505,,,0.12311427944607019,-0.0910921086022069,-0.13243545595829367,0.038218595977664076
1994-01-31,-0.8639329847873838,0.6688307764196931,-0.4366680403969107,0.12003509560949417,0.13175341814151656,0.05738005155430806,0.11584510604178878,0.054146606836262226,0.16758089758399503,0.01060328865822835,,,0.11194068355240178,0.1622942259756311,0.09129424776516878,-0.1717319104459941
1994-02-28,-0.8904543110504146,0.2586135823878952,-0.842365957447776,0.10826853422790254,-0.0005573556971091754,0.21100874358660165,-0.07053617816082375,0.18345685491748243,0.06891270049665121,0.01217351954338014,,,0.16337803579455185,-0.0026656619424851396,0.16911755139126744,0.11946658898426908
1994-03-31,-0.8378714478023723,0.9053942607650428,-0.5213734729673933,0.5517048239292076,0.07459290599069436,0.03272695146172706,-0.006436960088890608,0.11809057331598005,0.18688886334649152,-0.061715990980232116,,,-0.0081227575238491,0.1674978715751292,0.12823833948280003,0.045319880924522306
1994-04-30,-0.7700060129764807,0.20629252478289706,0.891475658341702,0.29311376682187174,0.018108248142302243,-0.09096479846588072,-0.04217545167010635,0.014730274933951326,0.003634173657411424,-0.044782993541728634,,,-0.03612686130448661,-0.013273676154434378,-0.04449510708768464,0.0498995703201048
