,eps_unsys,sps_unsys,prof_mar_unsys,roic_unsys,ninc_unsys,cfo_unsys,cf_unsys,sg_unsys,mom_unsys,cfni_unsys,art_unsys,goodwill_unsys,leve_unsys,inv_turn_unsys,quick_unsys,a_turn_unsys,pe_unsys,pb_unsys
L_M,0.15092654203341468,0.008183207940775337,0.9923197429954757,0.5527854505434513,0.23100799815430612,0.784719087080453,0.34471214241518544,0.21063549180538274,0.8356912282027499,0.5129010088357475,0.6137564285074795,0.4760671900842708,0.4672872289372971,0.9973774940020464,0.8514083157505545,0.7843807855733962,0.43873772501823904,0.42166961799399727
M_H,0.6495577922615933,0.17642789034485726,0.07307721777003502,0.9401534672480707,0.45844046895268187,0.08017086149607473,0.9460288494371725,0.7144906197426655,0.4698230893431865,0.23942869901064134,0.5648170212158143,0.22060858958809082,0.6128640019019818,0.13602768335810436,0.757276583800099,0.5673374757403818,0.6529749213688676,0.26747932841455363
L_H,0.3046090362969206,0.20619968031671712,0.0892369044705036,0.6173409508448491,0.7067316532548329,0.12711566699285934,0.384193667391028,0.1191842244832939,0.37493337595491993,0.07571024210632427,0.9699428429927642,0.6692173065140858,0.8250126734362819,0.15915617335477275,0.8982067223034251,0.7918126085796469,0.23483155468785843,0.06279121766148371
