,eps/pe,sps/pe,prof_mar/pe,roic/pe,ninc/pe,cfo/pe,cf/pe,sg/pe,mom/pe,cfni/pe,art/pe,goodwill/pe,leve/pe,quick/pe,a_turn/pe,eps/pb,sps/pb,prof_mar/pb,roic/pb,ninc/pb,cfo/pb,cf/pb,sg/pb,mom/pb,cfni/pb,art/pb,goodwill/pb,leve/pb,quick/pb,a_turn/pb
L,0.1775278884123788,0.0909967130485835,0.378844815990225,0.09647954450095521,0.24611830705665783,0.30076049228498225,0.2779697562822299,0.2410925523877003,0.24906919751446432,0.7002335853235394,0.014431488401726696,0.14237330889987054,0.32845771927631007,0.012875797461023866,0.0010142502219332322,0.6161637830067999,0.4068885180557369,0.05053240348082159,0.223298348625117,0.3314369800422492,0.11914917057320537,0.22547642930803807,0.20703800264101596,0.5793063365816522,0.7572503370017637,0.27640678124104706,0.03878514366085369,0.8513061894359149,0.0021469228746473132,0.0024576595066234724
H,0.8709012373495437,0.5546429035851624,0.33886788016180336,0.020183769978274986,0.5739465076552429,0.5268450896934539,0.05587289441118947,0.7322913034241365,0.8746163763426098,0.2438700580786468,0.11206158806801754,0.25191060684477223,0.9611017863497229,0.2979336572372472,0.005870371555372467,0.6469039607331115,0.983705490275651,7.158671821857073e-05,2.248700222820033e-06,0.6672418853216107,0.8459850278082665,0.6769242617020378,0.88408590885921,0.46796104378148595,0.0352483987211485,0.39729270107784564,0.553451147319821,0.19990730280509034,0.33734201970096545,0.3013113221447938
