Date,eps,sps,prof_mar,roic,ninc,cfo,cf,sg,mom,cfni,art,goodwill,leve,inv_turn,quick,a_turn,pe,pb
1990-03-31,,,,,,,,,,,,,,,,,-0.4688650315350325,0.20088459424834665
1990-04-30,0.9942163519256574,-0.9327970127932366,0.27596705586785664,,0.999979639085033,,,0.5803889546032994,0.2288576783309664,0.04168908947200359,,,-0.05436423754781485,,0.17214601683209999,,0.6904281370633871,0.1472597630159475
1990-05-31,0.9991341565629281,-0.9070024303636991,0.3016933635778714,,0.9973825716059571,,,0.6328224360575705,-0.019515784477378784,0.1376121487819821,,,-0.4100317392805266,,0.15926877147623317,,0.5491507383548669,0.05046520612613734
1990-06-30,0.8317104067333003,-0.4845765135952288,0.3374975691288344,,0.7631648258370423,,,0.9675694559317911,0.15729164193321887,0.02219958160387596,,,-0.4381640629439838,,0.01798761867968454,,0.24397963563989447,0.26077155768032373
1990-07-31,0.9959027934657344,-0.7398697584793131,0.02348688762872642,-0.32514121812555774,0.07449504336274919,,0.2951323004838229,-0.3375368035626785,-0.06801422251477947,0.09637267693245699,0.21867602758954957,,0.059163687966272395,0.07564090203512819,-0.09104761969405327,0.04792896788583491,0.2435152229689731,0.13493382879917462
1990-08-31,0.43237250274200345,0.19890784405190087,0.27924209911921766,-0.3500751488157686,0.38372305127579603,,0.16300351175948427,0.08199486800778624,0.2990303140944314,0.15930973517264882,0.4985135274754008,,-0.38889265618262936,0.35069850472669206,0.10480523765211727,0.46512651937942756,0.21100092625968322,0.1796869280130822
1990-09-30,0.999669077617195,-0.7818973942578575,0.20244177258879362,-0.6015397038455247,-0.02985106580593502,,0.1696629374372525,0.03748594620960639,0.38924328804804553,0.22273414305395065,-0.011183062192869613,,-0.16542796303567697,0.4011109100626217,0.18562354010304133,0.3726206529474928,-0.007867230087665633,0.253494095306564
1990-10-31,0.9053780548160828,-0.9971188036534704,0.3125727205046337,0.31941562243221416,0.3272034766301463,,0.4826067946976589,0.01522113798817216,0.428295407959382,-0.11478644509187742,-0.3510960009642981,,-0.28077344627879064,-0.05999188855000005,0.028958492261655804,-0.21289707785038797,0.18535713121380076,0.3191636278678727
1990-11-30,0.32559428447453675,0.030953281656590174,0.2903505472752735,-0.21604923974150772,0.2161836212663784,,0.0505032017989632,0.3842894534631304,0.053341916902458014,0.017132691618293106,-0.1442173798388711,,-0.24428368248732854,-0.2703776723104647,0.19330256264271678,-0.23744822240566607,0.2268140160342499,-0.19476717247927847
1990-12-31,-0.9999804083171848,0.9327396691427899,-0.06767768811095605,0.1295219053933907,-0.10622371265451128,,-0.10177628899883957,-0.06135149224109123,-0.1576169575544113,0.01139126347844783,-0.04891622779264542,,-0.06300922809263058,0.09658607818038638,-0.11482557975180754,0.06011493698033738,-0.05053459023769736,-0.4542243116350604
1991-01-31,0.15018089237065313,0.3967126637474721,-0.2151116611958543,-0.19878986798202397,-0.3091156884944979,,-0.18281546137660729,-0.30521305119078684,-0.4398411634889506,-0.04655000203085029,-0.07131656065812744,,0.09892864738382039,-0.2125120457873596,0.0795527421708583,-0.10123956071122336,-0.06559055942693992,-0.35082580474921016
1991-02-28,0.9976010720146798,-0.8826133410089181,-0.20216748839806573,0.126431239966815,0.0182645027291061,,-0.26369670639787757,0.27983192108581434,-0.2760743821049203,-0.030856823586920396,0.1479174420535433,,0.054703538385411615,0.1163422437308796,0.023433916975716184,0.11258731645673101,-0.0012946962340668765,0.15999511635949193
