Date,LOW_eps_inv_turn,MID_eps_inv_turn,HIGH_eps_inv_turn,LOW_sps_inv_turn,MID_sps_inv_turn,HIGH_sps_inv_turn,LOW_prof_mar_inv_turn,MID_prof_mar_inv_turn,HIGH_prof_mar_inv_turn,LOW_roic_inv_turn,MID_roic_inv_turn,HIGH_roic_inv_turn,LOW_ninc_inv_turn,MID_ninc_inv_turn,HIGH_ninc_inv_turn,LOW_cfo_inv_turn,MID_cfo_inv_turn,HIGH_cfo_inv_turn,LOW_cf_inv_turn,MID_cf_inv_turn,HIGH_cf_inv_turn,LOW_sg_inv_turn,MID_sg_inv_turn,HIGH_sg_inv_turn,LOW_cfni_inv_turn,MID_cfni_inv_turn,HIGH_cfni_inv_turn,LOW_art_inv_turn,MID_art_inv_turn,HIGH_art_inv_turn,LOW_goodwill_inv_turn,MID_goodwill_inv_turn,HIGH_goodwill_inv_turn,LOW_leve_inv_turn,MID_leve_inv_turn,HIGH_leve_inv_turn,LOW_pe_inv_turn,MID_pe_inv_turn,HIGH_pe_inv_turn,LOW_pb_inv_turn,MID_pb_inv_turn,HIGH_pb_inv_turn,LOW_eps_quick,MID_eps_quick,HIGH_eps_quick,LOW_sps_quick,MID_sps_quick,HIGH_sps_quick,LOW_prof_mar_quick,MID_prof_mar_quick,HIGH_prof_mar_quick,LOW_roic_quick,MID_roic_quick,HIGH_roic_quick,LOW_ninc_quick,MID_ninc_quick,HIGH_ninc_quick,LOW_cfo_quick,MID_cfo_quick,HIGH_cfo_quick,LOW_cf_quick,MID_cf_quick,HIGH_cf_quick,LOW_sg_quick,MID_sg_quick,HIGH_sg_quick,LOW_cfni_quick,MID_cfni_quick,HIGH_cfni_quick,LOW_art_quick,MID_art_quick,HIGH_art_quick,LOW_goodwill_quick,MID_goodwill_quick,HIGH_goodwill_quick,LOW_leve_quick,MID_leve_quick,HIGH_leve_quick,LOW_pe_quick,MID_pe_quick,HIGH_pe_quick,LOW_pb_quick,MID_pb_quick,HIGH_pb_quick,LOW_eps_a_turn,MID_eps_a_turn,HIGH_eps_a_turn,LOW_sps_a_turn,MID_sps_a_turn,HIGH_sps_a_turn,LOW_prof_mar_a_turn,MID_prof_mar_a_turn,HIGH_prof_mar_a_turn,LOW_roic_a_turn,MID_roic_a_turn,HIGH_roic_a_turn,LOW_ninc_a_turn,MID_ninc_a_turn,HIGH_ninc_a_turn,LOW_cfo_a_turn,MID_cfo_a_turn,HIGH_cfo_a_turn,LOW_cf_a_turn,MID_cf_a_turn,HIGH_cf_a_turn,LOW_sg_a_turn,MID_sg_a_turn,HIGH_sg_a_turn,LOW_cfni_a_turn,MID_cfni_a_turn,HIGH_cfni_a_turn,LOW_art_a_turn,MID_art_a_turn,HIGH_art_a_turn,LOW_goodwill_a_turn,MID_goodwill_a_turn,HIGH_goodwill_a_turn,LOW_leve_a_turn,MID_leve_a_turn,HIGH_leve_a_turn,LOW_pe_a_turn,MID_pe_a_turn,HIGH_pe_a_turn,LOW_pb_a_turn,MID_pb_a_turn,HIGH_pb_a_turn
1990-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9264944487718841,-0.7629260746323359,0.09496137279383297,-0.13160884679925933,0.42388711365664417,-0.0493773876778913,0.1152876339253776,0.021692066006658812,0.31625994643154265,,,,0.7875236354586859,-0.3615431454545688,-0.4063878863390185,,,,,,,-0.8017455848070633,-0.5025810838668069,-0.7026351464008432,0.06995432685457653,0.0932784791049275,-0.10301721221422656,,,,,,,-0.00040958991546824827,-0.1842728096017552,-0.3384793324276286,0.6748879827527365,-0.2799348300517186,0.7345613942458594,0.33715517961588914,0.20605430117613366,0.2899301850403217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9987353521327209,0.9766093421376603,-0.8615899561145969,-0.4506586064210724,-0.02959962789111409,-0.8453686575268993,0.0013715715888785568,0.05635819599154602,0.16448348638744478,,,,0.4957097416489708,0.4458469809627423,0.5184801745075628,,,,,,,-0.5559307869689869,0.846380547531103,0.9267873290160983,0.012159091558740112,0.06086960309756999,-0.10802938180593692,,,,,,,-0.40202416226726184,-0.35986554602932813,-0.046491572144101496,0.6026273698777336,0.11277756541402409,0.7697356372459297,0.1270753939505223,0.2986724608553744,0.22906096712890356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,,,,,,0.41271714800858084,-0.30576181056541374,0.32696443856166607,,,,,,,,,,,,,,,,0.190018548726561,0.11979393828086518,0.3783726593057033,,,,,,,-0.910250653473605,-0.6553363487620705,0.14341936227594618,,,,1.0,-0.2415114395838204,0.32080018621504525,-0.944395371605556,0.8962647088010413,0.7204826055850632,-0.18173932715862945,-0.32464520077280723,0.714901489403233,0.1530692052130377,0.21653484946909196,0.341498103954277,,,,-0.16996002865538837,0.44314356951302913,-0.3317300633385961,,,,,,,-0.34728934703558884,0.4428179942747756,-0.5616692807076548,-0.13595955550736297,-0.052803005701457476,-0.14032502534702465,,,,,,,-0.323470182121825,-0.13113872195044932,-0.22218632023205048,0.0010119298062453645,0.10874734704847126,0.5855620427181387,0.29861162543187336,0.509133748545999,0.20852418786247,,,,,,,0.7754968521197155,0.5122351602169463,-0.4491658900790917,,,,,,,,,,,,,,,,-0.14710213425928262,0.43889296310255743,0.41051284679543926,,,,,,,-0.964410004131005,-0.4181535606388575,0.4161433975153359,,,,1.0,0.6641642722551797,-0.71053239904876
1990-07-31,,,,,,,-0.4807703957073517,0.1828117480599962,-0.4264723541795174,-0.132776433804125,0.1981687836466253,-0.5211760493095023,0.44941099626986036,-0.13801483083510813,-0.6549963959444324,,,,0.5350415213265569,0.374136909282653,-0.8406124511772568,-0.6113693864179899,0.11588069606475092,-0.24516544703644705,0.4566558080230576,0.5422642471376459,-0.0313566638795111,0.42711354335328966,0.28956302723601934,0.038213401640122026,,,,0.7032880652397149,0.1458969540009165,0.3676398986514301,,,,1.0,0.10035698676709487,-0.8646539502899899,0.7300491785073883,0.9301645761174044,-0.4807049145062672,0.5629323205279736,-0.6647268716617435,-0.9370865393697855,0.06073245196889615,0.26040193556525454,0.10682718181192553,-0.0928472998592502,-0.1172612623633927,-0.22152738387033785,0.038636583471285076,-0.5287705966130182,0.02482794697634464,,,,-0.007329534621049995,0.22286388455538192,-0.004346437606703091,-0.44688687024035345,-0.09224144246607215,0.6713146689189096,-0.01997699541963329,-0.04308056840586961,-0.07596134618547547,-0.4612284195385333,-0.1873607496690251,0.5407640720127017,,,,0.25572885710941945,-0.10524959412593414,0.015195553909842407,-0.2227750215115475,-0.15479609384135312,0.8041979187859188,0.20001468718114926,0.04401414059236512,0.08763088008597411,,,,,,,-0.24271805548115846,-0.10257588308299978,-0.509848270044112,0.11331890973994521,-0.3989451931249024,-0.38847105747890925,-0.04971109570415179,-0.012778890014558954,-0.47540121376672295,,,,-0.042267967126549656,-0.12729612080336383,-0.011607803555364992,0.12554959547546338,-0.23437289329935102,-0.509967620248237,-0.777925356605357,0.09252719566798928,-0.5564489705992118,0.5458588842771339,0.3494732673171967,-0.12104458360674267,,,,0.5717136931370632,0.37561775851466284,0.28228755306705877,,,,-1.0,0.8874885534480761,-0.9028586865719
1990-08-31,,,,,,,0.9328793782540277,0.6796832303138,0.5632323658853995,-0.47501201852472974,0.7595136024128194,0.4168898063772751,0.5015476516917146,0.34083003270097406,0.5619832807876562,,,,0.11000351355347265,0.16735300122842453,-0.2797797227498395,0.8512382268425087,-0.005978939151926359,0.6914037546197419,0.027994441910793897,0.5271180776664521,0.4038988028723988,0.37104744127495454,0.7623423636525913,-0.0934426814242857,,,,-0.7035432400269138,-0.17680227444699076,-0.4524801863719398,,,,1.0,0.7793876009296901,0.5426136701266256,-0.7577451025759291,-0.725410398881133,0.13619148392956726,-0.5967029380635902,-0.23816434047729462,-0.1707991082119322,0.2937457683324999,0.12386441855982928,0.19597864326268666,-0.2480669664820404,0.39144081824407323,0.33393098036642244,0.361419050349212,0.6779933232556413,0.536778959387294,,,,-0.13506076264818298,-0.04143667616502481,0.06540678166378154,0.5970134676062058,-0.38943269258221525,0.08525170301103929,-0.2561916843546102,0.01570994256666991,-0.09244814693402119,0.6275453099566946,0.7047534141886582,-0.2783529703447551,,,,-0.39704005300544604,-0.1765600010467761,-0.13814677660634006,0.2041586780289608,0.14969405260672952,0.7103429151527925,0.11844649697953825,0.3522393286209933,0.1977459653201617,,,,,,,0.6801012420653276,0.5157119514518491,0.6424242369125585,0.39963640079965496,-0.10000611537629724,0.42317761214076727,0.21598951202068276,0.6904698096098094,0.8503405310261004,,,,-0.286680676684385,0.1184686348010295,-0.14219751317903664,0.26687978678986074,0.051450871420223795,0.8135038345833031,0.3599520627851986,-0.08140308969346118,0.4968206419662192,0.07489800943710027,0.43699463122650795,0.4144021839106792,,,,-0.7946736711376781,0.3890406037235484,-0.15617717678149554,,,,-1.0,0.9769983673182054,0.2742110354701037
1990-09-30,,,,,,,0.18197217408629676,-0.028790231883716554,-0.2102165162729114,-0.7611443415195439,0.06070478597412986,-0.8254990525487967,0.014058927020115351,0.0038044388776614824,-0.5035142564103016,,,,0.35680772461082505,-0.22598931553088772,-0.8036977309325714,-0.41772887560464034,0.398465002377653,-0.5877371150253687,0.060874211174285736,0.30974903398530323,0.15992999021410192,-0.2695696131112401,0.15235240780868245,-0.04601901113956211,,,,0.21265649563550157,0.4778874362549728,0.19937018482681976,0.6254397802820592,0.6794721295128201,-0.11355654465073366,-0.11074872779236888,0.4928306281445552,-0.2195687723720177,-0.917559885545395,0.4905037603546113,-0.7240517688784157,-0.8084034367890464,-0.7745312932452483,-0.9995468060027568,0.2849747220373215,0.16508989617306322,0.10439782720381614,-0.4329901016326654,-0.6117670846561565,-0.6763428697411791,0.07386975175666587,0.10991749199305255,-0.15851018735203867,,,,-0.8195026554632273,0.34009168491506575,-0.4145191348589144,-0.4388096149889295,0.11633378365743818,0.16597849620130375,-0.5845571661155716,-0.20234072075695825,0.07675825444828176,-0.6705004304749056,-0.37455676067970145,0.4690062422019555,,,,-0.16058637067745907,-0.3117748486487542,-0.02552822689062631,-0.2319626749199488,-0.2883412672934487,0.25512206600165555,0.01971299727626395,0.1622482409821471,0.2761842909735142,,,,,,,-0.0014250422113289616,-0.11485388027685269,-0.22515548173587488,-0.46026382458225507,-0.8804108272676586,-0.6850285243282428,-0.1209682505029677,-0.3664273722768464,-0.6405156411681054,,,,-0.18904690181389197,-0.7471670502810388,-0.11725840006853537,0.200803116414963,-0.6907749824928324,-0.5682804231650104,-0.2197661437332338,0.21956067417299738,0.24460348527166803,0.28043423932369743,0.23591589168545546,-0.5585815861202994,,,,0.3432350956176355,0.11598130626852379,0.4211692320943215,0.9988518153258212,0.3505886282983326,0.34078411108039147,-0.33772918953564135,0.6089999284367397,0.04727374688815377
1990-10-31,,,,,,,0.4714074851211941,-0.10310574854117063,0.03811331438431109,0.21215698308366135,0.08644126879531833,0.23052792146845344,0.3878276000204553,-0.009219114741174244,0.04562776177438665,,,,0.14247936052926383,-0.05540598712362395,0.4165309860224986,0.5663192329207758,-0.4729866821586414,-0.14456119829409927,-0.08261857755856619,-0.18114249550524036,-0.03616522445186901,-0.4424259878259589,0.15601837670045374,0.20634200895222576,,,,-0.39730824524879704,-0.1561589681862423,-0.11099925484790561,0.4532814839255422,0.7715972709869963,0.24185381271787307,0.32838412120476035,0.5942354630866697,0.7589226116761204,0.16007738953499093,0.89452364319715,0.647690310288146,0.25670416926945644,0.035231238661321156,-0.10388095947673454,0.4533677284311099,0.05162419205599187,0.11785711821245229,0.35098539978753807,0.20283271117699841,-0.060224914653689766,0.11290255590708628,0.12527890592647212,0.5945073746726157,,,,0.0652914458128793,-0.033900666603646115,0.35685097738041816,0.19466686989641535,0.06705358389962568,-0.30225599697918404,-0.1678264446697283,-0.04004168056689314,-0.17229603180082015,0.12331694115951619,-0.005680745431530672,0.051692728150513366,,,,-0.1599456281186678,-0.20448297303639024,0.05411508239180879,0.2812503990846437,0.1932112762084065,-0.310157056410612,0.20548288344768426,0.036495994359889816,0.34822849430237224,,,,,,,0.267736969595073,0.3609003324926092,-0.12296520964079433,0.13401666907041063,0.2569073123587525,0.18422850844358785,0.30836832596059005,0.027037091683487943,0.1919925938031176,,,,-0.17531311452598314,0.1834625483170463,0.41604946572165025,0.0015687123398282182,-0.42558966311123597,-0.05472921105270338,-0.15534196672658018,-0.20289845488708927,0.14966429755944316,-0.3365906954050239,0.28478013433012705,0.14742996761300808,,,,-0.49332325230772395,-0.24605525321969435,-0.039619545963708654,-0.13845565752438635,0.6233089635713785,0.31979835506947374,0.46388461462430497,0.6550730464175901,0.36561141302820954
1990-11-30,,,,,,,0.5692408790100278,0.09230001878611567,0.43134289669477704,-0.42327034653433354,0.49028755110061556,0.3403128904381544,0.24689530117086564,-0.09175289106789436,0.5059222517308827,,,,-0.11022111192650723,0.3554396804180299,-0.37271914003492396,0.5258229742776993,0.3923476182261915,0.5275865240470596,-0.0867164250525098,0.06375550691100551,0.005058768935806871,0.13443961147082517,0.49067450676376617,-0.5236046250732789,,,,-0.7336256927928593,0.0030386056974344355,-0.046503603624681825,0.1524160321305991,-0.6459691253141256,-0.14553600623753346,0.6801454798631485,-0.623561779515474,0.30575000906718003,-0.2319486324347337,-0.2556324407308137,0.3861810413739903,-0.3268059444495748,-0.6108087857819839,0.9562522563537429,0.04540103377297527,-0.016731547802658217,0.1434917228530358,0.41986256249695536,-0.07556421369404255,0.3106082652494019,0.12990079696711557,-0.061506406650626864,0.16497106153658883,,,,-0.03568259156292184,-0.09858353615561442,-0.22520506608602836,0.7058902837407055,-0.002603682680985675,0.6547197852357222,0.09049685933562632,-0.3282581179570867,-0.01939079244374498,0.4908403285104882,0.1918731892344517,-0.3734154978308254,,,,-0.2688753137276504,-0.3802837018151753,-0.1552411632116419,0.2693925953762088,-0.06247103879982651,0.6079775721750005,0.18635407878057214,-0.18916655337484464,-0.1579781145564141,,,,,,,0.3868958295877593,-0.6137329201887484,0.5353688822416947,0.09485297563536628,0.06454633997152023,0.42190236637309475,0.1406349990334784,0.2602264882422906,0.26249466793480003,,,,0.01468097377336342,-0.04883113068373503,-0.07650793954169528,0.35604001793631546,0.6216629331249145,0.6453728565700763,-0.3893835607504475,-0.03774600481840782,-0.07542871426718757,0.024609967987071376,-0.45264818723784633,0.3483257008656606,,,,-0.6496147745722696,0.38071376464645457,-0.17599009420815548,-0.4445728268681871,-0.7247704331490129,-0.08998704818211024,0.08685879426614432,-0.32385042671991787,0.12206765644202942
1990-12-31,,,,,,,-0.003789457829918794,0.07711502105277941,-0.2116537913580944,0.2130177416576884,0.27903720047007813,-0.11438785152910244,0.14160107832198784,-0.13561489721314976,-0.23409655725683542,,,,0.33225903567785997,-0.5050530479423135,-0.013452616243514706,0.374309639042965,-0.15063087893334423,-0.03294271749618038,-0.013521373153480962,-0.5860103269817473,-0.2139368319722847,-0.2018022854836085,-0.30919103301073014,0.24678359946146194,,,,-0.30894700380599854,0.05103761323516549,-0.016128802778227265,-0.3866523346409321,0.011970107951130748,-0.08359404146764238,-0.11185975648604216,0.0866023496707102,-0.276664340674123,0.9968437911491556,-0.8902200505496103,-0.4538099455942093,0.9998124101739966,0.4118832840417747,0.25250897059331556,0.07214347458376971,-0.08270440950352749,-0.14075789738093747,-0.032708038106211985,0.36196555118533336,0.27380897378659974,0.17359105985391593,-0.19966985387026384,-0.19201496070013988,,,,-0.40247527066928945,0.4880010290481043,-0.4022013701288424,-0.06820252303779302,-0.08590152888288097,0.19813572433925686,0.04906671064483617,-0.26631386333153517,-0.06449392179124686,-0.14068188006764706,0.0397910399703765,-0.08428009219988988,,,,0.05407346801131876,-0.24235354293761965,-0.012727455271918153,-0.004224741104254671,-0.3735816219005997,0.5067832715544498,-0.03620147204055415,0.05747388489050153,-0.4934180159713723,,,,,,,0.025353901101606645,0.011922415648942284,0.47981012719705785,-0.19139096742990838,0.3416815089060221,0.23745001581881742,-0.051092695429441,0.0808557048188017,0.08397124936506735,,,,0.12507827133321253,0.2915310997761119,-0.2507491336956285,0.17876730305445518,-0.032366486184218723,0.13524469234032793,0.11448430413608168,-0.18847216229763009,0.12011668795578019,0.44062997182578295,-0.1591086598222903,-0.15460210364941135,,,,0.1319587548540114,0.00936086930678349,-0.4119916121847423,0.30903906579618945,-0.2776986652579545,-0.2094358302753778,-0.22613306880067244,-0.3237723174274403,0.022037323249474564
1991-01-31,,,,,,,-0.4201794256316821,-0.2357639990170541,0.08972317645085696,-0.4219866629276092,0.29720221298510724,0.40672174421078083,-0.4414432144115273,-0.02909248351188728,-0.19804087806718548,,,,0.15096260147773327,-0.01713622845554412,0.033209238460648854,-0.3779650446825509,0.018491227377467848,-0.0682927864600718,-0.027198737115089158,-0.22384957574606848,-0.015021569319820693,0.013312268969343575,0.5228475277738344,-0.07967285208274445,,,,0.07323755126290277,0.04476378536506384,-0.09203324266052067,-0.2829830563124758,-0.22282319227684388,-0.11323147931192803,-0.8687103772648392,-0.6088426984758086,-0.36482094506632406,-0.6706578416315471,-0.1869678315271407,-0.26654210812124635,0.8331865206014039,0.4276503966111811,-0.4194503587239192,-0.4253121729297986,-0.3186908745260103,-0.03942570421865901,0.402285426218107,-0.44067770507262066,0.16778756921537083,0.017868555271991934,-0.2076309609294446,-0.0818326624895961,,,,0.27881241280435504,0.11864989039717352,-0.13976275289492376,-0.26617990286016807,-0.3215672470796343,-0.03951933449015034,0.258718580664808,-0.008121022873049673,-0.2874617684520822,0.023508937635951837,0.15985592148058037,-0.287457448954528,,,,0.5401646911331273,0.05379234215570003,0.06763450263109701,-0.052566234497142546,-0.42921593827509297,-0.024806150278097037,-0.20192565114240174,-0.3196293142175488,-0.3016300190730436,,,,,,,-0.37563339084286057,-0.420659014346452,0.5948812317864246,-0.18853676366880764,0.005053477791116428,0.5370602416912956,-0.07405506681015575,-0.09619354927272178,-0.2287687887371829,,,,0.09663482198812705,-0.24632659103357912,0.20941883758567512,-0.33417275848945743,-0.20210820204202326,0.2655097129780629,-0.01110279272212733,-0.24453061475859428,0.20264606772175775,-0.3812224695725024,-0.1361273872603631,0.2639191486499682,,,,0.08959596630504094,0.3822484068069615,-0.35509308399165423,0.2057647420002285,-0.03821721374048453,-0.6710693022880483,0.10097406366548249,-0.406505334864565,-0.7177915540273381
